ticket_id,issue_type,ticket_created_date_time,ticket_closed_date_time,ticket_status,neighborhood_district,city,state,case_title
101000433058,Pothole/Roadway Surface Repair,07/28/2015 08:23:00 AM,07/29/2015 12:47:38 PM,Closed,MID-CITY,NEW ORLEANS,LA,Roadway Surface Repair - Pothole
101000031475,Trash/Garbage Pickup,07/23/2012 10:22:46 AM,11/30/2012 05:15:08 PM,Closed,LAKEVIEW,NEW ORLEANS,LA,Start Trash Service
101000743163,Trash/Garbage Pickup,10/23/2017 11:01:04 AM,10/25/2017 01:41:54 PM,Closed,LAKEWOOD,NEW ORLEANS,LA,Start Trash Service
101000367841,Residential Recycling Programs,02/26/2015 04:46:05 PM,07/13/2015 11:47:31 AM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,New Recycling Cart
101000570791,Street Light,07/26/2016 11:48:40 AM,08/04/2016 08:52:23 AM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000473637,Street Light,11/05/2015 01:46:08 PM,04/13/2016 09:45:53 AM,Closed,MILAN,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000746035,Code Enforcement General Request,10/31/2017 04:18:00 PM,10/31/2017 05:00:26 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Code Enforcement General Request
101000174661,Residential Recycling Programs,08/19/2013 09:35:40 AM,12/26/2013 12:32:05 PM,Closed,BAYOU ST. JOHN,NEW ORLEANS,LA,Replacement Recycling Cart
101000165846,Abandoned Vehicle Reporting/Removal,07/31/2013 04:21:59 PM,08/14/2013 03:11:22 PM,Closed,EAST CARROLLTON,NEW ORLEANS,LA,Junked Vehicle
101000737043,Residential Recycling Programs,10/04/2017 11:29:14 AM,10/30/2017 09:02:20 AM,Closed,CENTRAL CITY,NEW ORLEANS,LA,New Recycling Cart
101000308645,Illegal Dumping Reporting,09/11/2014 01:08:00 PM,09/11/2014 01:09:00 PM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Illegal Dumping Report
101000517073,Street Light,03/15/2016 09:15:31 AM,03/29/2016 07:49:29 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000287725,Trash/Garbage Pickup,07/23/2014 01:58:36 PM,08/14/2014 05:32:57 PM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Missed Collection
101000564528,Code Enforcement General Request,07/12/2016 09:16:00 AM,07/12/2016 02:57:49 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Code Enforcement General Request
101000118851,General Service Request,03/19/2013 03:06:12 PM,03/19/2013 03:30:17 PM,Closed,,,,Finance - Revenue
101000515028,General Service Request,03/09/2016 10:04:07 AM,03/10/2016 10:34:27 AM,Closed,,,,Finance - Revenue
101000492582,Code Enforcement General Request,01/06/2016 01:35:00 PM,01/06/2016 02:14:14 PM,Closed,OLD AURORA,NEW ORLEANS,LA,Code Enforcement General Request
101000606444,Residential Recycling Programs,10/17/2016 09:00:36 AM,11/15/2016 04:21:00 PM,Closed,LAKEVIEW,NEW ORLEANS,LA,New Recycling Cart
101000223015,Trash/Garbage Pickup,02/03/2014 02:31:20 PM,02/03/2014 02:53:37 PM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Start Trash Service
101000191996,Trash/Garbage Pickup,10/07/2013 10:05:40 AM,10/11/2013 08:36:09 AM,Closed,LAKE CATHERINE,NEW ORLEANS,LA,Damage Caused By Contractor
101000393517,Trash/Garbage Pickup,04/30/2015 09:18:59 AM,05/15/2015 12:05:03 PM,Closed,WEST RIVERSIDE,NEW ORLEANS,LA,Missed Collection
101000079796,Code Enforcement General Request,11/15/2012 04:17:21 PM,11/15/2012 04:41:14 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000883721,Code Enforcement General Request,11/13/2018 04:01:00 PM,11/13/2018 04:06:46 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000331677,Residential Recycling Programs,11/12/2014 02:34:35 PM,11/17/2014 11:14:26 AM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,New Recycling Cart
101000444177,Street Light,08/21/2015 02:48:09 PM,09/03/2015 11:32:31 AM,Closed,WEST END,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000311096,Code Enforcement General Request,09/18/2014 08:41:00 AM,09/18/2014 09:49:02 AM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Code Enforcement General Request
101000581478,Road Shoulder Repair,08/17/2016 04:54:00 PM,,Open,TALL TIMBERS - BRECHTEL,NEW ORLEANS,LA,Road Shoulder Repair (District C)
101000428437,Code Enforcement General Request,07/16/2015 12:00:00 PM,07/16/2015 12:18:51 PM,Closed,READ BLVD WEST,NEW ORLEANS,LA,Code Enforcement General Request
101000738515,Catch Basin Maintenance,10/07/2017 02:13:00 PM,11/22/2017 01:33:07 PM,Closed,MID-CITY,NEW ORLEANS,LA,Catch Basin - Clogged
101000724729,Catch Basin Maintenance,08/28/2017 06:10:00 PM,11/27/2017 11:51:58 AM,Closed,BROADMOOR,NEW ORLEANS,LA,Catch Basin - Clogged
101000809355,Code Enforcement General Request,05/22/2018 02:48:00 PM,05/22/2018 04:13:19 PM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Code Enforcement General Request
101000384451,Code Enforcement General Request,04/09/2015 10:40:00 AM,04/09/2015 01:29:40 PM,Closed,READ BLVD EAST,NEW ORLEANS,LA,Code Enforcement General Request
101000431200,Pothole/Roadway Surface Repair,07/22/2015 03:48:00 PM,07/23/2015 01:36:00 PM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Roadway Surface Repair - Pothole
101000512796,General Service Request,03/03/2016 09:41:50 AM,03/28/2016 01:00:43 PM,Closed,,,,Finance - Revenue
101000834702,Code Enforcement General Request,07/20/2018 01:23:00 PM,07/23/2018 12:46:15 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Code Enforcement General Request
101000566104,Trash/Garbage Pickup,07/14/2016 01:09:46 PM,07/15/2016 04:29:00 PM,Closed,BAYOU ST. JOHN,NEW ORLEANS,LA,Start Trash Service
101000884167,Large Item Trash/Garbage Pickup,11/15/2018 08:13:01 AM,11/20/2018 04:59:19 AM,Closed,MID-CITY,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000855198,Code Enforcement General Request,09/07/2018 02:11:00 PM,09/10/2018 02:01:41 PM,Closed,AUDUBON,NEW ORLEANS,LA,Code Enforcement General Request
101000873732,Residential Recycling Programs,10/18/2018 02:39:11 PM,,Open,TREME - LAFITTE,NEW ORLEANS,LA,New Recycling Cart
101000227085,Residential Recycling Programs,02/13/2014 04:47:48 PM,03/20/2014 12:20:01 PM,Closed,FILLMORE,NEW ORLEANS,LA,New Recycling Cart
101000588372,Abandoned Vehicle Reporting/Removal,09/01/2016 11:55:00 AM,11/25/2016 03:16:24 PM,Closed,AUDUBON,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000446550,Abandoned Vehicle Reporting/Removal,08/27/2015 09:46:00 AM,10/12/2015 03:14:07 PM,Closed,EAST CARROLLTON,NEW ORLEANS,LA,Junked Vehicle
101000488514,Pothole/Roadway Surface Repair,12/22/2015 09:04:00 AM,12/23/2015 01:02:46 PM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Pothole/Roadway Surface Repair (District E)
101000280743,Mosquito Control,07/07/2014 02:31:27 PM,07/17/2014 01:33:13 PM,Closed,VIAVANT - VENETIAN ISLES,NEW ORLEANS,LA,Mosquito Control
101000036572,Street Light,08/08/2012 01:26:36 PM,10/16/2013 05:03:48 PM,Closed,AUDUBON,NEW ORLEANS,LA,Non-urgent: Outage Or Cycling
101000467836,Large Item Trash/Garbage Pickup,10/21/2015 03:32:35 PM,10/23/2015 06:02:56 AM,Closed,BROADMOOR,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000736018,Trash/Garbage Pickup,10/02/2017 11:56:35 AM,10/05/2017 01:59:02 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Missed Collection
101000256755,Large Item Trash/Garbage Pickup,05/07/2014 09:57:28 AM,05/10/2014 10:28:29 AM,Closed,AUDUBON,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000578997,Tree Service Emergency,08/12/2016 09:48:00 AM,08/12/2016 09:48:43 AM,Closed,DILLARD,NEW ORLEANS,LA,Tree Service Emergency
101000493070,Street Light,01/07/2016 01:40:38 PM,02/22/2016 12:35:52 PM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000819591,Residential Recycling Programs,06/18/2018 09:53:35 AM,08/30/2018 08:46:46 AM,Closed,BYWATER,NEW ORLEANS,LA,New Recycling Cart
101000634981,Abandoned Vehicle Reporting/Removal,01/10/2017 11:53:00 AM,06/08/2017 03:25:31 PM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Junked Vehicle
101000311591,Code Enforcement General Request,09/18/2014 03:08:00 PM,09/18/2014 04:17:42 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Code Enforcement General Request
101000208254,Street Light,12/06/2013 09:10:26 AM,10/27/2014 03:32:03 PM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000857330,Sidewalk Repair,09/12/2018 01:00:00 PM,,Open,BEHRMAN,NEW ORLEANS,LA,Sidewalk - Broken or Cracked
101000221092,Street Light,01/27/2014 10:29:20 AM,08/05/2014 11:41:00 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000657106,Residential Recycling Programs,03/14/2017 10:04:43 AM,05/22/2017 05:11:41 PM,Closed,MILAN,NEW ORLEANS,LA,New Recycling Cart
101000718070,Code Enforcement General Request,08/15/2017 01:18:00 PM,08/15/2017 02:37:39 PM,Closed,READ BLVD WEST,NEW ORLEANS,LA,Code Enforcement General Request
101000659254,Abandoned Vehicle Reporting/Removal,03/20/2017 11:32:06 AM,03/22/2017 08:30:57 AM,Closed,GARDEN DISTRICT,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
101000137527,Residential Recycling Programs,05/10/2013 04:23:00 PM,08/21/2013 01:57:59 PM,Closed,IRISH CHANNEL,NEW ORLEANS,LA,New Recycling Cart
101000156624,Street Flooding/Drainage,07/09/2013 09:54:28 AM,12/24/2013 08:27:34 AM,Closed,NAVARRE,NEW ORLEANS,LA,Catch Basin - Clogged
101000608458,Trash/Garbage Pickup,10/20/2016 11:40:00 AM,10/28/2016 11:09:01 AM,Closed,VILLAGE DE LEST,NEW ORLEANS,LA,Repair Trash Cart
101000516515,Subsidence,03/14/2016 10:04:00 AM,,Open,Unknown,Unknown,LA,Subsidence (District A)
101000620488,Rodent Complaint,11/18/2016 09:01:50 AM,11/22/2016 09:04:03 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Rodent Complaint
