animal_id,animal_type,breed_group,primary_breed,tag_no,tag_type,tag_subtype,price,tag_date,tag_exp,tag_stat
A584133,DOG,TOY,YORKSHIRE TERR,L16-036677,LIC ALTERED,HLP WEB,10.5,2016-02-26 00:00:00,2017-02-25 00:00:00,RENEWED
A571957,DOG,TERRIER,TERRIER,454A28263A,MICROCHIP,HLP IMPORT,0.0,2015-09-23 00:00:00,,CURRENT
A535008,DOG,TERRIER,RAT TERRIER,L17-019936,LIC ALTERED,HLP WEB,10.5,2017-07-15 00:00:00,2018-07-17 00:00:00,CURRENT
A609698,CAT,LONGHAIR,DOMESTIC LH,L17-043171,LIC SR,MAIL,5.0,2017-02-07 00:00:00,2018-01-24 00:00:00,CURRENT
A602083,DOG,TOY,DACHSHUND,,,,,,,
A598068,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-041905,LIC ALTERED,HLP WEB,10.5,2016-08-24 00:00:00,2017-06-29 00:00:00,RENEWED
A601201,DOG,SETTER/RETRIEVE,GOLDEN RETR,985112006360794,MICROCHIP,HLP WEB,0.0,2017-08-15 00:00:00,,CURRENT
A613531,CAT,SHORTHAIR,DOMESTIC SH,4918037B50,MICROCHIP,HOME AGAIN,0.0,2020-03-13 00:00:00,2023-03-13 00:00:00,CURRENT
A570216,DOG,TERRIER,BULL TERRIER,985112006149458,MICROCHIP,HLP WEB,0.0,2015-09-04 00:00:00,,CURRENT
A568490,DOG,SETTER/RETRIEVE,GOLDEN RETR,U16-008423,RABIES CERT,HLP SCAN,,2016-08-02 00:00:00,2017-06-22 00:00:00,CURRENT
A587328,DOG,TERRIER,WEST HIGHLAND,U16-007362,RABIES CERT,HLP IMPORT,,2016-04-15 00:00:00,2019-03-26 00:00:00,CURRENT
A568732,OTHER,MAMMAL,BAT,,,,,,,
A548983,CAT,SHORTHAIR,DOMESTIC SH,985112004469427,MICROCHIP ADO,ADOPT,25.0,2015-01-16 00:00:00,2016-01-16 00:00:00,CURRENT
A605322,DOG,SETTER/RETRIEVE,GOLDEN RETR,985113000301734,MICROCHIP,HLP SCAN,0.0,2016-11-19 00:00:00,,CURRENT
A581752,DOG,MIX,MIX,L15-035295,LIC ALTERED,HLP SCAN,9.0,2016-01-25 00:00:00,2016-09-04 00:00:00,RENEWED
A422347,DOG,HOUND,BLOODHOUND,L15-006973,LIC SR,HLP WEB,5.0,2015-10-06 00:00:00,2016-09-26 00:00:00,RENEWED
A573220,DOG,SETTER/RETRIEVE,LABRADOR RETR,U15-004748,RABIES CERT,HLP SCAN,,2015-10-05 00:00:00,2016-08-15 00:00:00,RENEWED
A501045,DOG,TOY,CHIHUAHUA SH,985112002701007,MICROCHIP ADO,HOME AGAIN,25.0,2015-12-01 00:00:00,2016-12-01 00:00:00,CURRENT
A609246,DOG,SETTER/RETRIEVE,GOLDEN RETR,L16-053177,LIC ALTERED,MAIL,10.0,2017-02-09 00:00:00,2017-12-19 00:00:00,CURRENT
A591890,CAT,SHORTHAIR,DOMESTIC SH,L15-009943,LIC ALTERED,COUNTER,10.0,2016-06-10 00:00:00,2016-07-30 00:00:00,CURRENT
A529362,DOG,MASTIFF,BOXER,U14-001983,RABIES CERT,HLP SCAN,,2014-06-20 00:00:00,2015-05-13 00:00:00,CURRENT
A489513,DOG,MASTIFF,PIT BULL,D14-014532,LIC ALTERED,VET,9.0,2013-04-16 00:00:00,2014-01-21 00:00:00,RENEWED
A561630,DOG,SPANIEL,COCKER SPAN,L16-041545,LIC ALTERED,HLP WEB,10.5,2016-08-07 00:00:00,2017-08-01 00:00:00,RENEWED
A573977,DOG,TOY,YORKSHIRE TERR,L14-019224,LIC ALTERED,VET,9.0,2015-10-14 00:00:00,2015-11-01 00:00:00,CURRENT
A571765,OTHER,REPTILE,SNAKE,,,,,,,
A630609,DOG,TERRIER,AIREDALE TERR,,,,,,,
A574647,CAT,SHORTHAIR,DOMESTIC SH,U15-004900,RABIES CERT,HLP IMPORT,,2015-10-21 00:00:00,2016-09-10 00:00:00,RENEWED
A614895,DOG,MASTIFF,PIT BULL,,,,,,,
A622610,CAT,SHORTHAIR,AMER SH,,,,,,,
A630033,DOG,TERRIER,MIN PINSCHER,L17-048308,LIC ALTERED,COUNTER,10.0,2017-11-08 00:00:00,2018-09-06 00:00:00,CURRENT
A558890,DOG,MASTIFF,BOXER,985112000464060,MICROCHIP,HOME AGAIN,0.0,2018-03-17 00:00:00,2019-03-17 00:00:00,CURRENT
A579299,DOG,MIX,MIX,U17-008937,RABIES CERT,HLP SCAN,,2017-02-22 00:00:00,2018-01-03 00:00:00,CURRENT
A500275,DOG,TERRIER,JACK RUSS TER,L14-057773,LIC ALTERED,HLP SCAN,9.5,2015-02-28 00:00:00,2015-12-05 00:00:00,RENEWED
A177274,DOG,TOY,LHASA APSO,D08-042098,LIC UNALTERED,,35.0,2007-12-07 00:00:00,2008-10-15 00:00:00,RENEWED
A573780,DOG,TERRIER,MIN PINSCHER,,,,,,,
A611997,DOG,MASTIFF,PIT BULL,985113000884381,MICROCHIP RTO,HOME AGAIN,25.0,2017-03-06 00:00:00,2018-03-06 00:00:00,CURRENT
A572023,DOG,TOY,POMERANIAN,RAB9583164,RABIES CERT,VET,0.0,2016-11-10 00:00:00,2016-09-23 00:00:00,CURRENT
A571635,DOG,MIX,MIX,982000364224914,MICROCHIP,HLP SCAN,0.0,2015-09-21 00:00:00,,CURRENT
A602639,CAT,SHORTHAIR,DOMESTIC SH,L16-006476,LIC ALTERED,ADOPT,10.0,2016-11-06 00:00:00,2017-10-27 00:00:00,CURRENT
A579988,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-048506,LIC ALTERED,COUNTER,9.0,2016-01-04 00:00:00,2017-01-04 00:00:00,CURRENT
A599398,DOG,POODLE,POODLE STND,,,,,,,
A389236,DOG,HOUND,BEAGLE,D10-025812,LIC ALTERED,ADOPT,9.0,2009-07-28 00:00:00,2010-07-27 00:00:00,RENEWED
A574022,DOG,TOY,CHIHUAHUA SH,L15-010845,LIC ALTERED,VET,9.0,2015-10-15 00:00:00,2016-09-16 00:00:00,RENEWED
A490812,CAT,LONGHAIR,DOMESTIC LH,3Y16-03222,LIC 3Y,MAIL,24.0,2013-05-06 00:00:00,2016-04-06 00:00:00,RENEWED
A574864,DOG,MASTIFF,BOXER,L15-062547,LIC SR,COUNTER,4.5,2015-10-22 00:00:00,2016-09-28 00:00:00,RENEWED
A620307,DOG,TOY,MALTESE,R17-766507,RAB VAC CERT.,VET,0.0,2017-06-21 00:00:00,2017-05-25 00:00:00,CURRENT
A587441,DOG,MASTIFF,AMER BULLDOG,,,,,,,
A565353,CAT,SHORTHAIR,DOMESTIC SH,104592,RAB VAC CERT.,VET,0.0,2015-07-08 00:00:00,2016-06-08 00:00:00,CURRENT
A577764,CAT,SHORTHAIR,DOMESTIC SH,L15-070462,LIC SR,MAIL,4.5,2015-12-07 00:00:00,2016-12-04 00:00:00,CURRENT
A626873,DOG,MIX,MIX,L17-013587,LIC ALTERED,HLP SCAN,10.0,2017-09-28 00:00:00,2018-07-15 00:00:00,CURRENT
A461726,DOG,TOY,POMERANIAN,D11-014739,LIC ALTERED,VET,9.0,2012-04-23 00:00:00,2011-07-16 00:00:00,RENEWED
A610754,DOG,TERRIER,SCHNAUZER MIN,RAB46549,RABIES CERT,VET,0.0,2017-02-20 00:00:00,2017-01-11 00:00:00,CURRENT
A599904,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-005720,LIC ALTERED,COUNTER,10.0,2016-10-01 00:00:00,2017-09-27 00:00:00,CURRENT
A600174,DOG,TOY,YORKSHIRE TERR,L16-042318,LIC UNALTERED,HLP WEB,60.5,2016-09-13 00:00:00,2017-07-31 00:00:00,CURRENT
A586121,DOG,TOY,POMERANIAN,L15-009771,LIC UNALTERED,COUNTER,60.0,2016-03-30 00:00:00,2016-10-01 00:00:00,RENEWED
A552620,DOG,MASTIFF,PIT BULL,,,,,,,
A565476,CAT,LONGHAIR,DOMESTIC MH,L14-043187,LIC ALTERED,HLP WEB,9.5,2015-07-09 00:00:00,2015-10-09 00:00:00,RENEWED
A590945,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A556106,DOG,SETTER/RETRIEVE,LABRADOR RETR,L14-018760,LIC ALTERED,VET,9.0,2015-03-24 00:00:00,2015-12-16 00:00:00,CURRENT
A571797,DOG,SHEPHERD,GERM SHEPHERD,L15-010274,LIC ALTERED,VET,9.0,2015-09-22 00:00:00,2016-08-03 00:00:00,CURRENT
A564183,CAT,SHORTHAIR,DOMESTIC SH,L15-030310,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-05-30 00:00:00,CURRENT
A571385,DOG,MASTIFF,PIT BULL,L15-072631,LIC ALTERED,COUNTER,9.0,2016-02-04 00:00:00,2016-06-01 00:00:00,CURRENT
A632618,DOG,SETTER/RETRIEVE,LABRADOR RETR,956000009737818,MICROCHIP,HLP SCAN,0.0,2017-12-18 00:00:00,,CURRENT
A553429,DOG,,CHORKIE,L14-058014.,LIC ALTERED,HLP SCAN,9.5,2015-02-13 00:00:00,2015-06-15 00:00:00,RENEWED
A531362,DOG,SETTER/RETRIEVE,GOLDEN RETR,L14-025043,LIC ALTERED,HLP SCAN,9.5,2014-07-20 00:00:00,2015-03-14 00:00:00,RENEWED
A633324,DOG,COLLIE,AUST SHEPHERD,L18-015086,LIC ALTERED,HLP WEB,10.5,2018-01-02 00:00:00,2018-07-07 00:00:00,CURRENT
A581945,CAT,SHORTHAIR,DOMESTIC SH,982000402222249,MICROCHIP,HLP WEB,0.0,2016-11-17 00:00:00,,CURRENT
A571286,DOG,POINTER,DOBERMAN PINSCH,,,,,,,
A623808,CAT,SHORTHAIR,DOMESTIC SH,L17-033164,LIC ALTERED,HLP SCAN,10.0,2017-08-18 00:00:00,2018-05-27 00:00:00,CURRENT
A595688,DOG,HOUND,BEAGLE,U16-160872,RAB VAC CERT.,VET,0.0,2016-08-04 00:00:00,2017-04-28 00:00:00,CURRENT
A603806,DOG,TOY,DACHSHUND,L16-023864,LIC UNALTERED,COUNTER,60.0,2016-11-08 00:00:00,2017-11-08 00:00:00,DEAD
A559586,DOG,COLLIE,AUST CATTLE DOG,R16-0918,RAB VAC CERT.,ADOPT,0.0,2016-03-05 00:00:00,2017-02-25 00:00:00,CURRENT
A564877,DOG,SETTER/RETRIEVE,LABRADOR RETR,L15-008178,LIC ALTERED,HLP WEB,9.5,2015-11-18 00:00:00,2016-11-13 00:00:00,CURRENT
A621666,DOG,SHEEPDOG,BEARDED COLLIE,L17-041624,LIC ALTERED,VET,10.0,2017-07-12 00:00:00,2018-04-10 00:00:00,CURRENT
A576579,DOG,COLLIE,AUST SHEPHERD,L17-002002,LIC ALTERED,VET,10.0,2017-10-19 00:00:00,2018-10-20 00:00:00,CURRENT
A561103,CAT,SHORTHAIR,DOMESTIC SH,U15-002775,RABIES CERT,HLP SCAN,,2015-05-22 00:00:00,2016-04-19 00:00:00,RENEWED
A574613,CAT,SHORTHAIR,DOMESTIC SH,RAB9722117,RABIES CERT,VET,0.0,2017-01-03 00:00:00,2016-11-04 00:00:00,CURRENT
A580705,DOG,MASTIFF,ROTTWEILER,,,,,,,
A563741,DOG,SETTER/RETRIEVE,LABRADOR RETR,L14-008680,LIC ALTERED,VET,9.0,2015-06-22 00:00:00,2015-09-28 00:00:00,RENEWED
A576249,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A551164,DOG,SETTER/RETRIEVE,NEWFOUNDLAND,L17-083091,LIC ALTERED,COUNTER,10.0,2017-12-11 00:00:00,2018-12-11 00:00:00,CURRENT
A627751,CAT,SHORTHAIR,DOMESTIC SH,L17-009749,LIC ALTERED,ADOPT,10.0,2017-10-14 00:00:00,2018-10-13 00:00:00,CURRENT
A571076,DOG,,UNKNOWN,L15-057897,LIC ALTERED,HLP IMPORT,9.5,2015-09-11 00:00:00,2016-05-16 00:00:00,RENEWED
A630448,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A579704,DOG,MIX,MIX,L15-037597,LIC ALTERED,HLP SCAN,9.0,2015-12-23 00:00:00,2016-09-23 00:00:00,CURRENT
A598840,DOG,MASTIFF,AMER BULLDOG,RAB9353842,RABIES CERT,VET,0.0,2016-08-31 00:00:00,2019-07-31 00:00:00,CURRENT
A595222,DOG,HOUND,BEAGLE,985112007086266,MICROCHIP RTO,HOME AGAIN,25.0,2016-07-25 00:00:00,2017-07-25 00:00:00,CURRENT
A560722,DOG,COLLIE,BORDER COLLIE,L15-014245,LIC ALTERED,COUNTER,9.0,2015-05-19 00:00:00,2016-04-27 00:00:00,RENEWED
A576628,DOG,MASTIFF,BOXER,L15-064006,LIC ALTERED,VET,9.0,2015-11-18 00:00:00,2016-10-23 00:00:00,CURRENT
A622531,DOG,HOUND,BEAGLE,L17-003091,LIC SR,MAIL,5.0,2017-07-29 00:00:00,2018-07-17 00:00:00,CURRENT
A567084,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A614612,DOG,HOUND,BASSET HOUND,L17-026762,LIC ALTERED,COUNTER,10.0,2017-06-06 00:00:00,2018-06-05 00:00:00,TEMPORARY
A590452,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A460702,DOG,SETTER/RETRIEVE,GOLDEN RETR,D10-074134,LIC ALTERED,VET,9.0,2012-04-13 00:00:00,2010-10-22 00:00:00,RENEWED
A606527,DOG,TOY,CHIHUAHUA SH,L16-009628,LIC ALTERED,VET,10.0,2016-12-13 00:00:00,2017-08-17 00:00:00,CURRENT
A564015,DOG,TOY,DACHSHUND,L16-018663,LIC ALTERED,HLP SCAN,10.0,2016-09-01 00:00:00,2017-06-24 00:00:00,CURRENT
A581638,DOG,TOY,HAVANESE,L15-029905,LIC 3Y,VET,24.0,2016-01-26 00:00:00,2018-10-21 00:00:00,CURRENT
A580711,DOG,MASTIFF,MASTIFF,L16-048831,LIC UNALTERED,COUNTER,50.0,2016-01-15 00:00:00,2017-01-15 00:00:00,RENEWED
A550509,CAT,SHORTHAIR,DOMESTIC SH,L14-040200,LIC ALTERED,VET,9.0,2015-01-14 00:00:00,2015-12-06 00:00:00,RENEWED
A570548,CAT,LONGHAIR,DOMESTIC MH,RAB9583139,RABIES CERT,VET,0.0,2016-12-01 00:00:00,2016-10-03 00:00:00,CURRENT
A585014,DOG,MASTIFF,ROTTWEILER,L17-040843,LIC UNALTERED,MAIL,60.0,2017-03-06 00:00:00,2018-02-20 00:00:00,CURRENT
A552733,DOG,SHEPHERD,GERM SHEPHERD,981010001932550,MICROCHIP,PET WATCH,0.0,2015-11-10 00:00:00,2016-11-10 00:00:00,CURRENT
A620198,CAT,SHORTHAIR,DOMESTIC SH,U17-53237,RAB VAC CERT.,VET,0.0,2017-06-19 00:00:00,2018-05-08 00:00:00,CURRENT
A586117,CAT,SHORTHAIR,DOMESTIC SH,L16-008099,LIC ALTERED,ADOPT,10.0,2016-04-06 00:00:00,2017-04-02 00:00:00,CURRENT
A537390,CAT,SHORTHAIR,DOMESTIC SH,L15-026392,LIC ALTERED,HLP SCAN,9.0,2015-10-14 00:00:00,2016-08-13 00:00:00,RENEWED
A617802,DOG,TOY,CHIHUAHUA SH,L17-018559,LIC ALTERED,HLP WEB,10.5,2017-05-23 00:00:00,2018-09-14 00:00:00,CURRENT
A535503,DOG,MASTIFF,PIT BULL,L15-015722,LIC UNALTERED,MAIL,50.0,2015-03-02 00:00:00,2016-01-02 00:00:00,CURRENT
A569685,DOG,SPITZ,SIBERIAN HUSKY,L15-062303,LIC UNALTERED,COUNTER,50.0,2015-09-30 00:00:00,2016-09-29 00:00:00,CURRENT
A577964,DOG,TOY,SHIH TZU,L15-039200,LIC ALTERED,VET,9.0,2015-12-08 00:00:00,2016-09-17 00:00:00,RENEWED
A594981,DOG,SHEEPDOG,BOUV FLANDRES,4B057E016E,MICROCHIP,VET,0.0,2016-07-18 00:00:00,2017-07-18 00:00:00,CURRENT
A601285,DOG,MASTIFF,PIT BULL,L17-046768,LIC ALTERED,COUNTER,10.0,2017-09-05 00:00:00,2018-09-02 00:00:00,CURRENT
A564688,DOG,SETTER/RETRIEVE,LABRADOR RETR,L15-023135,LIC ALTERED,ADOPT,9.0,2015-07-18 00:00:00,2016-07-09 00:00:00,RENEWED
A626934,CAT,SHORTHAIR,DOMESTIC SH,L17-007620,LIC ALTERED,HLP SCAN,10.0,2017-09-28 00:00:00,2018-02-03 00:00:00,CURRENT
A630385,DOG,SETTER/RETRIEVE,LABRADOR RETR,956000005325875,MICROCHIP,HLP WEB,0.0,2017-11-14 00:00:00,,CURRENT
A463770,DOG,SPITZ,CHOW CHOW,L15-031371,LIC ALTERED,VET,9.0,2015-06-04 00:00:00,2016-04-23 00:00:00,RENEWED
A570454,DOG,SETTER/RETRIEVE,GOLDEN RETR,U15-003681,RABIES CERT,HLP IMPORT,,2015-09-09 00:00:00,2018-08-06 00:00:00,CURRENT
A618266,CAT,SHORTHAIR,DOMESTIC SH,L17-028999,LIC ALTERED,ADOPT,10.0,2017-07-25 00:00:00,2018-07-12 00:00:00,CURRENT
A581790,DOG,SETTER/RETRIEVE,LABRADOR RETR,380260040767164,MICROCHIP ADO,HOME AGAIN,25.0,2016-01-27 00:00:00,2017-01-27 00:00:00,CURRENT
A550219,DOG,MASTIFF,PIT BULL,982000357719770,MICROCHIP,PET WATCH,0.0,2015-11-25 00:00:00,2016-11-25 00:00:00,CURRENT
A614397,DOG,MASTIFF,FRENCH BULLDOG,985113000509026,MICROCHIP,HLP WEB,0.0,2017-04-03 00:00:00,,CURRENT
A578840,CAT,SHORTHAIR,DOMESTIC SH,L15-026783,LIC ALTERED,HLP SCAN,9.0,2015-12-14 00:00:00,2016-09-11 00:00:00,RENEWED
A507870,DOG,SPANIEL,COCKER SPAN,U13-000950,RABIES CERT,HLP SCAN,,2013-10-16 00:00:00,2014-01-10 00:00:00,RENEWED
A628238,CAT,LONGHAIR,DOMESTIC LH,L17-014569,LIC ALTERED,VET,10.0,2017-10-17 00:00:00,2018-02-14 00:00:00,CURRENT
A573378,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A601068,DOG,MASTIFF,BOXER,L17-028373,LIC 3Y,HLP SCAN,27.0,2017-08-14 00:00:00,2020-06-13 00:00:00,CURRENT
A633214,DOG,SETTER/RETRIEVE,LABRADOR RETR,U17-47297,RAB VAC CERT.,VET,0.0,2017-12-29 00:00:00,2018-09-15 00:00:00,CURRENT
A619885,DOG,COLLIE,AUST SHEPHERD,985113000463678,MICROCHIP,HLP WEB,0.0,2017-12-04 00:00:00,,CURRENT
A588119,DOG,,ALL AMERICAN,982000406048715,MICROCHIP,HLP SCAN,0.0,2016-04-22 00:00:00,,CURRENT
A548294,DOG,MASTIFF,PIT BULL,L15-023151,LIC ALTERED,ADOPT,9.0,2015-08-02 00:00:00,2016-04-11 00:00:00,MOVED JEFF
A588514,DOG,COLLIE,AUST CATTLE DOG,L16-046003,LIC ALTERED,HLP SCAN,10.0,2016-04-26 00:00:00,2017-01-07 00:00:00,CURRENT
A628499,DOG,TOY,YORKSHIRE TERR,L17-022170,LIC ALTERED,HLP WEB,10.5,2017-10-18 00:00:00,2018-07-05 00:00:00,CURRENT
A560788,DOG,TERRIER,SILKY TERRIER,L17-039868,LIC SR,HLP SCAN,5.0,2017-05-16 00:00:00,2018-04-07 00:00:00,CURRENT
A575711,DOG,SHEPHERD,GERM SHEPHERD,982000365564308,MICROCHIP,HLP WEB,0.0,2015-11-03 00:00:00,,CURRENT
A585098,DOG,TOY,SHIH TZU,RAB-45493,RAB VAC CERT.,VET,0.0,2016-03-10 00:00:00,2017-02-25 00:00:00,CURRENT
A608257,DOG,TOY,CHINESE CRESTED,L16-053077,LIC ALTERED,HLP WEB,10.5,2017-01-17 00:00:00,2017-11-19 00:00:00,RENEWED
A609185,DOG,HOUND,BEAGLE,L16-011996,LIC ALTERED,HLP SCAN,10.0,2017-01-29 00:00:00,2017-11-11 00:00:00,CURRENT
A584483,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A570023,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A586373,DOG,TOY,DACHSHUND,,,,,,,
A455496,DOG,MASTIFF,BOXER,D12-043206,LIC ALTERED,VET,9.0,2012-03-13 00:00:00,2012-09-22 00:00:00,RENEWED
A412829,DOG,TOY,CHIHUAHUA SH,D13-036029,LIC ALTERED,ONLINE,9.0,2012-05-26 00:00:00,2013-04-25 00:00:00,RENEWED
A598311,DOG,TOY,PUG,L17-008581,REJECT,HLP SCAN,0.0,2017-09-28 00:00:00,2018-07-17 00:00:00,CURRENT
A615932,DOG,TERRIER,TIBETAN TERR,982000405443059,MICROCHIP,PET WATCH,0.0,2018-04-08 00:00:00,2019-04-08 00:00:00,CURRENT
A588126,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-047059,LIC ALTERED,HLP SCAN,10.0,2016-04-22 00:00:00,2017-03-07 00:00:00,RENEWED
A559537,CAT,SHORTHAIR,SIAMESE,U15-002000,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2018-03-06 00:00:00,CURRENT
A357584,DOG,TERRIER,MIN PINSCHER,D09-032239,LIC ALTERED,,9.0,2008-07-23 00:00:00,2009-06-18 00:00:00,RENEWED
A567903,DOG,,UNKNOWN,L15-057582,LIC ALTERED,HLP IMPORT,9.5,2015-08-06 00:00:00,2015-10-15 00:00:00,RENEWED
A552860,DOG,COLLIE,AUST SHEPHERD,L14-063244,LIC ALTERED,COUNTER,9.0,2015-02-10 00:00:00,2015-08-23 00:00:00,RENEWED
A319661,DOG,SETTER/RETRIEVE,LABRADOR RETR,D09-008639,LIC ALTERED,,9.0,2008-04-16 00:00:00,2009-03-01 00:00:00,RENEWED
A560547,DOG,HOUND,REDBONE HOUND,,,,,,,
A557078,CAT,SHORTHAIR,DOMESTIC SH,L15-001977,LIC ALTERED,HLP WEB,9.5,2015-04-03 00:00:00,2016-03-28 00:00:00,LOST
A563189,DOG,HOUND,BEAGLE,L15-059677,LIC ALTERED,VET,9.0,2015-06-16 00:00:00,2016-03-27 00:00:00,CURRENT
A553466,DOG,TOY,CHIHUAHUA SH,L14-058117,LIC ALTERED,HLP SCAN,9.5,2015-02-13 00:00:00,2015-06-07 00:00:00,CURRENT
A631748,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-048399,LIC ALTERED,VET,10.0,2017-12-05 00:00:00,2018-08-21 00:00:00,CURRENT
A503730,DOG,COLLIE,COLLIE ROUGH,L15-018340,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-03-31 00:00:00,RENEWED
A567334,DOG,MIX,MIX,L17-036929,LIC ALTERED,HLP SCAN,10.0,2017-05-23 00:00:00,2018-04-21 00:00:00,CURRENT
A556356,CAT,SHORTHAIR,DOMESTIC SH,L17-031750,LIC ALTERED,HLP SCAN,10.0,2017-06-02 00:00:00,2018-03-21 00:00:00,CURRENT
A554382,DOG,HOUND,BEAGLE,L15-015727,LIC ALTERED,COUNTER,9.0,2015-03-02 00:00:00,2016-03-01 00:00:00,CURRENT
A620288,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A607326,DOG,MASTIFF,ROTTWEILER,985113000145968,MICROCHIP,HLP WEB,0.0,2016-12-28 00:00:00,,CURRENT
A463548,DOG,SETTER/RETRIEVE,GOLDEN RETR,L14-033125,LIC ALTERED,HLP WEB,9.5,2014-05-27 00:00:00,2015-05-03 00:00:00,RENEWED
A580139,DOG,MASTIFF,BOXER,6901003306,MICROCHIP,HLP SCAN,0.0,2016-01-04 00:00:00,,CURRENT
A585038,DOG,SPITZ,AMER ESKIMO,L16-057663,LIC ALTERED,HLP SCAN,9.0,2016-03-08 00:00:00,2017-01-20 00:00:00,CURRENT
A616115,DOG,TERRIER,RAT TERRIER,L16-009385,LIC ALTERED,VET,10.0,2017-04-26 00:00:00,2017-09-06 00:00:00,CURRENT
A612637,DOG,TOY,POMERANIAN,985112006722588,MICROCHIP,HLP WEB,0.0,2017-03-12 00:00:00,,CURRENT
A586954,DOG,MASTIFF,PIT BULL,RABIES1759,RABIES CERT,COUNTER,0.0,2016-06-07 00:00:00,2017-06-07 00:00:00,CURRENT
A606116,DOG,HOUND,BEAGLE,L16-009285,LIC ALTERED,VET,10.0,2016-12-07 00:00:00,2017-10-07 00:00:00,CURRENT
A564118,DOG,TOY,YORKSHIRE TERR,L15-018473,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-03-12 00:00:00,CURRENT
A586690,CAT,SHORTHAIR,DOMESTIC SH,L16-048167,LIC ALTERED,VET,10.0,2016-04-06 00:00:00,2017-01-18 00:00:00,CURRENT
A601079,CAT,SHORTHAIR,DOMESTIC SH,985112008103400,MICROCHIP ADO,ADOPT,25.0,2016-11-12 00:00:00,2017-11-12 00:00:00,CURRENT
A631436,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A588410,DOG,SHEPHERD,GERM SHEPHERD,L16-026240,LIC ALTERED,VET,10.0,2016-04-26 00:00:00,2017-03-19 00:00:00,CURRENT
A556393,CAT,SHORTHAIR,DOMESTIC SH,L15-035385,LIC ALTERED,HLP SCAN,9.0,2016-03-28 00:00:00,2016-12-14 00:00:00,RENEWED
A597774,DOG,MASTIFF,PIT BULL,,,,,,,
A600037,DOG,MASTIFF,PIT BULL,L16-013913,LIC ALTERED,VET,10.0,2016-09-13 00:00:00,2017-07-22 00:00:00,CURRENT
A627915,DOG,TOY,CHIHUAHUA SH,L17-034884,LIC ALTERED,VET,10.0,2017-10-11 00:00:00,2018-09-16 00:00:00,CURRENT
A530093,CAT,LONGHAIR,DOMESTIC LH,982000362793772,MICROCHIP,PET WATCH,0.0,2015-03-16 00:00:00,2016-03-16 00:00:00,CURRENT
A550313,DOG,MASTIFF,PIT BULL,,,,,,,
A616747,CAT,LONGHAIR,DOMESTIC MH,,,,,,,
A570350,DOG,TOY,SHIH TZU,L16-015160,LIC ALTERED,VET,10.0,2016-07-06 00:00:00,2017-06-16 00:00:00,RENEWED
A605503,DOG,TOY,CHIHUAHUA LH,985112007900959,MICROCHIPSPOT,HOME AGAIN,25.0,2017-11-19 00:00:00,2018-11-19 00:00:00,CURRENT
A627264,DOG,MASTIFF,CANE CORSO,985113001058301,MICROCHIP,HLP SCAN,0.0,2017-09-29 00:00:00,,CURRENT
A559906,DOG,SIGHTHOUND,BASENJI,L15-004276,LIC UNALTERED,HLP WEB,50.5,2015-06-23 00:00:00,2016-04-20 00:00:00,RENEWED
A551907,DOG,MASTIFF,PIT BULL,L15-013451,LIC UNALTERED,COUNTER,50.0,2015-08-07 00:00:00,2016-08-16 00:00:00,CURRENT
A621099,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A630719,DOG,TOY,YORKSHIRE TERR,L17-053155,LIC ALTERED,ADOPT,10.0,2017-12-02 00:00:00,2018-12-01 00:00:00,CURRENT
A561553,CAT,SHORTHAIR,DOMESTIC SH,L14-018508,LIC ALTERED,VET,9.0,2015-05-26 00:00:00,2015-07-18 00:00:00,CURRENT
A598236,DOG,HOUND,BLACK/TAN HOUND,L16-042002,LIC 3Y,HLP WEB,27.5,2016-08-28 00:00:00,2019-08-25 00:00:00,CURRENT
A593474,DOG,MASTIFF,BOXER,L16-040429,LIC UNALTERED,HLP WEB,60.5,2016-06-30 00:00:00,2017-06-30 00:00:00,RENEWED
A619283,DOG,MASTIFF,PIT BULL,,,,,,,
A486369,DOG,SETTER/RETRIEVE,FLAT COAT RETR,L17-025178,LIC ALTERED,VET,10.0,2017-02-10 00:00:00,2018-01-26 00:00:00,CURRENT
