animal_id,animal_type,breed_group,primary_breed,tag_no,tag_type,tag_subtype,price,tag_date,tag_exp,tag_stat
A477220,DOG,TOY,PUG,D13-032525,LIC ALTERED,VET,9.0,2012-09-27 00:00:00,2013-07-23 00:00:00,RENEWED
A620573,CAT,LONGHAIR,DOMESTIC MH,,,,,,,
A290167,DOG,COLLIE,AUST CATTLE DOG,L17-052106,LIC 3Y,MAIL,27.0,2017-10-16 00:00:00,2020-05-11 00:00:00,CURRENT
A579829,CAT,SHORTHAIR,DOMESTIC SH,L15-039313,LIC ALTERED,VET,9.0,2015-12-31 00:00:00,2016-10-12 00:00:00,CURRENT
A550584,DOG,HOUND,BEAGLE,R15-0518,RAB VAC CERT.,RESQ,0.0,2015-01-21 00:00:00,2016-01-21 00:00:00,CURRENT
A593287,DOG,TOY,LHASA APSO,L16-048298,LIC ALTERED,VET,10.5,2016-06-29 00:00:00,2017-04-22 00:00:00,CURRENT
A549710,DOG,SHEPHERD,GERM SHEPHERD,L15-014643,LIC ALTERED,VET,9.0,2015-05-15 00:00:00,2016-03-19 00:00:00,RENEWED
A632788,DOG,TOY,CHIHUAHUA SH,,,,,,,
A599111,CAT,LONGHAIR,DOMESTIC MH,L16-026619,LIC ALTERED,VET,10.0,2016-09-01 00:00:00,2017-07-06 00:00:00,CURRENT
A562127,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-026225,LIC ALTERED,VET,10.0,2016-04-26 00:00:00,2017-03-17 00:00:00,CURRENT
A632496,DOG,COLLIE,AUST CATTLE DOG,985113001503657,MICROCHIP ADO,HOME AGAIN,25.0,2017-12-27 00:00:00,2018-12-27 00:00:00,CURRENT
A524549,DOG,TOY,POMERANIAN,L16-001631,LIC UNALTERED,VET,60.0,2016-09-23 00:00:00,2017-06-09 00:00:00,CURRENT
A620450,CAT,SHORTHAIR,SIAMESE,982000407316863,MICROCHIP,HOME AGAIN,0.0,2017-06-23 00:00:00,2018-06-23 00:00:00,CURRENT
A628628,CAT,SHORTHAIR,DOMESTIC SH,985113001317596,MICROCHIP ADO,HOME AGAIN,25.0,2017-12-14 00:00:00,2018-12-14 00:00:00,CURRENT
A553430,DOG,MIX,MIX,L14-058016,LIC ALTERED,HLP SCAN,9.5,2015-02-13 00:00:00,2015-05-16 00:00:00,CURRENT
A299424,DOG,TOY,CHIHUAHUA SH,D10-070135,LIC ALTERED,VET,9.0,2012-03-27 00:00:00,2010-12-12 00:00:00,RENEWED
A591803,CAT,LONGHAIR,DOMESTIC LH,L17-031821,LIC ALTERED,HLP SCAN,10.0,2017-06-23 00:00:00,2018-04-06 00:00:00,CURRENT
A558447,CAT,SHORTHAIR,AMER SH,,,,,,,
A523335,DOG,TOY,YORKSHIRE TERR,L14-063468,LIC ALTERED,MAIL,9.0,2015-02-14 00:00:00,2015-06-04 00:00:00,RENEWED
A462032,CAT,SHORTHAIR,DOMESTIC SH,L17-034849,LIC ALTERED,VET,10.0,2017-10-10 00:00:00,2018-09-02 00:00:00,CURRENT
A511893,CAT,SHORTHAIR,DOMESTIC SH,L15-022642,LIC 3Y,COUNTER,24.0,2015-02-24 00:00:00,2018-02-24 00:00:00,CURRENT
A568724,DOG,TOY,CHIHUAHUA SH,985112006049751,MICROCHIP ADO,HOME AGAIN,25.0,2015-09-10 00:00:00,2016-09-10 00:00:00,CURRENT
A623263,DOG,SETTER/RETRIEVE,GREAT PYRENEES,9820004055448036,MICROCHIP,HOME AGAIN,0.0,2018-05-25 00:00:00,2019-05-25 00:00:00,CURRENT
A567205,DOG,TOY,CHIHUAHUA SH,L17-051577,LIC ALTERED,HLP SCAN,10.0,2017-11-27 00:00:00,2018-10-20 00:00:00,CURRENT
A613945,DOG,TOY,YORKSHIRE TERR,L17-017031,LIC ALTERED,HLP WEB,10.5,2017-03-27 00:00:00,2018-03-21 00:00:00,CURRENT
A628069,DOG,TOY,CHIHUAHUA SH,985113001276229,MICROCHIP ADO,HOME AGAIN,25.0,2017-10-22 00:00:00,2018-10-22 00:00:00,CURRENT
A389904,DOG,SETTER/RETRIEVE,LABRADOR RETR,D10-036787,LIC ALTERED,,9.0,2009-07-27 00:00:00,2010-07-27 00:00:00,RENEWED
A564464,DOG,SPITZ,SIBERIAN HUSKY,,,,,,,
A613531,CAT,SHORTHAIR,DOMESTIC SH,L17-026260,LIC 3YSR,MAIL,13.5,2017-03-24 00:00:00,2020-03-13 00:00:00,CURRENT
A591167,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A481664,DOG,TOY,SHIH TZU,L16-051266,LIC ALTERED,VET,10.0,2017-01-05 00:00:00,2017-12-23 00:00:00,CURRENT
A559988,DOG,SPANIEL,CAVALIER SPAN,U15-002686,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2016-04-29 00:00:00,CURRENT
A555682,DOG,POINTER,DOBERMAN PINSCH,L15-023203,LIC ALTERED,COUNTER,9.0,2015-06-02 00:00:00,2016-05-29 00:00:00,CURRENT
A625052,DOG,HOUND,BEAGLE,985113001193864,MICROCHIP ADO,HOME AGAIN,25.0,2017-12-22 00:00:00,2018-12-22 00:00:00,CURRENT
A596922,CAT,SHORTHAIR,DOMESTIC SH,RAB8939782,RABIES CERT,VET,0.0,2016-08-11 00:00:00,2017-05-03 00:00:00,CURRENT
A571957,DOG,TERRIER,TERRIER,RAB9930482,RABIES CERT,VET,0.0,2017-01-26 00:00:00,2016-12-05 00:00:00,CURRENT
A583416,DOG,TOY,CHIHUAHUA SH,L15-065045,LIC ALTERED,VET,9.0,2016-02-17 00:00:00,2016-12-16 00:00:00,RENEWED
A556915,DOG,TOY,YORKSHIRE TERR,,,,,,,
A584832,CAT,SHORTHAIR,DOMESTIC SH,U16-006800,RABIES CERT,HLP IMPORT,,2016-03-10 00:00:00,2017-02-06 00:00:00,RENEWED
A610305,DOG,SETTER/RETRIEVE,GOLDEN RETR,L17-015907,LIC ALTERED,HLP WEB,10.5,2017-02-11 00:00:00,2017-07-13 00:00:00,CURRENT
A614943,DOG,COLLIE,BORDER COLLIE,L17-012422,LIC ALTERED,ADOPT,10.0,2017-04-21 00:00:00,2018-04-19 00:00:00,CURRENT
A608386,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-024203,LIC ALTERED,VET,10.0,2017-01-19 00:00:00,2017-11-18 00:00:00,CURRENT
A461935,DOG,SETTER/RETRIEVE,ENG SETTER,L17-025065,LIC ALTERED,VET,10.0,2017-03-16 00:00:00,2018-02-17 00:00:00,CURRENT
A558271,DOG,TERRIER,CAIRN TERRIER,L16-042533,LIC ALTERED,HLP WEB,10.5,2016-09-25 00:00:00,2017-07-30 00:00:00,RENEWED
A579037,CAT,SHORTHAIR,EXOTIC SH,,,,,,,
A565316,CAT,SHORTHAIR,DOMESTIC SH,L15-056956,LIC ALTERED,VET,9.0,2015-07-08 00:00:00,2016-04-20 00:00:00,CURRENT
A258313,CAT,SHORTHAIR,DOMESTIC SH,C10-004299,LIC SR,,4.5,2009-02-04 00:00:00,2010-01-08 00:00:00,RENEWED
A588764,CAT,SHORTHAIR,SAVANNAH,,,,,,,
A550072,DOG,TERRIER,RAT TERRIER,U16-006103,RABIES CERT,HLP IMPORT,,2016-01-14 00:00:00,2018-12-14 00:00:00,CURRENT
A572483,DOG,TOY,CHIHUAHUA SH,L15-035687,LIC ALTERED,HLP SCAN,9.0,2015-09-25 00:00:00,2016-06-16 00:00:00,CURRENT
A571542,CAT,LONGHAIR,DOMESTIC MH,,,,,,,
A593179,DOG,HOUND,CATAHOULA,,,,,,,
A626323,DOG,TOY,YORKSHIRE TERR,U17-009523,RABIES CERT,HLP SCAN,,2017-09-29 00:00:00,2018-07-25 00:00:00,CURRENT
A570098,DOG,TOY,YORKSHIRE TERR,L17-003533,LIC ALTERED,VET,10.0,2017-11-13 00:00:00,2018-07-11 00:00:00,CURRENT
A590278,DOG,SETTER/RETRIEVE,GREAT PYRENEES,,,,,,,
A619225,CAT,SHORTHAIR,DOMESTIC SH,985113001038604,MICROCHIP ADO,HOME AGAIN,25.0,2017-06-09 00:00:00,2018-06-09 00:00:00,CURRENT
A628644,DOG,SPANIEL,BRITTANY,985112007743717,MICROCHIP,HLP WEB,0.0,2017-10-19 00:00:00,,CURRENT
A566135,DOG,SETTER/RETRIEVE,GOLDEN RETR,982000362116776,MICROCHIP,HLP WEB,0.0,2015-07-19 00:00:00,2016-07-19 00:00:00,DEAD
A560833,DOG,COLLIE,QUEENSLAND HEEL,L15-033108,LIC ALTERED,HLP SCAN,9.0,2015-05-16 00:00:00,2016-01-30 00:00:00,RENEWED
A580162,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-005027,LIC ALTERED,VET,10.0,2017-12-27 00:00:00,2018-06-02 00:00:00,CURRENT
A624675,DOG,MASTIFF,PIT BULL,L17-046982,LIC ALTERED,ADOPT,10.0,2017-11-29 00:00:00,2018-10-16 00:00:00,CURRENT
A567046,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A557634,DOG,TOY,CHIHUAHUA SH,985112005136834,MICROCHIP ADO,HOME AGAIN,25.0,2015-04-21 00:00:00,2016-04-21 00:00:00,CURRENT
A575460,DOG,SETTER/RETRIEVE,GREAT PYRENEES,985112006515590,MICROCHIP RTO,HOME AGAIN,25.0,2015-10-30 00:00:00,2016-10-30 00:00:00,CURRENT
A611936,DOG,MASTIFF,PIT BULL,985113000875058,MICROCHIP ADO,HOME AGAIN,25.0,2017-04-02 00:00:00,2018-04-02 00:00:00,CURRENT
A603440,CAT,SHORTHAIR,DOMESTIC SH,RAB8724589,RABIES CERT,VET,0.0,2016-11-02 00:00:00,2016-08-08 00:00:00,CURRENT
A622002,DOG,MASTIFF,PIT BULL,,,,,,,
A404955,CAT,SHORTHAIR,DOMESTIC SH,L14-007016,LIC SR,HLP SCAN,4.5,2015-03-18 00:00:00,2015-10-09 00:00:00,RENEWED
A604523,DOG,TERRIER,JACK RUSS TERR,,,,,,,
A396886,CAT,SHORTHAIR,DOMESTIC SH,C11-059592,LIC ALTERED,VET,9.0,2012-03-27 00:00:00,2011-07-20 00:00:00,CURRENT
A602139,DOG,MASTIFF,BULLMASTIFF,985112008103775,MICROCHIP RTO,HOME AGAIN,25.0,2017-06-12 00:00:00,2018-06-12 00:00:00,CURRENT
A610238,DOG,TOY,CHIHUAHUA SH,985112007891826,MICROCHIP,HOME AGAIN,0.0,2017-01-04 00:00:00,2018-01-04 00:00:00,CURRENT
A568594,DOG,TOY,SHIH TZU,L15-028035,LIC ALTERED,VET,9.0,2015-08-13 00:00:00,2016-07-02 00:00:00,RENEWED
A566561,CAT,SHORTHAIR,DOMESTIC SH,L15-056850,LIC ALTERED,VET,9.0,2015-07-26 00:00:00,2016-02-27 00:00:00,CURRENT
A572369,DOG,MASTIFF,MASTIFF,985112006320546,MICROCHIP ADO,HOME AGAIN,25.0,2015-12-02 00:00:00,2016-12-02 00:00:00,CURRENT
A621213,DOG,SPANIEL,CAVALIER SPAN,L17-019673,LIC ALTERED,HLP WEB,10.5,2017-07-05 00:00:00,2018-04-20 00:00:00,CURRENT
A597697,CAT,SHORTHAIR,DOMESTIC SH,L16-007084,LIC ALTERED,VET,10.0,2016-08-19 00:00:00,2017-04-09 00:00:00,CURRENT
A552192,DOG,MASTIFF,PIT BULL,L15-056041,LIC ALTERED,ADOPT,9.0,2015-02-13 00:00:00,2016-02-11 00:00:00,MOVED JEFF
A593855,DOG,MASTIFF,BOXER,,,,,,,
A586405,DOG,MASTIFF,PIT BULL,985112007303511,MICROCHIP ADO,HOME AGAIN,25.0,2016-04-24 00:00:00,2017-04-24 00:00:00,CURRENT
A578316,DOG,,UNKNOWN,L16-02VOID0641,RAB VAC CERT.,HLP IMPORT,0.0,2015-12-10 00:00:00,2016-08-29 00:00:00,CURRENT
A576666,CAT,LONGHAIR,MAINE COON,985112006315357,MICROCHIP ADO,HOME AGAIN,25.0,2015-12-06 00:00:00,2016-12-06 00:00:00,CURRENT
A564921,RABBIT,RABBIT,RABBIT SH,985112006052290,MICROCHIP ADO,HOME AGAIN,25.0,2015-09-17 00:00:00,2016-09-17 00:00:00,CURRENT
A568735,DOG,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A626731,DOG,MASTIFF,PIT BULL,L17-027586,LIC ALTERED,HLP SCAN,10.0,2017-09-28 00:00:00,2018-05-18 00:00:00,CURRENT
A514193,DOG,MASTIFF,PIT BULL,L14-001201,LIC UNALTERED,COUNTER,50.0,2014-01-06 00:00:00,2015-01-06 00:00:00,RENEWED
A607335,DOG,TOY,PEKINGESE,,,,,,,
A590447,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A566777,DOG,SPITZ,SIBERIAN HUSKY,L17-029446,LIC ALTERED,HLP SCAN,10.0,2017-08-05 00:00:00,2018-07-03 00:00:00,CURRENT
A620408,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A561628,CAT,SHORTHAIR,DOMESTIC SH,900074001668727,MICROCHIP,HLP WEB,0.0,2015-05-26 00:00:00,,CURRENT
A601026,CAT,LONGHAIR,DOMESTIC LH,L17-028352,LIC 3Y,HLP SCAN,27.0,2017-08-14 00:00:00,2020-06-10 00:00:00,CURRENT
A557667,DOG,SPANIEL,COCKER SPAN,982000356263946,MICROCHIP,HLP WEB,0.0,2015-04-11 00:00:00,,CURRENT
A562828,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-004397,LIC 3Y,VET,27.0,2016-12-13 00:00:00,2019-10-15 00:00:00,CURRENT
A588193,DOG,HOUND,BEAGLE,L17-043584,LIC ALTERED,HLP SCAN,10.0,2017-03-28 00:00:00,2018-02-18 00:00:00,CURRENT
A571772,DOG,TOY,CHIHUAHUA SH,L17-053846,LIC MULTIPLE,COUNTER,9.0,2017-10-30 00:00:00,2018-09-04 00:00:00,CURRENT
A616731,DOG,TERRIER,CAIRN TERRIER,,,,,,,
A561157,DOG,,,U15-002880,RABIES CERT,HLP SCAN,,2015-05-22 00:00:00,2016-04-12 00:00:00,CURRENT
A011647,CAT,SHORTHAIR,DOMESTIC SH,C12-040241,LIC ALTERED,MAIL,9.0,2011-08-18 00:00:00,2012-08-09 00:00:00,RENEWED
A630879,DOG,HOUND,BEAGLE,L17-022956,LIC ALTERED,HLP WEB,10.5,2017-11-26 00:00:00,2018-10-16 00:00:00,CURRENT
A611156,CAT,SHORTHAIR,DOMESTIC SH,L17-023487,LIC ALTERED,HLP WEB,10.5,2017-12-20 00:00:00,2018-12-06 00:00:00,CURRENT
A563366,DOG,SETTER/RETRIEVE,LABRADOR RETR,982000197013931,MICROCHIP,HLP WEB,0.0,2015-06-17 00:00:00,,CURRENT
A602335,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-020464,LIC ALTERED,HLP WEB,10.5,2017-08-04 00:00:00,2018-08-04 00:00:00,CURRENT
A567760,DOG,MASTIFF,AMER BULLDOG,L16-038616,LIC ALTERED,HLP WEB,10.5,2016-04-26 00:00:00,2017-04-26 00:00:00,CURRENT
A570186,DOG,,,L17-051068,LIC ALTERED,MAIL,10.0,2017-10-12 00:00:00,2018-09-25 00:00:00,CURRENT
A594891,DOG,SPANIEL,COCKER SPAN,R16-3236,RAB VAC CERT.,RESQ,0.0,2016-08-17 00:00:00,2017-08-17 00:00:00,CURRENT
A526852,DOG,COLLIE,AUST SHEPHERD,U14-001673,RABIES CERT,HLP SCAN,,2014-05-20 00:00:00,2015-04-03 00:00:00,CURRENT
A551384,DOG,POINTER,WEIMARANER,4C36396447,MICROCHIP,HLP SCAN,0.0,2015-01-26 00:00:00,,CURRENT
A627768,DOG,HOUND,BEAGLE,L17-040365,LIC ALTERED,VET,10.0,2017-10-09 00:00:00,2018-05-02 00:00:00,CURRENT
A625654,CAT,SHORTHAIR,DOMESTIC SH,985113001191299,MICROCHIP ADO,HOME AGAIN,25.0,2017-09-25 00:00:00,2018-09-25 00:00:00,CURRENT
A613944,DOG,COLLIE,AUST CATTLE DOG,L17-021250,LIC 3Y,HLP WEB,27.5,2017-09-07 00:00:00,2020-08-10 00:00:00,CURRENT
A571858,CAT,SHORTHAIR,DOMESTIC SH,RAB46912,RAB VAC CERT.,VET,0.0,2017-06-08 00:00:00,2017-05-20 00:00:00,CURRENT
A581712,CAT,LONGHAIR,RAGDOLL,L16-030816,LIC ALTERED,VET,10.0,2016-11-30 00:00:00,2017-10-21 00:00:00,RENEWED
A609434,DOG,MASTIFF,PIT BULL,,,,,,,
A586617,DOG,TERRIER,RAT TERRIER,L16-048305,LIC ALTERED,VET,9.0,2016-04-06 00:00:00,2017-01-11 00:00:00,CURRENT
A632089,DOG,MASTIFF,CANE CORSO,985113001463511,MICROCHIP ADO,HOME AGAIN,25.0,2017-12-12 00:00:00,2018-12-12 00:00:00,CURRENT
A566750,DOG,MASTIFF,PIT BULL,,,,,,,
A596482,DOG,SHEPHERD,GERM SHEPHERD,,,,,,,
A578351,DOG,TOY,POMERANIAN,985121006505736,MICROCHIP,HOME AGAIN,0.0,2010-03-12 00:00:00,2011-03-12 00:00:00,CURRENT
A627185,DOG,MASTIFF,BOXER,L17-011850,LIC ALTERED,HLP SCAN,10.0,2017-09-29 00:00:00,2018-05-16 00:00:00,CURRENT
A619037,DOG,SPITZ,AKITA,L17-036899,LIC ALTERED,HLP SCAN,10.0,2017-05-23 00:00:00,2018-04-17 00:00:00,RENEWED
A553482,DOG,POINTER,POINTER,L14-058173,LIC ALTERED,HLP SCAN,9.5,2015-02-13 00:00:00,2015-06-20 00:00:00,RENEWED
A569538,DOG,TOY,CHIHUAHUA SH,L16-006913,LIC ALTERED,VET,10.0,2016-06-09 00:00:00,2017-05-03 00:00:00,RENEWED
A559252,DOG,MASTIFF,BULLDOG,L15-044588,LIC ALTERED,HLP SCAN,9.0,2015-05-01 00:00:00,2016-01-12 00:00:00,RENEWED
A616240,DOG,TERRIER,MIN PINSCHER,L17-017876,LIC ALTERED,HLP WEB,10.5,2017-04-26 00:00:00,2017-09-16 00:00:00,CURRENT
A569275,DOG,TOY,SHIH TZU,U15-003526,RABIES CERT,HLP SCAN,,2015-08-25 00:00:00,2016-07-06 00:00:00,RENEWED
A592717,CAT,SHORTHAIR,DOMESTIC SH,L16-000672,LIC ALTERED,HLP SCAN,10.0,2016-06-13 00:00:00,2017-05-11 00:00:00,RENEWED
A536413,DOG,TOY,YORKSHIRE TERR,L16-029644,LIC ALTERED,HLP SCAN,10.0,2016-05-11 00:00:00,2017-04-02 00:00:00,CURRENT
A207662,DOG,SETTER/RETRIEVE,GOLDEN RETR,D13-018827,LIC ALTERED,MAIL,9.0,2012-02-07 00:00:00,2013-01-20 00:00:00,RENEWED
A569546,DOG,SIGHTHOUND,IRISH WOLFHOUND,L15-016553,LIC ALTERED,VET,9.0,2015-08-27 00:00:00,2016-02-02 00:00:00,RENEWED
A572607,DOG,SETTER/RETRIEVE,LABRADOR RETR,L16-042330,LIC 3Y,HLP WEB,27.5,2016-09-13 00:00:00,2019-09-02 00:00:00,CURRENT
A588173,CAT,SHORTHAIR,DOMESTIC SH,L16-056367,LIC ALTERED,HLP SCAN,10.0,2016-04-22 00:00:00,2017-03-18 00:00:00,RENEWED
A552996,DOG,SPANIEL,COCKER SPAN,U15-000964,RABIES CERT,HLP SCAN,,2015-02-12 00:00:00,2016-01-05 00:00:00,CURRENT
A626508,DOG,TOY,CHIHUAHUA SH,L17-000528,LIC UNALTERED,HLP SCAN,60.0,2017-09-28 00:00:00,2018-07-19 00:00:00,CURRENT
A620095,DOG,TOY,DACHSHUND,L17-019163,LIC ALTERED,HLP WEB,10.5,2017-06-15 00:00:00,2018-04-10 00:00:00,CURRENT
A561139,DOG,,,U15-002846,RABIES CERT,HLP SCAN,,2015-05-22 00:00:00,2016-04-16 00:00:00,CURRENT
A460601,CAT,SHORTHAIR,DOMESTIC SH,L16-024118,LIC ALTERED,VET,10.0,2016-11-16 00:00:00,2017-10-26 00:00:00,RENEWED
A282501,DOG,TOY,YORKSHIRE TERR,D11-070477,LIC ALTERED,,9.0,2010-08-05 00:00:00,2011-07-19 00:00:00,RENEWED
A589569,DOG,TOY,CHIHUAHUA SH,U17-009324,RABIES CERT,HLP SCAN,,2017-08-07 00:00:00,2018-04-29 00:00:00,CURRENT
A555524,DOG,TERRIER,TERRIER,L15-042207,LIC ALTERED,HLP SCAN,9.5,2015-03-04 00:00:00,2016-02-09 00:00:00,RENEWED
A602112,DOG,SHEPHERD,GERM SHEPHERD,L16-006403,LIC ALTERED,ADOPT,10.0,2016-10-23 00:00:00,2017-10-20 00:00:00,CURRENT
A562310,DOG,,SMOOTH HAIRED D,U15-002999,RABIES CERT,HLP IMPORT,,2015-06-05 00:00:00,2018-05-08 00:00:00,CURRENT
A577864,DOG,SPANIEL,ENG SPRNGR SPAN,L16-033042,LIC 3Y,HLP SCAN,27.0,2016-11-08 00:00:00,2019-09-20 00:00:00,CURRENT
A627501,DOG,TERRIER,CAIRN TERRIER,L17-047753,LIC ALTERED,ADOPT,10.0,2017-10-10 00:00:00,2018-10-09 00:00:00,CURRENT
A563102,CAT,SHORTHAIR,DOMESTIC SH,985112005220142,MICROCHIP ADO,HOME AGAIN,25.0,2015-07-23 00:00:00,2016-07-23 00:00:00,CURRENT
A537958,CAT,SHORTHAIR,DOMESTIC SH,L14-054220,LIC ALTERED,HLP SCAN,9.0,2014-09-22 00:00:00,2015-08-19 00:00:00,RENEWED
A599113,CAT,SHORTHAIR,DOMESTIC SH,RAB8724610,RABIES CERT,VET,0.0,2016-09-01 00:00:00,2017-07-13 00:00:00,CURRENT
A602825,DOG,TERRIER,TIBETAN TERR,L17-051135,LIC ALTERED,MAIL,10.0,2017-10-11 00:00:00,2018-09-22 00:00:00,CURRENT
A566329,DOG,SPANIEL,ENG COCKER SPAN,L15-023634,LIC ALTERED,ADOPT,9.0,2015-07-28 00:00:00,2016-07-27 00:00:00,RENEWED
A068213,CAT,SHORTHAIR,DOMESTIC SH,C06-006175,LIC ALTERED,,7.0,2005-05-12 00:00:00,2006-03-27 00:00:00,RENEWED
A499881,DOG,POINTER,GERM SH POINT,D14-015759,LIC ALTERED,VET,9.0,2013-09-12 00:00:00,2014-08-19 00:00:00,RENEWED
A526852,DOG,COLLIE,AUST SHEPHERD,985112005217205,MICROCHIP ADO,HOME AGAIN,25.0,2015-06-23 00:00:00,2016-06-23 00:00:00,CURRENT
A587983,DOG,TOY,DACHSHUND,L17-040113,LIC ALTERED,VET,10.0,2017-03-28 00:00:00,2018-02-14 00:00:00,CURRENT
A588803,DOG,TOY,MALTESE,L16-038747,LIC ALTERED,HLP WEB,10.5,2016-05-01 00:00:00,2017-04-18 00:00:00,CURRENT
A572837,DOG,SHEPHERD,GERM SHEPHERD,L16-037786,LIC ALTERED,HLP WEB,10.5,2016-03-31 00:00:00,2017-03-18 00:00:00,RENEWED
A481667,DOG,HOUND,BEAGLE,D13032895,LIC SR,VET,4.5,2012-12-11 00:00:00,2013-09-10 00:00:00,RENEWED
A597520,DOG,TERRIER,SCHNAUZER GIANT,L16-041793,LIC ALTERED,HLP WEB,10.5,2016-08-17 00:00:00,2017-04-20 00:00:00,CURRENT
A451099,DOG,SETTER/RETRIEVE,GOLDEN RETR,L15-037719,LIC SR,VET,5.0,2016-07-01 00:00:00,2016-11-06 00:00:00,CURRENT
A185063,DOG,TOY,YORKSHIRE TERR,D13-039143,LIC ALTERED,VET,9.0,2012-11-07 00:00:00,2013-06-20 00:00:00,RENEWED
A552493,CAT,SHORTHAIR,DOMESTIC SH,U15-000831,RABIES CERT,HLP IMPORT,,2015-02-05 00:00:00,2016-01-20 00:00:00,RENEWED
A614193,CAT,LONGHAIR,DOMESTIC MH,L17-041318,LIC ALTERED,VET,10.0,2017-03-30 00:00:00,2018-01-31 00:00:00,CURRENT
A628167,DOG,TOY,CHIHUAHUA SH,985113001276035,MICROCHIP ADO,HOME AGAIN,25.0,2017-11-08 00:00:00,2018-11-08 00:00:00,CURRENT
A563714,DOG,SPITZ,AKITA,,,,,,,
A616717,DOG,COLLIE,AUST SHEPHERD,,,,,,,
A616555,RABBIT,RABBIT,RABBIT SH,,,,,,,
A614939,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A561101,DOG,TERRIER,MIN PINSCHER,U15-002765,RABIES CERT,HLP SCAN,,2015-05-22 00:00:00,2016-04-14 00:00:00,CURRENT
A577174,DOG,MASTIFF,BOXER,L15-008220,LIC ALTERED,HLP WEB,9.5,2015-11-21 00:00:00,2016-11-21 00:00:00,RENEWED
A559190,DOG,SHEPHERD,GERM SHEPHERD,482A26704C,MICROCHIP,HLP SCAN,0.0,2015-05-01 00:00:00,,CURRENT
A577657,CAT,SHORTHAIR,DOMESTIC SH,U15-45036,RAB VAC CERT.,VET,0.0,2015-12-04 00:00:00,2016-11-11 00:00:00,CURRENT
A590105,DOG,SETTER/RETRIEVE,LABRADOR RETR,RAB-45636,RAB VAC CERT.,VET,0.0,2016-05-12 00:00:00,2017-04-16 00:00:00,RENEWED
A556483,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A562341,DOG,SETTER/RETRIEVE,GOLDEN RETR,U15-003046,RABIES CERT,HLP IMPORT,,2015-06-05 00:00:00,2016-05-12 00:00:00,CURRENT
A559647,DOG,MASTIFF,ROTTWEILER,U15-002177,RABIES CERT,HLP IMPORT,,2015-05-07 00:00:00,2016-03-18 00:00:00,CURRENT
A609522,DOG,MASTIFF,PIT BULL,L17-022389,LIC UNALTERED,HLP WEB,60.5,2017-10-27 00:00:00,2018-09-20 00:00:00,CURRENT
A607452,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A602373,CAT,SHORTHAIR,DOMESTIC SH,L16-047994,REJECT,HLP SCAN,0.0,2016-10-14 00:00:00,2017-09-26 00:00:00,CURRENT
A564666,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A598996,DOG,TOY,SHIH TZU,U17-009629,RABIES CERT,HLP SCAN,,2017-11-28 00:00:00,2018-09-21 00:00:00,CURRENT
A553804,DOG,TOY,PUG,L15-019608,LIC ALTERED,COUNTER,9.0,2015-03-11 00:00:00,2016-03-09 00:00:00,CURRENT
A572193,DOG,TOY,DACHSHUND,U15-004521,RABIES CERT,HLP IMPORT,,2015-09-24 00:00:00,2018-07-15 00:00:00,CURRENT
A539132,DOG,TOY,YORKSHIRE TERR,L17-018334,LIC SR,HLP WEB,5.5,2017-05-13 00:00:00,2018-05-12 00:00:00,CURRENT
A577157,DOG,TOY,YORKSHIRE TERR,,,,,,,
A598061,DOG,SETTER/RETRIEVE,LABRADOR RETR,R16-2032,RAB VAC CERT.,RESQ,0.0,2016-09-01 00:00:00,2017-08-30 00:00:00,CURRENT
A607959,CAT,LONGHAIR,DOMESTIC MH,985113000788380,MICROCHIP ADO,HOME AGAIN,25.0,2017-01-14 00:00:00,2018-01-14 00:00:00,CURRENT
A560970,DOG,HOUND,BLACK/TAN HOUND,982000357850484,MICROCHIP,PET WATCH,0.0,2015-05-21 00:00:00,2016-05-21 00:00:00,CURRENT
A538273,DOG,TOY,CHIHUAHUA SH,985112005998453,MICROCHIP,HLP WEB,0.0,2016-01-30 00:00:00,,CURRENT
A562043,DOG,TOY,CHIHUAHUA SH,982000363901404,MICROCHIP,HLP WEB,0.0,2016-03-15 00:00:00,,CURRENT
A555486,CAT,SHORTHAIR,DOMESTIC SH,L15-001027,LIC ALTERED,HLP WEB,9.5,2015-03-03 00:00:00,2016-01-09 00:00:00,RENEWED
A527844,CAT,SHORTHAIR,DOMESTIC SH,L14-012829,LIC ALTERED,ADOPT,9.0,2014-07-10 00:00:00,2015-06-06 00:00:00,CURRENT
A552058,DOG,MIX,MIX,L15-033467,LIC ALTERED,HLP SCAN,9.0,2015-06-22 00:00:00,2016-04-21 00:00:00,RENEWED
