ï»¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃ©ro-de-MinistÃ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,2796.47
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,1680.31
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,5976.3
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1221,Voice communications equipment,48265.99
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1222,"Data(message/text, & computer)comm.equip",9061.52
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1223,Image/video equipment,6141.44
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1225,Telecommunication equipment parts,26585.28
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1226,Computer equip.-large/med.mainframe-mini,48879.0
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,3978.0
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,3387.0
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1227,Computer equip.small-desktop/pers./port.,508824.83
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1228,Computer software,2172.45
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1228,Computer software,695574.04
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1229,Computer equipment parts,364.98
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1229,Computer equipment parts,90990.4
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",11839.69
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",5548.52
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",8333.86
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",22932.79
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1231,"Off.furn.&furnish.,incl. parts",380664.45
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,539.44
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,69.94
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1239,Other office equipment and parts,7011.79
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1261,Road motor vehicles,236905.25
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1263,Road motor vehicles parts,1249.95
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1263,Road motor vehicles parts,200.0
2009/2010,1,Atlantic Canada Opportunities Agency,23,Atlantic Canada Opportunities Agency,1263,Road motor vehicles parts,6895.49
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,17500.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,19500.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,23594.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1211,Special industry machinery,107461.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",116.5
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",17868.72
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",519.09
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",5659.29
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",47170.79
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",64945.18
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",3899.25
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",122143.66
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",135753.17
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",50.97
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1212,"Tools, and implements",1077.95
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,80759.8
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,11043.77
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,660506.25
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,126258.24
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,180768.29
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,1223037.3
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,201138.36
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,587550.52
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,160432.96
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,1076202.72
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1219,Other machinery and parts,460588.87
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1221,Voice communications equipment,9249.83
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",7309.67
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",108438.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",8144.18
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",187828.57
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",73.17
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",423.82
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",683.28
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",1902.47
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",48488.54
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",47543.53
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",4139.97
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",23686.35
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",10201.98
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",9998.09
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1222,"Data(message/text, & computer)comm.equip",3539.55
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,689219.0
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,151815.8
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,39.96
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,5177.97
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,33743.6
2009/2010,2,Agriculture and Agri-Food,1,Agriculture and Agri-Food,1223,Image/video equipment,12665.91
