ï»¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃ©ro-de-MinistÃ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,230071
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,9224
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,164505
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1261,Road motor vehicles,1837
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1263,Road motor vehicles parts,2035
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,15440
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",12236
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,593
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,649
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,14042
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",94
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,2893
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",2866
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1241,"Plumbing equipment & fittings,incl parts",113
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",175
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,14017
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,3376
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",311724
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,1434089
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1223,Image/Video Communications Equip,208363
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1231,"Off.furn.&furnish.,incl. parts",1449815
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1239,Other office equipment and parts,90210
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1241,"Plumbing equipment & fittings,incl parts",356076
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",793713
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,10422819
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1245,Safety & sanitat.equipment and parts,215356
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1249,Other equipment and parts,657190
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1256,Ships and boats,3961
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1261,Road motor vehicles,21943
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1263,Road motor vehicles parts,123278
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1264,Other vehicles,147458
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1267,"Misc. vehic. parts, incl tires & tubes",155593
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1282,Computer Equip Prod and Ops envir,4628516
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,1821246
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1284,Client Software DCE,33484
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,1245272
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1286,Server OS and Utility Software,110733
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1289,Comm/networking Equipment,129402
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1291,Image/Video comm software,7885
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1212,"Tools, and implements",744
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1219,Other machinery and parts,125648
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1242,"Elec.lighting,distr.&contr.equip.& parts",6601
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1243,Meas.contr.lab.med.&opt.instr.& parts,4922169
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1283,Computer Equip DCE desktop/pers/portable,194
2018/2019,2,Agriculture and Agri-Food,1,Department of Agriculture and Agri-Food,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,92476
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,1055931
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1223,Image/Video Communications Equip,16861
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,200348
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1289,Comm/networking Equipment,12502
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1261,Road motor vehicles,48870
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1212,"Tools, and implements",14963
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1223,Image/Video Communications Equip,6938
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1231,"Off.furn.&furnish.,incl. parts",168215
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1239,Other office equipment and parts,15903
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",2687
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1243,Meas.contr.lab.med.&opt.instr.& parts,694009
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1249,Other equipment and parts,57488
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1282,Computer Equip Prod and Ops envir,5317
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1283,Computer Equip DCE desktop/pers/portable,143790
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1284,Client Software DCE,16302
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,12696
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1286,Server OS and Utility Software,264
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1287,Networking Software,156
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1289,Comm/networking Equipment,39936
2018/2019,2,Agriculture and Agri-Food,133,Canadian Grain Commission,1291,Image/Video comm software,8075
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1249,Other equipment and parts,222372
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1223,Image/Video Communications Equip,63857
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1282,Computer Equip Prod and Ops envir,748000
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1289,Comm/networking Equipment,251770
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,2101431
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1239,Other office equipment and parts,867632
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1261,Road motor vehicles,236976
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1231,"Off.furn.&furnish.,incl. parts",4799427
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1239,Other office equipment and parts,210632
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1249,Other equipment and parts,1847966
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1261,Road motor vehicles,10209
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1267,"Misc. vehic. parts, incl tires & tubes",3800
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1282,Computer Equip Prod and Ops envir,331323
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1283,Computer Equip DCE desktop/pers/portable,33765034
2018/2019,3,National Revenue,130,Canada Revenue Agency (Agency Activities),1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,4566084
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1299,Acq machinery/equip-Realloc capital exp,25984
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1299,Acq machinery/equip-Realloc capital exp,53998
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1299,Acq machinery/equip-Realloc capital exp,5000
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1299,Acq machinery/equip-Realloc capital exp,48886
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1223,Image/Video Communications Equip,64
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1231,"Off.furn.&furnish.,incl. parts",244
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1223,Image/Video Communications Equip,122022
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1231,"Off.furn.&furnish.,incl. parts",130279
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1239,Other office equipment and parts,44976
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1245,Safety & sanitat.equipment and parts,287147
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1261,Road motor vehicles,48886
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1263,Road motor vehicles parts,451
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1282,Computer Equip Prod and Ops envir,56978
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1283,Computer Equip DCE desktop/pers/portable,829040
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1284,Client Software DCE,1903
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,27409
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1286,Server OS and Utility Software,102183
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1287,Networking Software,7787
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1289,Comm/networking Equipment,315000
2018/2019,4,Canadian Heritage,16,Canadian Radio-television and Telecommunications Commission,1299,Acq machinery/equip-Realloc capital exp,-133868
2018/2019,4,Canadian Heritage,39,National Film Board,1219,Other machinery and parts,63791
2018/2019,4,Canadian Heritage,39,National Film Board,1282,Computer Equip Prod and Ops envir,38853
2018/2019,4,Canadian Heritage,39,National Film Board,1289,Comm/networking Equipment,330711
2018/2019,4,Canadian Heritage,39,National Film Board,1231,"Off.furn.&furnish.,incl. parts",19460
2018/2019,4,Canadian Heritage,39,National Film Board,1231,"Off.furn.&furnish.,incl. parts",19803
2018/2019,4,Canadian Heritage,39,National Film Board,1282,Computer Equip Prod and Ops envir,160529
2018/2019,4,Canadian Heritage,39,National Film Board,1283,Computer Equip DCE desktop/pers/portable,359446
2018/2019,4,Canadian Heritage,39,National Film Board,1284,Client Software DCE,128371
2018/2019,4,Canadian Heritage,39,National Film Board,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,95752
2018/2019,4,Canadian Heritage,39,National Film Board,1286,Server OS and Utility Software,10081
2018/2019,4,Canadian Heritage,39,National Film Board,1287,Networking Software,116626
2018/2019,4,Canadian Heritage,39,National Film Board,1289,Comm/networking Equipment,115709
2018/2019,4,Canadian Heritage,39,National Film Board,1291,Image/Video comm software,34933
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1219,Other machinery and parts,6345
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1249,Other equipment and parts,71203
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1211,Special industry machinery,3682
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1219,Other machinery and parts,108927
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1249,Other equipment and parts,17721
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1239,Other office equipment and parts,44800
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1261,Road motor vehicles,36934
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",2555
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1245,Safety & sanitat.equipment and parts,4863
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1267,"Misc. vehic. parts, incl tires & tubes",1568
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1283,Computer Equip DCE desktop/pers/portable,3283
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1223,Image/Video Communications Equip,1936
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1241,"Plumbing equipment & fittings,incl parts",3239
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",22178
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1245,Safety & sanitat.equipment and parts,3943
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1267,"Misc. vehic. parts, incl tires & tubes",5431
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1283,Computer Equip DCE desktop/pers/portable,22736
2018/2019,4,Canadian Heritage,102,National Battlefields Commission,1284,Client Software DCE,11185
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1249,Other equipment and parts,151318
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1282,Computer Equip Prod and Ops envir,21736
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1231,"Off.furn.&furnish.,incl. parts",37021
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1261,Road motor vehicles,30340
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1264,Other vehicles,12700
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1231,"Off.furn.&furnish.,incl. parts",24
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1212,"Tools, and implements",3390
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1219,Other machinery and parts,423
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1223,Image/Video Communications Equip,94536
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1231,"Off.furn.&furnish.,incl. parts",534876
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1239,Other office equipment and parts,37639
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1241,"Plumbing equipment & fittings,incl parts",673
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1242,"Elec.lighting,distr.&contr.equip.& parts",95377
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1243,Meas.contr.lab.med.&opt.instr.& parts,43414
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1245,Safety & sanitat.equipment and parts,228856
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1249,Other equipment and parts,30418
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1263,Road motor vehicles parts,5927
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1267,"Misc. vehic. parts, incl tires & tubes",291
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1283,Computer Equip DCE desktop/pers/portable,1242090
2018/2019,4,Canadian Heritage,135,Canadian Heritage,1289,Comm/networking Equipment,361347
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1283,Computer Equip DCE desktop/pers/portable,157696
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1223,Image/Video Communications Equip,306962
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1249,Other equipment and parts,308533
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1212,"Tools, and implements",46
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1219,Other machinery and parts,21430
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1223,Image/Video Communications Equip,62727
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1231,"Off.furn.&furnish.,incl. parts",244519
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1239,Other office equipment and parts,30503
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1242,"Elec.lighting,distr.&contr.equip.& parts",165
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1243,Meas.contr.lab.med.&opt.instr.& parts,2460
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1245,Safety & sanitat.equipment and parts,50743
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1246,"Other furn.&fixt., incl. parts",21031
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1249,Other equipment and parts,39678
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1282,Computer Equip Prod and Ops envir,16972
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1283,Computer Equip DCE desktop/pers/portable,917374
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1284,Client Software DCE,226149
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,286615
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1289,Comm/networking Equipment,315867
2018/2019,4,Canadian Heritage,145,Library and Archives of Canada,1284,Client Software DCE,1841
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1231,"Off.furn.&furnish.,incl. parts",968
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1223,Image/Video Communications Equip,946935
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1231,"Off.furn.&furnish.,incl. parts",1153096
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1239,Other office equipment and parts,31624
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1245,Safety & sanitat.equipment and parts,4854
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1249,Other equipment and parts,31642
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1282,Computer Equip Prod and Ops envir,53430
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1283,Computer Equip DCE desktop/pers/portable,1687788
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1284,Client Software DCE,670
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,32690
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1286,Server OS and Utility Software,15941
2018/2019,5,"Immigration, Refugees and Citizenship",32,Immigration and Refugee Board of Canada,1289,Comm/networking Equipment,40872
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1245,Safety & sanitat.equipment and parts,164109
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1223,Image/Video Communications Equip,383195
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1284,Client Software DCE,54622
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1239,Other office equipment and parts,41036
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1261,Road motor vehicles,132643
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1223,Image/Video Communications Equip,51228
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1231,"Off.furn.&furnish.,incl. parts",129696
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1239,Other office equipment and parts,15295
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1242,"Elec.lighting,distr.&contr.equip.& parts",8186
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1243,Meas.contr.lab.med.&opt.instr.& parts,689
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1245,Safety & sanitat.equipment and parts,24
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1246,"Other furn.&fixt., incl. parts",554
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1249,Other equipment and parts,-24
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1282,Computer Equip Prod and Ops envir,297
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1283,Computer Equip DCE desktop/pers/portable,1756896
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1284,Client Software DCE,5463931
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,8857
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1289,Comm/networking Equipment,59583
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1219,Other machinery and parts,826
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1223,Image/Video Communications Equip,3319098
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1231,"Off.furn.&furnish.,incl. parts",1610555
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1239,Other office equipment and parts,135267
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1242,"Elec.lighting,distr.&contr.equip.& parts",6835
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1243,Meas.contr.lab.med.&opt.instr.& parts,1874
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1245,Safety & sanitat.equipment and parts,238068
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1246,"Other furn.&fixt., incl. parts",10397
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1249,Other equipment and parts,75432
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1263,Road motor vehicles parts,6646
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1267,"Misc. vehic. parts, incl tires & tubes",1792
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1282,Computer Equip Prod and Ops envir,27726
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1283,Computer Equip DCE desktop/pers/portable,6550303
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1284,Client Software DCE,765086
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1285,Aplicatn SW&Devlpmnt&Delivery Applicatn,65173
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1287,Networking Software,38120
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1289,Comm/networking Equipment,606519
2018/2019,5,"Immigration, Refugees and Citizenship",50,Citizenship and Immigration,1291,Image/Video comm software,91
2018/2019,6,Environment and Climate Change,7,Environment,1261,Road motor vehicles,432107
