Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,19.01.2018,16.02.2018,GPC01180000136,11.16
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,11.01.2018,16.02.2018,GPC01180000137,24.33
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU AMAZON.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,11.01.2018,16.02.2018,GPC01180000138,41.65
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU AMAZON.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,11.01.2018,16.02.2018,GPC01180000139,41.65
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU AMAZON.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,11.01.2018,16.02.2018,GPC01180000140,70.00
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Environmental Services Technical Equipment ,10.01.2018,16.02.2018,GPC01180000141,9.90
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON EU AMAZON.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,09.01.2018,16.02.2018,GPC01180000142,70.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ARGOS.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,09.01.2018,16.02.2018,GPC01180000143,65.96
Stockport MBC,Services to People,Childrens & Educational Services,WWW.RADIO-SOLUTION.CO.,Furniture and Equipment,Environmental Services Technical Equipment ,10.01.2018,16.02.2018,GPC01180000144,399.96
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Furniture and Equipment,Furniture & Soft Furnishings  ,29.01.2018,16.02.2018,GPC01180000145,8.00
Stockport MBC,Services to People,Childrens & Educational Services,THE POST OFFICE,Office Expenses,Mail Services   ,26.01.2018,16.02.2018,GPC01180000146,31.98
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK MARKETPLACE,Furniture and Equipment,Furniture & Soft Furnishings  ,14.01.2018,16.02.2018,GPC01180000147,14.99
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TEACHIT.CO.UK,Library Equipment,Education Library Books ,09.01.2018,16.02.2018,GPC01180000148,30.00
Stockport MBC,Services to People,Childrens & Educational Services,LIFE LEISURE,Fees and Charges,Education  ,19.01.2018,16.02.2018,GPC01180000149,25.00
Stockport MBC,Services to People,Childrens & Educational Services,EB  SPECIAL EDUCATIONA,Staff Training,Human Resources  ,19.01.2018,16.02.2018,GPC01180000150,200.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44027550,Care Payments,Social Community Care Supplies & Services  ,19.01.2018,16.02.2018,GPC01180000151,63.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,18.01.2018,16.02.2018,GPC01180000152,12.95
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Staff Training,Human Resources  ,18.01.2018,16.02.2018,GPC01180000153,41.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Staff Training,Human Resources  ,18.01.2018,16.02.2018,GPC01180000154,-39.50
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM FVVRLY       0,Care Payments,Social Community Care Supplies & Services  ,17.01.2018,16.02.2018,GPC01180000155,471.96
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,17.01.2018,16.02.2018,GPC01180000156,-39.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44029490,Third party payments - Private/Voluntary Sector,Social Community Care Supplies & Services  ,15.01.2018,16.02.2018,GPC01180000157,98.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Staff Training,Human Resources  ,16.01.2018,16.02.2018,GPC01180000158,-480.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,15.01.2018,16.02.2018,GPC01180000159,101.10
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM FN2KLP       0,Travelling Expenses,Human Resources Travel & Subsistence ,15.01.2018,16.02.2018,GPC01180000160,354.99
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,Care Payments,Social Community Care Supplies & Services  ,12.01.2018,16.02.2018,GPC01180000161,27.75
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,12.01.2018,16.02.2018,GPC01180000162,99.20
Stockport MBC,Services to People,Childrens & Educational Services,AVIS RENT-A-CAR,Leasing /Transport Hire,Vehicle Management Leasing ,12.01.2018,16.02.2018,GPC01180000163,41.47
Stockport MBC,Services to People,Childrens & Educational Services,JET2.COM  07980034252918,Care Payments,Social Community Care Supplies & Services  ,10.01.2018,16.02.2018,GPC01180000164,188.60
