ticket_id,issue_type,ticket_created_date_time,ticket_closed_date_time,ticket_status,neighborhood_district,city,state,case_title
101000706290,Trash/Garbage Pickup,07/19/2017 03:03:07 PM,08/03/2017 02:09:38 PM,Closed,McDONOGH,NEW ORLEANS,LA,Replace Trash Cart
101000476165,Trash/Garbage Pickup,11/12/2015 01:34:44 PM,11/25/2015 10:55:09 AM,Closed,LAKE TERRACE & OAKS,NEW ORLEANS,LA,Repair Trash Cart
101000551542,Abandoned Vehicle Reporting/Removal,06/09/2016 10:41:00 AM,10/07/2016 07:38:13 AM,Closed,BEHRMAN,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000625007,Large Item Trash/Garbage Pickup,12/05/2016 02:46:49 PM,12/05/2016 02:47:29 PM,Closed,BYWATER,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000672979,Abandoned Vehicle Reporting/Removal,04/25/2017 09:00:00 AM,07/20/2017 02:11:07 PM,Closed,PINES VILLAGE,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000855777,Code Enforcement General Request,09/10/2018 12:03:10 PM,09/10/2018 12:03:50 PM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Code Enforcement General Request
101000227210,Rodent Complaint,02/14/2014 10:23:32 AM,02/19/2014 08:19:10 AM,Closed,OLD AURORA,NEW ORLEANS,LA,Rodent Complaint
101000291095,Residential Recycling Programs,07/31/2014 08:39:22 AM,08/01/2014 02:57:43 PM,Closed,NAVARRE,NEW ORLEANS,LA,New Recycling Cart
101000747286,Trash/Garbage Pickup,11/06/2017 08:36:07 AM,11/14/2017 10:16:21 AM,Closed,FLORIDA AREA,NEW ORLEANS,LA,Replace Trash Cart
101000650226,Illegal Dumping Reporting,02/22/2017 02:18:19 PM,03/13/2017 12:12:18 PM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Illegal Dumping Report
101000562544,Street Light,07/07/2016 09:48:21 AM,07/11/2016 03:25:37 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000197061,Trash/Garbage Pickup,10/23/2013 10:13:55 AM,11/26/2013 03:23:40 PM,Closed,NAVARRE,NEW ORLEANS,LA,Start Trash Service
101000302752,Abandoned Vehicle Reporting/Removal,08/28/2014 08:05:00 AM,09/12/2014 03:11:31 PM,Closed,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000800428,Grass Service,04/26/2018 10:30:25 AM,04/26/2018 10:47:31 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Grass Service
101000499504,Street Light,01/26/2016 04:16:20 PM,02/19/2016 04:12:12 PM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000246390,Trash/Garbage Pickup,04/09/2014 02:30:08 PM,04/11/2014 09:16:37 AM,Closed,CENTRAL CITY,NEW ORLEANS,LA,Missed Collection
101000810965,Abandoned Vehicle Reporting/Removal,05/25/2018 02:40:00 PM,,Open,LOWER GARDEN DISTRICT,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000801089,Code Enforcement General Request,04/27/2018 03:19:00 PM,04/27/2018 03:56:38 PM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Code Enforcement General Request
101000284406,Street Flooding/Drainage,07/16/2014 08:28:00 AM,09/19/2014 09:25:48 AM,Closed,SEVENTH WARD,NEW ORLEANS,LA,Catch Basin - Clogged
101000581688,Code Enforcement General Request,08/18/2016 10:35:00 AM,08/18/2016 11:51:18 AM,Closed,CENTRAL BUSINESS DISTRICT,NEW ORLEANS,LA,Code Enforcement General Request
101000771321,Street Light,01/31/2018 10:09:51 AM,02/07/2018 10:42:39 AM,Closed,FILMORE,NEW ORLEANS,LA,Streetlight - Outage Or Cycling
101000364941,Code Enforcement General Request,02/20/2015 10:52:00 AM,02/23/2015 09:42:10 AM,Closed,TREME - LAFITTE,NEW ORLEANS,LA,Code Enforcement General Request
101000213183,General Service Request,12/27/2013 01:53:07 PM,01/02/2014 10:09:20 AM,Closed,,,,Administrative Hearing Center
101000155155,Street Flooding/Drainage,07/02/2013 01:28:58 PM,07/29/2013 10:22:30 AM,Closed,LOWER NINTH WARD,NEW ORLEANS,LA,Catch Basin - Cover Missing
101000590037,Trash/Garbage Pickup,09/06/2016 04:00:00 PM,09/21/2016 03:47:38 PM,Closed,MARLYVILLE - FONTAINBLEAU,NEW ORLEANS,LA,Start Trash Service
101000356328,Large Item Trash/Garbage Pickup,01/28/2015 02:06:30 PM,02/10/2015 11:57:05 AM,Closed,GENTILLY TERRACE,NEW ORLEANS,LA,Large Item Trash/Garbage Pickup
101000687171,Trash/Garbage Pickup,06/01/2017 10:41:58 AM,07/28/2017 04:47:41 PM,Closed,MILAN,NEW ORLEANS,LA,Stop Trash Service
101000820033,Trash/Garbage Pickup,06/18/2018 03:25:34 PM,06/20/2018 09:59:26 AM,Closed,ST. CLAUDE,NEW ORLEANS,LA,Missed Collection
101000080139,Abandoned Vehicle Reporting/Removal,11/16/2012 02:28:39 PM,01/07/2013 02:47:57 PM,Closed,EAST RIVERSIDE,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000134828,Sidewalk Repair,05/03/2013 10:32:08 AM,05/07/2013 09:45:13 AM,Closed,LITTLE WOODS,NEW ORLEANS,LA,Sidewalk - Broken or Cracked
101000729956,Abandoned Vehicle Reporting/Removal,09/13/2017 09:52:00 AM,,Open,NAVARRE,NEW ORLEANS,LA,Abandoned Vehicle Stickered (5-day sticker)
101000081784,Abandoned Vehicle Reporting/Removal,11/26/2012 12:11:25 PM,12/21/2012 02:24:07 PM,Closed,AUDUBON,NEW ORLEANS,LA,Abandoned Vehicle Reporting/Removal
