Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,01/02/2018,PI132224,65.04,YORKSHIRE PURCHASING ORGANISATION,S0022,Office Accomodation,Consumables,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132325,8.3,THE GOODLIFE,S0190,Office Accomodation,Consumables,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132256,119.33,J R IVESON,S0232,Dales Countryside Museum,Consumables,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132246,975.0,J C  & H J ARMSTRONG,S0330,Contracts - Land Holdings,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132254,200.0,REDACTED PERSONAL DATA,S1290,Southern Dales (Craven  Lancs),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132200,163.87,H CLARKE & SONS LTD,S1549,Toilets- Planned Maintenance,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132305,50.0,HARRISON & CROSS LTD,S1687,Toilets,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132305,60.26,HARRISON & CROSS LTD,S1687,Toilets,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132244,899.52,HARRISON & CROSS LTD,S1687,Contracts - Planned Maintenance Office,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132238,275.0,DARLINGTON DOOR SERVICES LTD,S4879,Contracts - Planned Maintenance Office,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132326,2350.0,LEACH,S4938,DCM Redevelopment,Contractors (Construction),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132240,895.0,SHARP & SHARP LTD,S0373,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132240,2450.0,SHARP & SHARP LTD,S0373,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132178,125.67,KILBURN & JOHNSON BUILDING LTD,S4104,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132178,700.0,KILBURN & JOHNSON BUILDING LTD,S4104,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132315,20.0,RISHTON FLOORCRAFT LIMITED,S4641,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132315,193.0,RISHTON FLOORCRAFT LIMITED,S4641,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132315,553.0,RISHTON FLOORCRAFT LIMITED,S4641,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132315,1690.0,RISHTON FLOORCRAFT LIMITED,S4641,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132315,4944.0,RISHTON FLOORCRAFT LIMITED,S4641,NPC Refurbishment,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132297,495.0,S ROBINSON CONSULTING,S5008,Farmed Land,Contractors (Others),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132182,19.5,RIGBY TAYLOR LTD,S1023,Contracts - Land Holdings,Delivery Charges,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132250,477.0,TAKE ONE MEDIA LTD,S1318,Recreational Activities,Distribution,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132251,603.0,TAKE ONE MEDIA LTD,S1318,Recreational Activities,Distribution,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132186,50.0,CARPERBY PAVILION,S5019,Farmed Land,Donations & Contributions,,,,
Yorkshire Dales National Park Authority,01/02/2018,PC132198,-242.8,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132208,3.07,NPOWER LTD,S0225,Dales Countryside Museum,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132202,3.07,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132220,17.59,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132201,19.88,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132207,23.19,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132215,32.37,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132218,33.2,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132203,39.03,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132211,57.61,NPOWER LTD,S0225,Malham NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132204,65.16,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132217,65.17,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132210,70.61,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132213,91.67,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132212,108.18,NPOWER LTD,S0225,Toilets,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132206,199.97,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132216,211.52,NPOWER LTD,S0225,Grassington NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132205,310.85,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132214,398.2,NPOWER LTD,S0225,Aysgarth Falls NPC,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132209,463.71,NPOWER LTD,S0225,Contracts - Access Rangers,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132219,617.29,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132221,1693.1,NPOWER LTD,S0225,Office Accomodation,Electricity,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132288,128.25,XEXEC LIMITED,S4364,Corporate Other Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132288,128.25,XEXEC LIMITED,S4364,Corporate Other Staff Costs,Employee Benefits Schemes  Admin Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132331,243.32,SIMON WINSTANLEY LTD,S0123,NPC Refurbishment,Equipment Hire,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132235,1305.25,BILLINGTON BIOENERGY LIMITED,S4141,Dales Countryside Museum,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132191,12.66,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132192,16.19,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132195,16.32,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132197,17.21,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132190,35.3,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132193,66.61,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132194,81.39,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132196,97.15,CORONA ENERGY RETAIL 4 LTD,S5021,Office Accomodation,Gas/ Wood Chip,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132261,300.6,SEDBERGH COMMUNITY SWIFTS,S4418,Sustainable Development,Grants Paid,,,2018.0,Nestboxes
Yorkshire Dales National Park Authority,01/02/2018,PI132263,2747.5,MARK JAMES KITCHENS AND CABINETRY,S4736,Sustainable Development,Grants Paid,,,2018.0,Waste wood burner
Yorkshire Dales National Park Authority,01/02/2018,PI132172,3.55,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,4.88,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,5.4,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,6.87,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,7.2,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,7.6,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,8.0,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132273,8.54,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,8.97,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,10.6,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,12.0,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,13.66,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,14.7,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132172,21.0,YORKSHIRE PURCHASING ORGANISATION,S0022,Health & Safety,Health & Safety Equipment,,,,
Yorkshire Dales National Park Authority,01/02/2018,PCARD-2018/11,26.97,VIKING DIRECT,S0064,Health & Safety,Health & Safety Equipment,Y,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132308,353.8,BAYFORD OIL,S2215,Dales Countryside Museum,Heating Oil,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132308,480.0,BAYFORD OIL,S2215,Dales Countryside Museum,Heating Oil,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132185,150.0,THE WENSLEYDALE PANTRY,S1241,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,01/02/2018,PCARD-2018/11,195.0,AMAZON.CO.UK,S1426,Tourism,Hospitality (External),Y,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132264,162.0,ORTON VILLAGE STORE & POST OFFICE,S4748,Farmed Land,Hospitality (External),,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132268,10.0,CLARANET,S0057,IT Development,IT-Websites,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132188,5500.0,EXTREME CREATIONS LTD,S4906,Recreational Activities,IT-Websites,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132267,34.94,TREVOR ILES LTD,S0038,Dales Countryside Museum,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132236,44.0,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132239,143.0,HARTLINGTON FENCING SUPPLIES,S0058,Southern Dales (Craven  Lancs),Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132182,13.95,RIGBY TAYLOR LTD,S1023,Contracts - Land Holdings,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132182,68.0,RIGBY TAYLOR LTD,S1023,Contracts - Land Holdings,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PCARD-2018/11,35.76,AMAZON.CO.UK,S1426,Dales Countryside Museum,Materials,Y,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132334,129.62,OLDFIELD LIGHTING SUPPLIES LTD,S2785,DCM Redevelopment,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132299,220.4,OLDFIELD LIGHTING SUPPLIES LTD,S2785,DCM Redevelopment,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132265,341.0,CBF SCREENPRINTS LTD,S2936,Car Parks,Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132274,207.63,JIM THOMPSON TRANSPORT LTD,S3565,Northern Dales (Richmondshire),Materials,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132327,38.25,PETER CHARLESWORTH,S4797,Local Access Forum,Members Mileage,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132295,1666.66,NATIONAL PARKS UK LIMITED,S0001,Support Services,Membership Subscriptions,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132242,242.03,REDACTED PERSONAL DATA,S3958,Volunteers,Mileage Volunteers,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132249,384.82,VODAFONE LTD (CORPORATE),S2586,Support Services,Mobile Phones,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132281,242.9,RICOH UK LTD,S2511,Support Services,Photocopying,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132271,787.0,ROYAL MAIL GROUP LTD,S0264,Support Services,Postage,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132286,34.0,EYECATCHING SIGNS,S2181,Tourism,Postage,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132248,60.0,ASSURED ENVIRONMENTAL SERVICES LIMITED,S0771,Workshops,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132248,70.0,ASSURED ENVIRONMENTAL SERVICES LIMITED,S0771,Workshops,Premises Maintenance,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132286,150.0,EYECATCHING SIGNS,S2181,Tourism,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132286,350.0,EYECATCHING SIGNS,S2181,Tourism,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132007,350.0,ANDREW LATHWELL DESIGN LTD,S2556,Recreational Activities,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI131992,600.0,ANDREW LATHWELL DESIGN LTD,S2556,Landscape Partnership,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132189,765.0,ANDREW LATHWELL DESIGN LTD,S2556,Recreational Activities,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132187,1013.0,ANDREW LATHWELL DESIGN LTD,S2556,Recreational Activities,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132301,2189.0,ANDREW LATHWELL DESIGN LTD,S2556,Dales Countryside Museum,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132311,300.0,JAMES ALLINSON PHOTOGRAPHY,S4426,Tourism,Printing,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132314,300.0,ROYAL TOWN PLANNING INSTITUTE (SUBSCRIPTIONS),S1191,Corporate Other Staff Costs,Professional Fees,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132181,168.75,PETER HARRISON ARCHITECTS,S3510,Planned Maintenance NPC's,Professional Fees,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132313,562.5,CARTER TOWLER LTD,S2905,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132300,333.33,BARBARA RUMSBY T/A SILVER YARD,S4640,Contracts - Access Rangers,Property Rental,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132177,50.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132177,50.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132177,50.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132177,50.0,NORTH YORKSHIRE COUNTY COUNCIL,S0012,Corporate Other Staff Costs,Recruitment Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132255,229.98,HARVEY MAP SERVICES LTD,S0229,Trading Account,Retail Stock Maps Non-VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132284,552.97,OUTSTANDING MAP DISTRIBUTORS LTD,S4842,Trading Account,Retail Stock Maps Non-VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132307,76.8,LANDSCAPE & LIGHT PHOTOGRAPHY - ANDY AUGHEY,S4928,Trading Account,Retail Stock Posters and Postcards VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132119,195.0,BRITISH CAVE RESEARCH ASSOCIATION,S0422,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132275,674.05,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132237,1519.8,GARDNERS BOOKS,S4535,Trading Account,Retail Stock Publications Non-VAT,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132270,276.48,EMBLEM PRINT PRODUCTS LTD,S0047,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132127,290.88,EMBLEM PRINT PRODUCTS LTD,S0047,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132128,413.28,EMBLEM PRINT PRODUCTS LTD,S0047,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132269,446.4,EMBLEM PRINT PRODUCTS LTD,S0047,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132312,614.6,WILD REPUBLIC EUROPE APS,S0105,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132184,15.0,MALHAM VILLAGE HALL,S0166,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132262,538.0,THE CAROLE GROUP LTD,S0313,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132276,216.15,FARRAH'S OF HARROGATE,S0708,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132279,225.0,REDACTED PERSONAL DATA,S1530,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132226,952.26,HERITAGE CARDS & SOUVENIRS,S3785,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132296,188.0,OLLIE COLLIE LTD,S4701,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132241,438.08,KACAO CHOCOLATERIE,S4830,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132304,84.08,GEORGE ROMNEY LTD,S4831,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132307,83.2,LANDSCAPE & LIGHT PHOTOGRAPHY - ANDY AUGHEY,S4928,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132164,100.0,HANDMADE IN HARDRAW,S4981,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132252,1387.44,STAR EDITIONS,S5020,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132199,512.0,ABSOLUTE DIGITAL PRINT LTD,S4826,Partnership Centres,Signage and Displays,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132223,2997.5,PIXEL JUNCTION LIMITED,S5022,Interpretation,Signage and Displays,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132247,860.0,ASKHAM BRYAN COLLEGE,S0293,Training,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132277,45.0,CARVAL COMPUTING LTD,S3593,Training,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132225,437.5,CARVAL COMPUTING LTD,S3593,Training,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132277,437.5,CARVAL COMPUTING LTD,S3593,Training,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132183,200.0,LOWE MAINTENANCE,S4356,Training,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132287,65.32,BALTIC TRAINING SERVICES LIMITED,S4949,Apprenticeships,Training,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132176,120.0,J R FOSTER,S0553,Outreach,Vehicle Hire,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132163,71.25,SKIPTON SELF DRIVE LTD,S2388,Outreach,Vehicle Hire,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132309,240.0,GUY MACHINERY LTD,S3138,Contracts - Access Rangers,Vehicle Repairs and Maint,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132332,592.17,KETTLEWELL GARAGE,S4140,Contracts - Access Rangers,Vehicle Running Costs,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132303,30.0,SEDBERGH PEOPLES HALL,S0786,Farmed Land,Venue Hire,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI131963,124.0,SEDBERGH PEOPLES HALL,S0786,Farmed Land,Venue Hire,,,,
Yorkshire Dales National Park Authority,01/02/2018,PI132245,205.0,EWR SKIPS LTD,S1782,Contracts - Access Rangers,Waste Collection,,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,15.96,ELECTRONIC SALES,,Tourism,Materials,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,9.45,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,74.66,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,12.91,AMAZON.CO.UK,S1426,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,28.9,AMAZON.CO.UK,S1426,Tourism,Materials,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,5.41,HERMES PARCELNET LTD,,National Trails,Postage,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,461.9,BLACKBOX AV,,Partnership Centres,Signage and Displays,Y,,,
Yorkshire Dales National Park Authority,02/02/2018,PCARD-2018/11,13.25,SIMON WINSTANLEY LTD,S0123,Northern Dales (Richmondshire),Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,04/02/2018,PCARD-2018/11,-3.29,AMAZON.CO.UK,S1426,Contracts - Access Rangers,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,05/02/2018,PCARD-2018/11,26.28,VIKING DIRECT,S0064,Health & Safety,Health & Safety Equipment,Y,,,
Yorkshire Dales National Park Authority,05/02/2018,PCARD-2018/11,8.42,SUPERFOOD MARKET ONLINE LTD,,Dales Countryside Museum,Materials,Y,,,
