Key-ClÃ©,CoAppNm,CoAppRoleCD,CoAppRoleEN,CoAppRoleFR,CoAppOrgID,CoAppOrgNm,ProvinceEN,ProvinceFR,CountryEN,PaysFR,FiscalYear-AnnÃ©eFinanciÃ¨re
636799,"Ross, Robert M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200607
636799,"Godwin, Marshall S",CO,Co-Investigator,Co-chercheur,CJAA,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Canada,Canada,200607
636799,"Katzmarzyk, Peter T",CO,Co-Investigator,Co-chercheur,PENN,Pennington Biomedical Research Center (Louisiana),Louisiana,Louisiane,United States,Ãtats-Unis,200607
636799,"Blair, Steven N",CO,Co-Investigator,Co-chercheur,COOP,The Cooper Institute (Texas),Texas,Texas,United States,Ãtats-Unis,200607
636799,"LÃ©vesque, Lucie",CO,Co-Investigator,Co-chercheur,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200607
636799,"Dunn, Andrea",CO,Co-Investigator,Co-chercheur,COOP,The Cooper Institute (Texas),Texas,Texas,United States,Ãtats-Unis,200607
973567,"McGeer, Allison J",CO,Co-Investigator,Co-chercheur,CEAD,Sinai Health System (Toronto),Ontario,Ontario,Canada,Canada,200607
973567,"Abernathy, Thomas J",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
973567,"Loeb, Mark B",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
973567,"Simor, Andrew E",CO,Co-Investigator,Co-chercheur,CEAF,"Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200607
973567,"Lewis, David L",CO,Co-Investigator,Co-chercheur,AECG,St. Peter's Hospital (Hamilton),Ontario,Ontario,Canada,Canada,200607
973567,"Brazil, Kevin",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
662118,"Sharkey, Keith",PI,Principal Investigator,Chercheur principal,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
662118,"Ferguson, Alastair V",PI,Principal Investigator,Chercheur principal,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200607
662118,"Richard, Denis",PI,Principal Investigator,Chercheur principal,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
662118,"Colmers, William F",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200607
269919,"Lavoie, Jean Marc",CO,Co-Investigator,Co-chercheur,CFEB,UniversitÃ© du QuÃ©bec Ã  MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
269919,"Prud'Homme, Denis",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CGBA,UniversitÃ© de Moncton (New Brunswick),New Brunswick,Nouveau-Brunswick,Canada,Canada,200607
269919,"Strychar, Irene",CO,Co-Investigator,Co-chercheur,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
269919,"Doucet, Eric",CO,Co-Investigator,Co-chercheur,CECA,University of Ottawa/UniversitÃ© d'Ottawa,Ontario,Ontario,Canada,Canada,200607
269919,"Brochu, Martin",CO,Co-Investigator,Co-chercheur,CFDA,UniversitÃ© de Sherbrooke,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
802293,"Mckelvie, Robert S",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200607
802293,"Heigenhauser, George J",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Lee, Robert M",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Morrison, Katherine Mary",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Gerstein, Hertzel C",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Capone, John P",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200607
802293,"Austin, Richard C",PI,Principal Investigator,Chercheur principal,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Weitz, Jeffrey I",PI,Principal Investigator,Chercheur principal,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Trigatti, Bernardo L",PI,Principal Investigator,Chercheur principal,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Yusuf, Salim",PI,Principal Investigator,Chercheur principal,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Lonn, Eva",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Werstuck, Geoffrey H",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Anand, Sonia S",PI,Principal Investigator,Chercheur principal,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Ounpuu, Stephanie",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
802293,"Sharma, Arya M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBAA,University of Alberta,Alberta,Alberta,Canada,Canada,200607
887962,"Escobar, Michael D",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
887962,"Hinton, Geoffrey",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
887962,"Westwood, J. Timothy",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
887962,"Boone, Charles M",PI,Principal Investigator,Chercheur principal,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
887962,"Hughes, Timothy R",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
887962,"Kustra, Rafal",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
249906,"Katz, Joel D",PI,Principal Investigator,Chercheur principal,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200607
249906,"Mcgrath, Patricia A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200607
249906,"Davis, Karen D",PI,Principal Investigator,Chercheur principal,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200607
249906,"Vandenkerkhof, Elizabeth G",CO,Co-Investigator,Co-chercheur,CEDA,"Queen's University (Kingston, Ontario)",Ontario,Ontario,Canada,Canada,200607
249906,"Brown, Stephen C",PI,Principal Investigator,Chercheur principal,CEAB,Hospital for Sick Children (Toronto),Ontario,Ontario,Canada,Canada,200607
249906,"Geist, Rose",CO,Co-Investigator,Co-chercheur,TRIU,"Trillium Health Partners (Mississauga, ON)",Ontario,Ontario,Canada,Canada,200607
822655,"Kirk, Andrew",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
822655,"D'Arcy, Carl",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
822655,"Stewart, Norma J",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
822655,"Crossley, Margaret F",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
822655,"Morgan, Debra G",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
822655,"Biem, Henry J",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
688224,"Malo, Danielle",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
688224,"Qureshi, Salman T",CO,Co-Investigator,Co-chercheur,CFAC,Research Institute of the McGill University Health Centre/Institut de recherche du Centre universitaire de santÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
688224,"Vidal, Silvia M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
939495,"Swartzman, Leora C",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200607
939495,"Prato, Frank S",CO,Co-Investigator,Co-chercheur,LHSI,London Health Sciences Centre Res. Inc. (Ont.),Ontario,Ontario,Canada,Canada,200607
939495,"Lavigne, Gilles J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
939495,"Moulin, Dwight E",CO,Co-Investigator,Co-chercheur,CEEA,University of Western Ontario,Ontario,Ontario,Canada,Canada,200607
939495,"Rainville, Pierre",CO,Co-Investigator,Co-chercheur,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
939495,"Marchand, Serge",CO,Co-Investigator,Co-chercheur,CFDA,UniversitÃ© de Sherbrooke,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
487993,"Barr, Susan G",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Hart, David A",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Shrive, Nigel G",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Riabowol, Karl T",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Reimer, Raylene A",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Ronsky, Janet L",PI,Principal Investigator,Chercheur principal,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Hildebrand, Kevin A",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
487993,"Stefanyshyn, Darren",CO,Co-Investigator,Co-chercheur,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
712054,"Paquin, Joanne",PI,Principal Investigator,Chercheur principal,CFEB,UniversitÃ© du QuÃ©bec Ã  MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
712054,"Gutkowska, Jolanta",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
712054,"Blaise, Gilbert A",CO,Co-Investigator,Co-chercheur,CFCD,HÃ´pital Notre-Dame (MontrÃ©al),QuÃ©bec,QuÃ©bec,Canada,Canada,200607
712054,"Jankowski, Marek",CO,Co-Investigator,Co-chercheur,CFCH,HÃ´tel-Dieu de MontrÃ©al (MontrÃ©al),QuÃ©bec,QuÃ©bec,Canada,Canada,200607
712054,"Troncy, Eric",CO,Co-Investigator,Co-chercheur,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
659346,"Katz, Joel D",CO,Co-Investigator,Co-chercheur,CEPA,"York University (Toronto, Ontario)",Ontario,Ontario,Canada,Canada,200607
659346,"Cox, Brian J",CO,Co-Investigator,Co-chercheur,CDAA,University of Manitoba,Manitoba,Manitoba,Canada,Canada,200607
659346,"Stein, Murray B",CO,Co-Investigator,Co-chercheur,UEHE,University of California (San Diego),California,Californie,United States,Ãtats-Unis,200607
659346,"Taylor, Steven",CO,Co-Investigator,Co-chercheur,CAAA,University of British Columbia,British Columbia,Colombie-Britannique,Canada,Canada,200607
659346,"Asmundson, Gordon J",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CCBA,University of Regina (Saskatchewan),Saskatchewan,Saskatchewan,Canada,Canada,200607
659346,"Jang, Kerry L",CO,Co-Investigator,Co-chercheur,CVAN,City of Vancouver,British Columbia,Colombie-Britannique,Canada,Canada,200607
538584,"Alary, Michel",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Brisson, Jacques",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Moisan, Jocelyne",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Brisson, Chantal",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Maunsell, Elizabeth",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Dionne, Clermont",CO,Co-Investigator,Co-chercheur,CFCG,HÃ´pital du Saint-Sacrement (QuÃ©bec),QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Valois, Pierre",PI,Principal Investigator,Chercheur principal,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Dorval, Michel",CO,Co-Investigator,Co-chercheur,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
538584,"Abdous, Belkacem",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,AEHD,Centre Hospitalier Universitaire de QuÃ©bec,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Ciampi, Antonio",PI,Principal Investigator,Chercheur principal,CFAE,St. Mary's Hospital Center (Montreal),QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Siemiatycki, Jack",CO,Co-Investigator,Co-chercheur,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Franco, Eduardo L",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Pilote, Louise",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Abrahamowicz, Michal M",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Platt, Robert W",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Klein, Marina B",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
902303,"Benedetti, Andrea",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
656015,"Le Blanc, Marc",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFCA,UniversitÃ© de MontrÃ©al,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
656015,"LanctÃ´t, Nadine",CO,Co-Investigator,Co-chercheur,CFDA,UniversitÃ© de Sherbrooke,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
354527,"Spinelli, John Joseph",PI,Principal Investigator,Chercheur principal,BCAV,"BC Cancer, part of PHSA (Vancouver)",British Columbia,Colombie-Britannique,Canada,Canada,200607
354527,"Mcneney, William Bradley",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200607
354527,"Graham, Jinko",PI,Principal Investigator,Chercheur principal,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200607
98933,"Pilote, Louise",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
98933,"Abrahamowicz, Michal M",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
98933,"Eisenberg, Mark J",CO,Co-Investigator,Co-chercheur,CFAF,CIUSSS de Centre-Ouest-de-l'Ile-de-MontrÃ©al-Jewish General/CIUSSS de Centre-Ouest-de-l'Ile-de-MontrÃ©al-HÃ´pital juif,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
98933,"Rahme, Elham",CO,Co-Investigator,Co-chercheur,CFAA,McGill University/UniversitÃ© McGill,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
823745,"Reinharz, Daniel",PI,Principal Investigator,Chercheur principal,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
823745,"St-Pierre, MichÃ¨le",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CFBA,UniversitÃ© Laval,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
823745,"Gauthier, Jacques-Bernard",CO,Co-Investigator,Co-chercheur,CFEF,UniversitÃ© du QuÃ©bec en Outaouais,QuÃ©bec,QuÃ©bec,Canada,Canada,200607
315115,"Hayes, Michael V",PI,Principal Investigator,Chercheur principal,CABA,University of Victoria (British Columbia),British Columbia,Colombie-Britannique,Canada,Canada,200607
315115,"Schuurman, Nadine C",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CACA,"Simon Fraser University (Burnaby, B.C.)",British Columbia,Colombie-Britannique,Canada,Canada,200607
843536,"Streiner, David L",CO,Co-Investigator,Co-chercheur,CEBA,McMaster University,Ontario,Ontario,Canada,Canada,200607
843536,"Beaton, Dorcas E",CO,Co-Investigator,Co-chercheur,ADZY,Institute for Work & Health (Toronto),Ontario,Ontario,Canada,Canada,200607
843536,"Doran, Diane M",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
843536,"Davis, Aileen M",CO,Co-Investigator,Co-chercheur,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200607
843536,"Sidani, Souraya",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,ABAF,Ryerson University (Toronto),Ontario,Ontario,Canada,Canada,200607
843536,"McGilton, Katherine S",CO,Co-Investigator,Co-chercheur,IOAA,Toronto Rehabilitation Institute-UHN,Ontario,Ontario,Canada,Canada,200607
319258,"Boon, Heather S",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
319258,"Leis, Anne M",CO,Co-Investigator,Co-chercheur,CCAA,University of Saskatchewan,Saskatchewan,Saskatchewan,Canada,Canada,200607
319258,"Findlay, Barbara L",CO,Co-Investigator,Co-chercheur,XXXX,Undetermined/IndeterminÃ©,Unknown,Inconnu,Unknown,Inconnu,200607
319258,"Mior, Silvano A",CO,Co-Investigator,Co-chercheur,CPCA,Canadian Memorial Chiropractic College (Ontario),Ontario,Ontario,Canada,Canada,200607
319258,"Verhoef, Marja J",PI,Principal Investigator,Chercheur principal,CBBA,University of Calgary,Alberta,Alberta,Canada,Canada,200607
319258,"O'Hara, Dennis P",CO,Co-Investigator,Co-chercheur,CEAJ,Unity Health Toronto,Ontario,Ontario,Canada,Canada,200607
319258,"Welsh, Sandy G",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
319258,"Marles, Robin J",CO,Co-Investigator,Co-chercheur,HCGC,Health Canada (Ottawa)/SantÃ© Canada (Ottawa),Ontario,Ontario,Canada,Canada,200607
8032,"Fernie, Geoffrey R",CO,Co-Investigator,Co-chercheur,IOAA,Toronto Rehabilitation Institute-UHN,Ontario,Ontario,Canada,Canada,200607
8032,"Laupacis, Andreas",CO,Co-Investigator,Co-chercheur,CEAJ,Unity Health Toronto,Ontario,Ontario,Canada,Canada,200607
8032,"Coyte, Peter C",NPI,Nominated Principal Investigator,Chercheur principal qui parraine,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
8032,"Eakin, Joan M",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
8032,"Jadad, Alejandro (Alex) R",CO,Co-Investigator,Co-chercheur,ADHD,University Health Network (Toronto),Ontario,Ontario,Canada,Canada,200607
8032,"Mackeigan, Linda D",CO,Co-Investigator,Co-chercheur,CEAA,University of Toronto,Ontario,Ontario,Canada,Canada,200607
8032,"McKeever, Patricia D",PI,Principal Investigator,Chercheur principal,CEAS,Holland Bloorview Kids Rehabilitation Hospital (Toronto),Ontario,Ontario,Canada,Canada,200607
