Ã¯Â»Â¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃÂ©ro-de-MinistÃÂ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2006/2007,11,Health,22,Health,1221,Voice communications equipment,34845.41
2006/2007,11,Health,22,Health,1221,Voice communications equipment,2383.59
2006/2007,11,Health,22,Health,1221,Voice communications equipment,29778.14
2006/2007,11,Health,22,Health,1221,Voice communications equipment,31470.69
2006/2007,11,Health,22,Health,1221,Voice communications equipment,2183.99
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",85707.21
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",54250.5
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",320.92
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",30428.61
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",17843.71
2006/2007,11,Health,22,Health,1222,"Data(message/text, & computer)comm.equip",-15.01
2006/2007,11,Health,22,Health,1223,Image/video equipment,75434.52
2006/2007,11,Health,22,Health,1223,Image/video equipment,393803.44
2006/2007,11,Health,22,Health,1223,Image/video equipment,174955.02
2006/2007,11,Health,22,Health,1223,Image/video equipment,502304.33
2006/2007,11,Health,22,Health,1223,Image/video equipment,597743.78
2006/2007,11,Health,22,Health,1223,Image/video equipment,3712.54
2006/2007,11,Health,22,Health,1223,Image/video equipment,229200.13
2006/2007,11,Health,22,Health,1223,Image/video equipment,86357.45
2006/2007,11,Health,22,Health,1223,Image/video equipment,2449.94
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",87059.0
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",235066.04
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",6192.87
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",93796.45
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",2804.94
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",33054.97
2006/2007,11,Health,22,Health,1224,"Dig.com.equ.int.voice,data or video/imag",7062.24
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,79940.61
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,162794.46
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,15595.86
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,21562.4
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,35180.03
2006/2007,11,Health,22,Health,1225,Telecommunication equipment parts,10069.71
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,1439073.26
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,96533.66
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,99309.77
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,659538.12
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,13560.0
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,23.27
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,9898.5
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,29606.87
2006/2007,11,Health,22,Health,1226,Computer equip.-large/med.mainframe-mini,44382.74
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,24522.0
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,5971893.48
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,2673772.81
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,293889.55
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,1346823.88
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,1248806.92
2006/2007,11,Health,22,Health,1227,Computer equip.small-desktop/pers./port.,221022.4
2006/2007,11,Health,22,Health,1228,Computer software,331751.46
2006/2007,11,Health,22,Health,1228,Computer software,11658.0
2006/2007,11,Health,22,Health,1228,Computer software,120275.41
2006/2007,11,Health,22,Health,1228,Computer software,1085199.11
2006/2007,11,Health,22,Health,1228,Computer software,766733.98
2006/2007,11,Health,22,Health,1228,Computer software,46258.62
2006/2007,11,Health,22,Health,1228,Computer software,1289067.75
2006/2007,11,Health,22,Health,1228,Computer software,537802.94
2006/2007,11,Health,22,Health,1228,Computer software,163431.34
2006/2007,11,Health,22,Health,1229,Computer equipment parts,1569665.16
2006/2007,11,Health,22,Health,1229,Computer equipment parts,11410.0
2006/2007,11,Health,22,Health,1229,Computer equipment parts,709310.67
2006/2007,11,Health,22,Health,1229,Computer equipment parts,160442.77
2006/2007,11,Health,22,Health,1229,Computer equipment parts,43863.71
2006/2007,11,Health,22,Health,1229,Computer equipment parts,245135.68
2006/2007,11,Health,22,Health,1229,Computer equipment parts,60996.96
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",23407.0
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",118454.0
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",961438.59
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",462483.72
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",29068.71
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",429067.5
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",313538.08
2006/2007,11,Health,22,Health,1231,"Off.furn.&furnish.,incl. parts",23501.6
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,18995.0
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,16214.0
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,22338.0
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,260077.39
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,159837.24
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,22576.5
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,70818.5
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,50932.51
2006/2007,11,Health,22,Health,1239,Other office equipment and parts,29339.27
2006/2007,11,Health,22,Health,1241,"Plumbing equipment & fittings,incl parts",9784.62
2006/2007,11,Health,22,Health,1241,"Plumbing equipment & fittings,incl parts",30083.1
2006/2007,11,Health,22,Health,1241,"Plumbing equipment & fittings,incl parts",30040.43
2006/2007,11,Health,22,Health,1242,"Elec.lighting,distr.&contr.equip.& parts",44262.11
2006/2007,11,Health,22,Health,1242,"Elec.lighting,distr.&contr.equip.& parts",9967.42
2006/2007,11,Health,22,Health,1242,"Elec.lighting,distr.&contr.equip.& parts",14806.59
2006/2007,11,Health,22,Health,1242,"Elec.lighting,distr.&contr.equip.& parts",2161.87
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,277870.0
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,7569717.44
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,4019652.48
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,258270.02
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,8106.57
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,16699316.08
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,522467.73
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,1470457.41
2006/2007,11,Health,22,Health,1243,Meas.contr.lab.med.&opt.instr.& parts,32770.56
2006/2007,11,Health,22,Health,1245,Safety & sanitat.equipment and parts,443100.86
2006/2007,11,Health,22,Health,1245,Safety & sanitat.equipment and parts,58012.93
2006/2007,11,Health,22,Health,1245,Safety & sanitat.equipment and parts,48381.37
2006/2007,11,Health,22,Health,1245,Safety & sanitat.equipment and parts,44847.05
2006/2007,11,Health,22,Health,1246,"Other furn.&fixt., incl. parts",195575.82
2006/2007,11,Health,22,Health,1246,"Other furn.&fixt., incl. parts",280496.04
2006/2007,11,Health,22,Health,1246,"Other furn.&fixt., incl. parts",12796.98
2006/2007,11,Health,22,Health,1246,"Other furn.&fixt., incl. parts",11171.51
2006/2007,11,Health,22,Health,1246,"Other furn.&fixt., incl. parts",39682.55
2006/2007,11,Health,22,Health,1249,Other equipment and parts,132900.49
2006/2007,11,Health,22,Health,1249,Other equipment and parts,370879.55
2006/2007,11,Health,22,Health,1249,Other equipment and parts,89170.83
2006/2007,11,Health,22,Health,1249,Other equipment and parts,69723.1
2006/2007,11,Health,22,Health,1249,Other equipment and parts,3700.0
2006/2007,11,Health,22,Health,1261,Road motor vehicles,37580.65
2006/2007,11,Health,22,Health,1261,Road motor vehicles,1241379.27
2006/2007,11,Health,22,Health,1261,Road motor vehicles,14905.0
2006/2007,11,Health,22,Health,1261,Road motor vehicles,586927.0
2006/2007,11,Health,22,Health,1263,Road motor vehicles parts,-765.05
2006/2007,11,Health,22,Health,1263,Road motor vehicles parts,3504.08
2006/2007,11,Health,22,Health,1263,Road motor vehicles parts,5976.97
2006/2007,11,Health,22,Health,1264,Other vehicles,4599.0
2006/2007,11,Health,22,Health,1264,Other vehicles,5869.39
2006/2007,11,Health,22,Health,1267,"Misc. vehic. parts, incl tires & tubes",2070.76
2006/2007,11,Health,22,Health,1267,"Misc. vehic. parts, incl tires & tubes",53099.16
2006/2007,11,Health,22,Health,1267,"Misc. vehic. parts, incl tires & tubes",2282.12
2006/2007,11,Health,61,Canadian Institutes of Health Research,1212,"Tools, and implements",456.28
2006/2007,11,Health,61,Canadian Institutes of Health Research,1221,Voice communications equipment,58271.2
2006/2007,11,Health,61,Canadian Institutes of Health Research,1222,"Data(message/text, & computer)comm.equip",135.97
2006/2007,11,Health,61,Canadian Institutes of Health Research,1223,Image/video equipment,46278.29
2006/2007,11,Health,61,Canadian Institutes of Health Research,1225,Telecommunication equipment parts,905.93
2006/2007,11,Health,61,Canadian Institutes of Health Research,1226,Computer equip.-large/med.mainframe-mini,111275.26
2006/2007,11,Health,61,Canadian Institutes of Health Research,1226,Computer equip.-large/med.mainframe-mini,14997.0
2006/2007,11,Health,61,Canadian Institutes of Health Research,1227,Computer equip.small-desktop/pers./port.,187372.74
2006/2007,11,Health,61,Canadian Institutes of Health Research,1228,Computer software,292224.44
2006/2007,11,Health,61,Canadian Institutes of Health Research,1228,Computer software,677361.86
2006/2007,11,Health,61,Canadian Institutes of Health Research,1229,Computer equipment parts,168729.46
2006/2007,11,Health,61,Canadian Institutes of Health Research,1231,"Off.furn.&furnish.,incl. parts",285539.78
2006/2007,11,Health,61,Canadian Institutes of Health Research,1239,Other office equipment and parts,6836.28
2006/2007,11,Health,61,Canadian Institutes of Health Research,1246,"Other furn.&fixt., incl. parts",30068.79
2006/2007,11,Health,61,Canadian Institutes of Health Research,1261,Road motor vehicles,31309.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1221,Voice communications equipment,124.98
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1221,Voice communications equipment,1301.62
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1222,"Data(message/text, & computer)comm.equip",300.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1223,Image/video equipment,9240.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1225,Telecommunication equipment parts,39.99
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1227,Computer equip.small-desktop/pers./port.,1245.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1227,Computer equip.small-desktop/pers./port.,14408.71
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1228,Computer software,8925.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1231,"Off.furn.&furnish.,incl. parts",9544.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1231,"Off.furn.&furnish.,incl. parts",1421.83
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1239,Other office equipment and parts,1712.0
2006/2007,11,Health,108,Hazardous Materials Info Review Commiss,1246,"Other furn.&fixt., incl. parts",79.99
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1223,Image/video equipment,57775.51
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1225,Telecommunication equipment parts,1399.95
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1227,Computer equip.small-desktop/pers./port.,162831.17
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1227,Computer equip.small-desktop/pers./port.,17759.0
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1228,Computer software,41153.77
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1229,Computer equipment parts,69.5
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1231,"Off.furn.&furnish.,incl. parts",48488.02
2006/2007,11,Health,109,Patented Medicine Prices Review Board,1249,Other equipment and parts,386.98
2006/2007,11,Health,148,Public Health Agency of Canada,1211,Special industry machinery,82988.15
2006/2007,11,Health,148,Public Health Agency of Canada,1211,Special industry machinery,15647.37
2006/2007,11,Health,148,Public Health Agency of Canada,1212,"Tools, and implements",71887.79
2006/2007,11,Health,148,Public Health Agency of Canada,1219,Other machinery and parts,41187.0
2006/2007,11,Health,148,Public Health Agency of Canada,1219,Other machinery and parts,10169.83
2006/2007,11,Health,148,Public Health Agency of Canada,1221,Voice communications equipment,23241.34
2006/2007,11,Health,148,Public Health Agency of Canada,1222,"Data(message/text, & computer)comm.equip",35193.25
2006/2007,11,Health,148,Public Health Agency of Canada,1223,Image/video equipment,203789.15
2006/2007,11,Health,148,Public Health Agency of Canada,1223,Image/video equipment,375358.25
2006/2007,11,Health,148,Public Health Agency of Canada,1224,"Dig.com.equ.int.voice,data or video/imag",13390.57
2006/2007,11,Health,148,Public Health Agency of Canada,1225,Telecommunication equipment parts,2145668.5
2006/2007,11,Health,148,Public Health Agency of Canada,1226,Computer equip.-large/med.mainframe-mini,53050.0
2006/2007,11,Health,148,Public Health Agency of Canada,1226,Computer equip.-large/med.mainframe-mini,510258.71
2006/2007,11,Health,148,Public Health Agency of Canada,1227,Computer equip.small-desktop/pers./port.,63829.26
2006/2007,11,Health,148,Public Health Agency of Canada,1227,Computer equip.small-desktop/pers./port.,2550858.97
2006/2007,11,Health,148,Public Health Agency of Canada,1228,Computer software,145953.99
2006/2007,11,Health,148,Public Health Agency of Canada,1228,Computer software,3199999.02
2006/2007,11,Health,148,Public Health Agency of Canada,1229,Computer equipment parts,6116303.86
2006/2007,11,Health,148,Public Health Agency of Canada,1231,"Off.furn.&furnish.,incl. parts",973693.65
2006/2007,11,Health,148,Public Health Agency of Canada,1239,Other office equipment and parts,68652.66
2006/2007,11,Health,148,Public Health Agency of Canada,1241,"Plumbing equipment & fittings,incl parts",329919.65
2006/2007,11,Health,148,Public Health Agency of Canada,1241,"Plumbing equipment & fittings,incl parts",196652.92
2006/2007,11,Health,148,Public Health Agency of Canada,1242,"Elec.lighting,distr.&contr.equip.& parts",423794.07
2006/2007,11,Health,148,Public Health Agency of Canada,1243,Meas.contr.lab.med.&opt.instr.& parts,3326304.59
2006/2007,11,Health,148,Public Health Agency of Canada,1243,Meas.contr.lab.med.&opt.instr.& parts,463062.96
2006/2007,11,Health,148,Public Health Agency of Canada,1245,Safety & sanitat.equipment and parts,38025.81
2006/2007,11,Health,148,Public Health Agency of Canada,1245,Safety & sanitat.equipment and parts,87396.36
2006/2007,11,Health,148,Public Health Agency of Canada,1246,"Other furn.&fixt., incl. parts",107309.12
2006/2007,11,Health,148,Public Health Agency of Canada,1249,Other equipment and parts,184010.24
2006/2007,11,Health,148,Public Health Agency of Canada,1249,Other equipment and parts,182882.78
2006/2007,11,Health,148,Public Health Agency of Canada,1249,Other equipment and parts,955302.72
2006/2007,11,Health,148,Public Health Agency of Canada,1263,Road motor vehicles parts,84.48
2006/2007,11,Health,148,Public Health Agency of Canada,1267,"Misc. vehic. parts, incl tires & tubes",169.9
2006/2007,11,Health,152,Assisted Human Reproduction Agency Can,1227,Computer equip.small-desktop/pers./port.,12378.0
2006/2007,11,Health,152,Assisted Human Reproduction Agency Can,1228,Computer software,2070.0
2006/2007,11,Health,152,Assisted Human Reproduction Agency Can,1231,"Off.furn.&furnish.,incl. parts",23543.25
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1219,Other machinery and parts,4000.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1219,Other machinery and parts,42144.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1219,Other machinery and parts,83613.39
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,232051.89
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,35256.58
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,27553.27
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,2645.5
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,8396.97
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,3525.45
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,57930.18
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,7303.15
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,9586.17
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1221,Voice communications equipment,26603.03
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",3646.07
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",4045.23
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",824.32
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",4100.87
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",2325.77
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",5815.22
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",4296.7
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",8212.52
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1222,"Data(message/text, & computer)comm.equip",10319.32
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,39240.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,2265.64
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,48004.52
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,37353.37
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,3682.48
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,16193.87
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,4533.08
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,196629.76
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,2543.92
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,34408.02
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1223,Image/video equipment,17990.44
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,21605.91
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,50486.6
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,20204.08
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,288.52
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,10612.34
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,2848.36
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,37704.97
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,6142.22
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,8945.01
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1225,Telecommunication equipment parts,23518.8
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,299.98
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,487032.55
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,129368.44
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,43679.06
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,250601.89
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,160403.96
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,557726.68
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,137286.08
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,113393.34
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1226,Computer equip.-large/med.mainframe-mini,150919.27
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,10197.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,75424.01
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,224805.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,3266.24
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,3051.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,2807.04
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,2142.4
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,377.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,66594.62
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,11512.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,4544.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,3579.52
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,98311.72
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,160231.17
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,26472.07
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,5993.12
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1227,Computer equip.small-desktop/pers./port.,111210.27
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,155038.15
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,9926.89
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,2250.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,17041.51
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,45984.29
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,62195.74
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,104422.81
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,62762.74
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,-84912.38
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,39590.46
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,122757.74
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1228,Computer software,44518.57
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,84210.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,289561.83
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,211763.81
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,16947.75
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,56081.75
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,68665.87
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,229962.15
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,58566.19
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,114383.29
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1229,Computer equipment parts,152900.24
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",14519.06
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",26553.97
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",22921.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",34991.39
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",2707.9
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",319.0
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",378199.68
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",524847.2
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",46377.22
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",272968.58
2006/2007,12,Human Resources and Skills Development,14,Human Resources and Skills Development,1231,"Off.furn.&furnish.,incl. parts",44784.26
