Ã¯Â»Â¿FSCL_YR,MINC,MINE,DepartmentNumber-NumÃÂ©ro-de-MinistÃÂ¨re,DEPT_EN_DESC,OBJ_CD,OBJ_EN_NM,AGRG_PYMT_AMT
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,49609.46
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,14712.26
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,35472.42
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,1791345.3
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,81134.19
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1221,Voice communications equipment,66922.86
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1222,"Data(message/text, & computer)comm.equip",6864.46
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1222,"Data(message/text, & computer)comm.equip",4521.28
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1222,"Data(message/text, & computer)comm.equip",87260.91
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1222,"Data(message/text, & computer)comm.equip",11424.22
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1222,"Data(message/text, & computer)comm.equip",14177.13
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,72104.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,767743.32
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,24244.35
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,67316.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,11812.48
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,22297.58
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,19559.5
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,25488.81
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,630842.63
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,60602.24
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1223,Image/video equipment,112889.32
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,4.1
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,367.96
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,3.55
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,32.63
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,31777.6
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,17.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1225,Telecommunication equipment parts,2438.09
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,86103.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,17178388.67
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,227483.42
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,8337.67
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,40042.07
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,-258.58
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,238233.76
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,7575611.14
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,25208.15
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1226,Computer equip.-large/med.mainframe-mini,312183.44
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,16950.56
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,20822.75
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,5333598.01
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,194948.77
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,426935.07
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,2381201.28
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,24953.4
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,151420.79
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,14537752.03
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,2787791.76
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1227,Computer equip.small-desktop/pers./port.,5758199.34
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,1486561.75
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,3939594.11
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,79800.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,574192.19
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,31196.3
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,200478.5
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,8580.91
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,114365.7
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,12038216.48
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,85155.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1228,Computer software,603455.27
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,78891.24
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,72788.52
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,10552.46
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,52283.22
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,594654.89
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,114774.66
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1229,Computer equipment parts,96712.25
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",21897.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",10986.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",318257.39
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",1928484.49
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",364563.78
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",1504983.92
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",4894757.68
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",1117598.16
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1231,"Off.furn.&furnish.,incl. parts",2087264.58
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,33417.69
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,1005968.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,21341.82
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,10183.68
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,110011.1
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,17289.86
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,29002.53
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,369015.56
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,71666.53
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1239,Other office equipment and parts,65800.27
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,215.05
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,2327.76
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,118.52
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,715.58
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,3162.65
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,723.64
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1243,Meas.contr.lab.med.&opt.instr.& parts,3904.11
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1245,Safety & sanitat.equipment and parts,15063.49
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,9094.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,13872.34
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,144666.15
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,8607.96
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,33773.91
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,797046.71
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,43050.1
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1249,Other equipment and parts,142387.71
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,349840.2
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,-82471.5
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,527.52
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1261,Road motor vehicles,99.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1264,Other vehicles,111440.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1264,Other vehicles,57224.0
2006/2007,3,Canada Revenue Agency,130,Canada Revenue Agency(Agency Activities),1267,"Misc. vehic. parts, incl tires & tubes",3459.54
2006/2007,4,Canadian Heritage,4,Public Service Commission,1221,Voice communications equipment,14072.59
2006/2007,4,Canadian Heritage,4,Public Service Commission,1221,Voice communications equipment,11446.04
2006/2007,4,Canadian Heritage,4,Public Service Commission,1221,Voice communications equipment,27782.21
2006/2007,4,Canadian Heritage,4,Public Service Commission,1222,"Data(message/text, & computer)comm.equip",555767.92
2006/2007,4,Canadian Heritage,4,Public Service Commission,1222,"Data(message/text, & computer)comm.equip",403.13
2006/2007,4,Canadian Heritage,4,Public Service Commission,1223,Image/video equipment,444.97
2006/2007,4,Canadian Heritage,4,Public Service Commission,1223,Image/video equipment,181549.35
2006/2007,4,Canadian Heritage,4,Public Service Commission,1223,Image/video equipment,43662.16
2006/2007,4,Canadian Heritage,4,Public Service Commission,1225,Telecommunication equipment parts,405.01
2006/2007,4,Canadian Heritage,4,Public Service Commission,1225,Telecommunication equipment parts,6007.59
2006/2007,4,Canadian Heritage,4,Public Service Commission,1225,Telecommunication equipment parts,586.0
2006/2007,4,Canadian Heritage,4,Public Service Commission,1226,Computer equip.-large/med.mainframe-mini,601249.64
2006/2007,4,Canadian Heritage,4,Public Service Commission,1226,Computer equip.-large/med.mainframe-mini,369463.59
2006/2007,4,Canadian Heritage,4,Public Service Commission,1227,Computer equip.small-desktop/pers./port.,20148.54
2006/2007,4,Canadian Heritage,4,Public Service Commission,1227,Computer equip.small-desktop/pers./port.,1684058.53
2006/2007,4,Canadian Heritage,4,Public Service Commission,1227,Computer equip.small-desktop/pers./port.,247307.48
2006/2007,4,Canadian Heritage,4,Public Service Commission,1228,Computer software,3562.0
2006/2007,4,Canadian Heritage,4,Public Service Commission,1228,Computer software,563231.5
2006/2007,4,Canadian Heritage,4,Public Service Commission,1228,Computer software,134817.46
2006/2007,4,Canadian Heritage,4,Public Service Commission,1231,"Off.furn.&furnish.,incl. parts",1839.51
2006/2007,4,Canadian Heritage,4,Public Service Commission,1231,"Off.furn.&furnish.,incl. parts",77218.97
2006/2007,4,Canadian Heritage,4,Public Service Commission,1231,"Off.furn.&furnish.,incl. parts",429878.92
2006/2007,4,Canadian Heritage,4,Public Service Commission,1231,"Off.furn.&furnish.,incl. parts",458385.21
2006/2007,4,Canadian Heritage,4,Public Service Commission,1239,Other office equipment and parts,4922.31
2006/2007,4,Canadian Heritage,4,Public Service Commission,1239,Other office equipment and parts,54545.49
2006/2007,4,Canadian Heritage,4,Public Service Commission,1239,Other office equipment and parts,6517.02
2006/2007,4,Canadian Heritage,4,Public Service Commission,1246,"Other furn.&fixt., incl. parts",2165.04
2006/2007,4,Canadian Heritage,4,Public Service Commission,1246,"Other furn.&fixt., incl. parts",2185.0
2006/2007,4,Canadian Heritage,4,Public Service Commission,1246,"Other furn.&fixt., incl. parts",28855.11
2006/2007,4,Canadian Heritage,4,Public Service Commission,1249,Other equipment and parts,1377.2
2006/2007,4,Canadian Heritage,4,Public Service Commission,1249,Other equipment and parts,3537.83
2006/2007,4,Canadian Heritage,4,Public Service Commission,1249,Other equipment and parts,2096.43
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1221,Voice communications equipment,-0.08
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1221,Voice communications equipment,0.08
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1222,"Data(message/text, & computer)comm.equip",69.97
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1222,"Data(message/text, & computer)comm.equip",69.98
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1223,Image/video equipment,24348.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1223,Image/video equipment,24348.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1224,"Dig.com.equ.int.voice,data or video/imag",59115.4
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1224,"Dig.com.equ.int.voice,data or video/imag",59115.42
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1225,Telecommunication equipment parts,10.55
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1225,Telecommunication equipment parts,10.55
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1226,Computer equip.-large/med.mainframe-mini,70703.5
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1226,Computer equip.-large/med.mainframe-mini,70703.5
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1226,Computer equip.-large/med.mainframe-mini,49.5
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1226,Computer equip.-large/med.mainframe-mini,17091.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1226,Computer equip.-large/med.mainframe-mini,17091.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1227,Computer equip.small-desktop/pers./port.,1104.71
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1227,Computer equip.small-desktop/pers./port.,2540.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1227,Computer equip.small-desktop/pers./port.,2540.0
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1228,Computer software,92.4
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1228,Computer software,41092.62
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1228,Computer software,36242.62
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1231,"Off.furn.&furnish.,incl. parts",53517.88
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1231,"Off.furn.&furnish.,incl. parts",52436.32
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1239,Other office equipment and parts,1750.64
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1239,Other office equipment and parts,1750.69
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1263,Road motor vehicles parts,19.45
2006/2007,4,Canadian Heritage,16,Cdn Radio-TV Telecommunication Comm.,1263,Road motor vehicles parts,19.46
2006/2007,4,Canadian Heritage,39,National Film Board,1219,Other machinery and parts,-825.04
2006/2007,4,Canadian Heritage,39,National Film Board,1219,Other machinery and parts,106299.64
2006/2007,4,Canadian Heritage,39,National Film Board,1219,Other machinery and parts,70839.8
2006/2007,4,Canadian Heritage,39,National Film Board,1219,Other machinery and parts,2370706.07
2006/2007,4,Canadian Heritage,39,National Film Board,1226,Computer equip.-large/med.mainframe-mini,11685.18
2006/2007,4,Canadian Heritage,39,National Film Board,1226,Computer equip.-large/med.mainframe-mini,54472.85
2006/2007,4,Canadian Heritage,39,National Film Board,1226,Computer equip.-large/med.mainframe-mini,54472.86
2006/2007,4,Canadian Heritage,39,National Film Board,1226,Computer equip.-large/med.mainframe-mini,131085.4
2006/2007,4,Canadian Heritage,39,National Film Board,1226,Computer equip.-large/med.mainframe-mini,95489.5
2006/2007,4,Canadian Heritage,39,National Film Board,1227,Computer equip.small-desktop/pers./port.,132688.36
2006/2007,4,Canadian Heritage,39,National Film Board,1227,Computer equip.small-desktop/pers./port.,65035.42
2006/2007,4,Canadian Heritage,39,National Film Board,1227,Computer equip.small-desktop/pers./port.,36884.69
2006/2007,4,Canadian Heritage,39,National Film Board,1227,Computer equip.small-desktop/pers./port.,445833.44
2006/2007,4,Canadian Heritage,39,National Film Board,1227,Computer equip.small-desktop/pers./port.,358307.01
2006/2007,4,Canadian Heritage,39,National Film Board,1228,Computer software,29844.86
2006/2007,4,Canadian Heritage,39,National Film Board,1228,Computer software,4151.0
2006/2007,4,Canadian Heritage,39,National Film Board,1228,Computer software,13551.0
2006/2007,4,Canadian Heritage,39,National Film Board,1228,Computer software,8302.0
2006/2007,4,Canadian Heritage,39,National Film Board,1228,Computer software,44313.33
2006/2007,4,Canadian Heritage,39,National Film Board,1231,"Off.furn.&furnish.,incl. parts",32800.0
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1221,Voice communications equipment,2629.39
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1225,Telecommunication equipment parts,149.0
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1226,Computer equip.-large/med.mainframe-mini,113354.57
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1227,Computer equip.small-desktop/pers./port.,177159.57
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1228,Computer software,76487.93
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1228,Computer software,42515.25
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1239,Other office equipment and parts,466.0
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1242,"Elec.lighting,distr.&contr.equip.& parts",1885.35
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1246,"Other furn.&fixt., incl. parts",471.77
2006/2007,4,Canadian Heritage,58,Public Service Labour Relations Board,1246,"Other furn.&fixt., incl. parts",28705.44
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1224,"Dig.com.equ.int.voice,data or video/imag",880.75
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1225,Telecommunication equipment parts,2092.75
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1227,Computer equip.small-desktop/pers./port.,11801.46
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1228,Computer software,15244.52
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1239,Other office equipment and parts,805.0
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1242,"Elec.lighting,distr.&contr.equip.& parts",1002.45
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1246,"Other furn.&fixt., incl. parts",15879.0
2006/2007,4,Canadian Heritage,82,Public Service Staffing Tribunal,1246,"Other furn.&fixt., incl. parts",25516.68
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1222,"Data(message/text, & computer)comm.equip",1215.39
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1222,"Data(message/text, & computer)comm.equip",59.99
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1225,Telecommunication equipment parts,192.98
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1225,Telecommunication equipment parts,840.15
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1226,Computer equip.-large/med.mainframe-mini,10741.71
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1227,Computer equip.small-desktop/pers./port.,323.0
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1227,Computer equip.small-desktop/pers./port.,17529.0
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1228,Computer software,24312.7
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1229,Computer equipment parts,8051.48
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1229,Computer equipment parts,1374.94
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1229,Computer equipment parts,10729.86
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1231,"Off.furn.&furnish.,incl. parts",8507.43
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1231,"Off.furn.&furnish.,incl. parts",1234.5
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1239,Other office equipment and parts,806.99
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1239,Other office equipment and parts,99.48
2006/2007,4,Canadian Heritage,83,Status of Women - Office Co-Ordinator,1239,Other office equipment and parts,3915.25
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1211,Special industry machinery,5750.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1225,Telecommunication equipment parts,5189.9
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1229,Computer equipment parts,1371.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1229,Computer equipment parts,2517.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1229,Computer equipment parts,344.53
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1229,Computer equipment parts,21589.25
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1229,Computer equipment parts,1061.55
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1239,Other office equipment and parts,2104.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",1966.38
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",1668.41
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",13779.07
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",5594.11
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",6207.96
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1242,"Elec.lighting,distr.&contr.equip.& parts",431.53
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1261,Road motor vehicles,1100.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1261,Road motor vehicles,78815.0
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1267,"Misc. vehic. parts, incl tires & tubes",2085.03
2006/2007,4,Canadian Heritage,102,National Battlefields Commission,1267,"Misc. vehic. parts, incl tires & tubes",4988.87
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,756.36
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,759358.51
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,46691.52
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,2174.05
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,1266.65
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1225,Telecommunication equipment parts,13877.94
2006/2007,4,Canadian Heritage,135,Canadian Heritage,1226,Computer equip.-large/med.mainframe-mini,12750.0
