COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE
Unknown,Cattaraugus,Allegany,31009700000000,KC 184,UN,NL
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar p-47,UL,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Austin 232,UL,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Heath W R Was McCarthy,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 341,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 38,UL,OD
"Haught, Ralph",Allegany,Independence,31003600000000,Haught/Ford 1112,UL,IW
Hammondsport Natural Gas,Steuben,Rathbone,31101000000000,Sovocool 2,UM,GD
Ontario Gas,Ontario,West Bloomfield,31069000000000,Allen 1,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 82,UM,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 595(G),UL,OD
Unknown,Genesee,Alexander,31037000000000,Conway,UM,DW
Unknown,Allegany,Bolivar,31003700000000,DF 74,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 287,UM,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 027,UL,IW
NYS Natural Gas Corp.,Seneca,Waterloo,31099000000000,Welch Estate,UM,GD
Ontario Gas,Ontario,West Bloomfield,31069000000000,Grundman 2,UM,GD
Reservation Gas,Chautauqua,Hanover,31013000000000,Frost Merton A 2,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 437,UN,NL
NYS Dept. of Transportation,Allegany,Bolivar,31003700000000,Rte 417 10,UM,OD
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 16,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 81,UM,NL
"Hogan Energy, Inc.",Allegany,Clarksville,31003700000000,Ferrington 13,UL,IW
Unknown,Allegany,Wirt,31003700000000,Jakima S 59,UM,NL
Swan Oil,Ontario,East Bloomfield,31069000000000,Mead Donald 3,UL,DW
Unknown,Allegany,Bolivar,31003700000000,PYR 150,UN,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Berns H W Draves,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 462,UN,NL
Black River Gas & Fuel,Jefferson,Watertown City,31045000000000,Unnamed,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn J 80,UM,NL
Unknown,Chautauqua,Sheridan,31013000000000,Miller F C 2,UM,GD
Hickory Oil,Allegany,Genesee,31003600000000,C & H 3,UL,OD
Ontario Gas,Ontario,Bristol,31069000000000,Symonds 0,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 565,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 116,UN,NL
Benedum & Trees,Steuben,Rathbone,31101000000000,Perkins,UL,DW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-23,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Rex O-377,UL,OD
Syracuse Alliance Co.,Seneca,Tyre,31099000000000,Well 4,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 131,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 98,UM,NL
Home Gas Company,Schuyler,Tyrone,31097000000000,Andrews 1,UL,GD
Unknown,Allegany,Bolivar,31003700000000,PG 20,UM,NL
"Lupner, P.W. & Kline",Onondaga,Onondaga,31067000000000,Yost Yenny 1,UN,DW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 012,UL,OD
Finance Oil & Gas,Erie,Collins,31029100000000,Julia Doxator  R-123,UN,DH
Unknown,Allegany,Alma,31003700000000,Root F 270,UM,NL
NYS Natural Gas Co.,Chemung,Van Etten,31015000000000,Keckman 1,UN,NL
"Dougherty, F.L.",Chautauqua,Sheridan,31013000000000,Merritt J 1,UM,GD
"Palmer, John L.",Chautauqua,Arkwright,31013200000000,Saunders 1-3173,UL,GD
Meridian Gas Co.,Onondaga,Elbridge,31067000000000,Rockwell,UM,DW
Haskins Oil Co.,Allegany,Scio,31003600000000,Gowdy 17,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 30,UM,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 9,UL,OD
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 73,UL,OD
Unknown,Erie,Tonawanda City,31029000000000,None Specified,UM,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Eo-23,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 123,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 108,UN,NL
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1124,UL,IW
Unknown,Allegany,Bolivar,31003700000000,PG 32,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 40o,UL,OD
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Eacker Sarah E Stone,UM,GD
P & G Oil Co.,Allegany,Willing,31003700000000,Minges 02012,UM,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 985,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 87,UN,NL
Ontario Gas,Livingston,Lima,31051000000000,Malone,UM,GW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-209,UN,IW
"Rodgers, Ronald D.",Chautauqua,Ripley,31013100000000,Machado 213,UL,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 19,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 525,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 417,UL,OD
Unknown,Allegany,Bolivar,31003700000000,DF 108,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Gw-24,UN,IW
Unknown,Allegany,Alma,31003700000000,Root F 38,UL,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Rawlins,UM,GD
Unknown,Allegany,Bolivar,31003700000000,DF 34,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 927,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 32,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 162,UN,NL
Norman,Oneida,Florence,31065000000000,Old Dillon Well,UL,GW
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Savage,UL,NL
Alden Batavia Natural Gas Co.,Wyoming,Covington,31121000000000,Hutchison R 2,UM,GD
Unknown,Oswego,Sandy Creek,31075600000000,Nellis U1,UL,GD
Davey - Joans,Oswego,Williamstown,31075000000000,Degraff 1,UL,GW
Belmont Quadrangle Drilling,Schuyler,Catharine,31097000000000,Washburn 1,UL,DW
Unknown,Allegany,Alma,31003700000000,Balcerak G 34,UM,NL
"Genegantslet Gas & Oil Co., Inc",Broome,Triangle,31007100000000,Smith Charles E 1,UL,DW
Unknown,Allegany,Wirt,31003700000000,Crockett D 77,UN,NL
Unknown,Chautauqua,Hanover,31013000000000,Erdle S W,UM,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101100000000,Rex O-383,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PG 28,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 90,UN,NL
"Nuclear Fuel Services, Inc.",Cattaraugus,Ashford,31009100000000,Fee 1,UN,MM
Unknown,Allegany,Bolivar,31003700000000,Root K 3,UN,NL
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1139,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Root K 5,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 46,UL,NL
Glen Natural Gas,Schuyler,Reading,31097000000000,Phillips 1,UM,DW
"Energy Control Unlimited, Inc.",Cattaraugus,Dayton,31009200000000,G. Hills 1,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 252,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 269,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 45,UN,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Bradley Ray 1,UM,GD
Fairman Bros,Steuben,Jasper,31101000000000,Fitzpatrick 1,UM,DW
Unknown,Allegany,Wirt,31003700000000,Crockett D 70,UN,NL
Newfield Gas & Oil,Livingston,North Dansville,31051000000000,Kridler 1,UM,GD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,NY Defense Reloc Corp,UL,GD
"Republic Light, Heat & Power",Genesee,Pavilion,31037000000000,Cook 1,UL,DH
Unknown,Cattaraugus,Allegany,31009700000000,KC 271,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 101,UN,NL
Unknown,Ontario,Geneva,31069000000000,Geneva Sanatarium,UL,DW
Appalachian Development,Steuben,Jasper,31101000000000,Quick 1,UL,DW
Unknown,Allegany,Bolivar,31003700000000,Root K 20,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 708,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fw-6,UN,IW
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 4,UN,NL
Unknown,Steuben,West Union,31101600000000,Wallace U1,UL,GD
Unknown,Erie,Brant,31029000000000,White,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 132,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PG 23,UM,NL
Unknown,Allegany,Wirt,31003700000000,Crockett D 81,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 166,UN,NL
Unknown,Erie,UNK,31029700000000,Chapel Road Apts 3,UN,NL
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1147,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 41,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 300,UN,NL
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037000000000,Smead 2,UL,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 106,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 296,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-220,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 227,UN,NL
Finance Oil & Gas,Erie,Brant,31029100000000,Theodore Jimmerson R-14,UN,GD
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U14,UL,OD
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1156,UL,OD
Belmont Quadrangle Drilling,Tompkins,Newfield,31109000000000,Knapp Frank 1,UL,DW
Corona Typewriter,Albany,Knox,31001000000000,Finch 1,UN,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Doty A C,UM,GD
"Chris Glade Oil & Gas, LLC",Steuben,Tuscarora,31101200000000,Housel 2,UL,GW
Knute Evjen et al,Steuben,Tuscarora,31101000000000,Morris 1,UL,DW
Central NY Gas Corp,Broome,Lisle,31007000000000,Pease Harry 1,UN,DW
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Shriver 1,UL,GD
Unknown,Allegany,Wirt,31003700000000,Crockett D 58,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 85,UM,NL
Unknown,Allegany,Alma,31003600000000,Point Oil U6,UL,OD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1371,UL,OD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 23o,UL,OD
Unknown,Allegany,Bolivar,31003700000000,OR 34,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 192,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 13,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 119,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 22,UM,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 27A,UL,OD
Meridian Gas Co.,Onondaga,Van Buren,31067000000000,Kelly 3,UM,GD
Unknown,Cattaraugus,Carrollton,31009100000000,Allegany State Park 151,UN,GD
Unknown,Allegany,Alma,31003700000000,Balcerak G 40,UM,NL
"Bentley, et al",Tompkins,Danby,31109000000000,Turk Floyd 1,UN,DW
"Mt. Morris Drilling, Inc.",Livingston,Groveland,31051100000000,Kennedy 2,UL,GW
Hungiville Development Corp.,Oswego,Redfield,31075000000000,Sallie Giaccio 0,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn J 42,UL,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 9A,UL,IW
Unknown,Allegany,Alma,31003700000000,Root F 107,UM,NL
NY Gas & Elec.,Erie,Alden,31029000000000,Mauder Anthony,UN,NL
Finance Oil & Gas,Erie,Collins,31029100000000,Lyman Smith R-62 (I-1664),UN,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 62,UL,NL
"Republic Light, Heat & Power",Chautauqua,Pomfret,31013000000000,Bussing O S,UL,GD
Unknown,Allegany,Bolivar,31003700000000,PYR 120,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 47,UN,NL
Reservation Gas,Cattaraugus,Perrysburg,31009000000000,Catalpa L 1,UM,GD
Unknown,Allegany,Bolivar,31003700000000,OR 43,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 871,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 360,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Cloverleaf 7,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 90,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1328,UL,OD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1320,UL,OD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Snyder Ralph Sutton 0,UL,GD
Unknown,Allegany,Bolivar,31003700000000,Root K 15,UM,NL
Winwest Oil & Mining Ltd.,Ontario,Seneca,31069100000000,Onderdonk 1,UL,GW
Unknown,Allegany,Alma,31003600000000,Point Oil U7,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101500000000,Rex 395,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-213,UN,OD
"Flint Oil & Gas, Inc.",Erie,Marilla,31029100000000,Kilian Unit 2-1400,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 636,UN,NL
Unknown,Ontario,West Bloomfield,31069000000000,Lee 7,UM,DW
Test Oil Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 50,UN,OD
Unknown,Allegany,Wirt,31003700000000,Webb E 48,UM,NL
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Brown 0,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 37,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 632,UM,NL
Eagle Oil,Allegany,Alma,31003700000000,Eagle 06,UL,OD
Unknown,Allegany,Alma,31003700000000,Fisher J 15,UN,NL
Norris Oil Co.,Cattaraugus,Allegany,31009100000000,Edward O'Dell 4n,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 131,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 133,UM,NL
"Republic Light, Heat & Power",Chautauqua,Sheridan,31013000000000,Morrison Milo E,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 78,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 8,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 16,UM,NL
Wood Oil Co.,Cattaraugus,Olean,31009600000000,Weston Lease 035,UM,IW
Unknown,Allegany,Bolivar,31003700000000,PG 18,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 579,UN,NL
Unknown,Ontario,Phelps,31069600000000,See 099-02263,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 42,UL,NL
Hammondsport Natural Gas,Steuben,Rathbone,31101000000000,Newcomb,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 54,UN,NL
Unknown,Genesee,Batavia,31037000000000,Schulz,UM,DW
Unknown,Allegany,Alma,31003700000000,Root F 217,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 54,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 14,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 622,UN,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 16,UL,OD
NY Gas & Elec.,Erie,Lancaster,31029000000000,Blair Chris 1,UM,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-7,UN,IW
Unknown,Allegany,Genesee,31003700000000,PPP 25,UN,NL
Eagle Oil,Allegany,Alma,31003600000000,Eagle U1,UL,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-12,UL,IW
Seneca Nation of Indians,Erie,Brant,31029700000000,Pierce 1674-I,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 600,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 857,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-32,UN,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 355,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 44,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 114,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 334,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 838,UM,NL
Hickory Oil,Allegany,Genesee,31003600000000,Hickory U9,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PFG 60,UM,NL
Unknown,Wayne,Galen,31117000000000,Clyde Well,UM,DW
Akron Natural Gas,Erie,Marilla,31029000000000,High L C Hoppe,UN,GD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 18,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 641,UM,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 95,UL,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 21,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 91,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 245,UN,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 4A,UL,OD
Mid-East Oil & Gas,Ontario,Bristol,31069000000000,Rubenstein 2,UL,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-28,UL,OD
Unknown,Allegany,Wirt,31003700000000,PYR 50,UN,NL
Lewis & Case,Oswego,Volney,31075000000000,Vanburen Edward 1,UL,GW
Unknown,Allegany,Bolivar,31003700000000,DF 66,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 104,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 45,UL,OD
Unknown,Allegany,Alma,31003700000000,Balcerak G 79,UN,NL
Unknown,Wyoming,Sheldon,31121600000000,Becker,UL,GD
Unknown,Allegany,Wirt,31003700000000,PYR 49,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101200000000,McKinley 46,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 2,UM,NL
"Crumb, Roger G",Chautauqua,Cherry Creek,31013200000000,Brown 2,UL,GD
Unknown,Allegany,UNK,31003100000000,Voided Permit,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 98,UM,NL
Central Oil Co.,Allegany,Scio,31003700000000,Holton 989(G),UL,OD
Wood Oil Co.,Cattaraugus,Olean,31009600000000,66,UM,IW
Central Oil Co.,Allegany,Scio,31003700000000,Holton 992(G),UL,OD
Unknown,Steuben,Hornellsville,31101600000000,Wizeman U1,UL,NL
Kemp et al,Schuyler,Tyrone,31097000000000,Coolbaugh 1,UM,DW
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 856(G),UL,OD
Cobbie Hill Oil & Gas,Schuyler,Orange,31097000000000,Engle 2,UM,DW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 127,UL,NL
Bradley Producing Corp.,Steuben,Greenwood,31101100000000,Hunt 121,UM,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-23,UL,IW
Wood Oil Co.,Cattaraugus,Olean,31009600000000,Weston U-06,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 760,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 52,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 273,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 65,UN,NL
Alden Batavia Natural Gas Co.,Genesee,Pavilion,31037000000000,Wilson-Burns 2,UM,GD
Unknown,Allegany,Alma,31003700000000,Root F 200,UM,NL
Eagle Oil,Allegany,Alma,31003700000000,Eagle 010,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 62,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 693,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ho-15,UN,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 865,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 133,UN,NL
Meridian Gas Co.,Onondaga,Van Buren,31067000000000,Mogan,UM,GD
Unknown,Allegany,Bolivar,31003700000000,OR 61,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 122,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 292,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 411,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 25,UN,NL
Unknown,Cattaraugus,Carrollton,31009100000000,Allegany State Park 154,UN,GD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Case 27o,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 164,UL,OD
Unknown,Allegany,Willing,31003600000000,Burnt Hill 4,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 14,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 196,UM,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Ebling Martin 1,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 450,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 292,UM,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 55,UM,NL
Unknown,Cattaraugus,Carrollton,31009100000000,Allegany State Park 147,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 439,UN,NL
Hickory Oil,Allegany,Genesee,31003600000000,Hickory U6,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-44,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 845,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 508,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 76,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 57,UM,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Mitchell 0,UL,GD
Unknown,Allegany,Wirt,31003700000000,Gage 1,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 40,UM,NL
Seneca Nation of Indians,Erie,Collins,31029700000000,Hoag 1660-I,UN,GD
Unknown,Allegany,Bolivar,31003700000000,PYR 104,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 514,UN,NL
Unknown,Erie,Brant,31029000000000,Pierce,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 129,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 17,UN,NL
Unknown,Allegany,Bolivar,31003700000000,OR 12,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 331,UM,NL
Unknown,Cattaraugus,Carrollton,31009500000000,Roggenbaum U1,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Austin 252,UL,NL
Finance Oil & Gas,Erie,Hanover,31029100000000,Jesse Mulkins R-128,UN,GD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 137,UL,OD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 85,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-21,UL,IW
"Bingham, T.H. et al",Steuben,Rathbone,31101000000000,Dingwell,UL,DH
Unknown,Cattaraugus,Allegany,31009600000000,McGuire 5,UL,OD
Unknown,Oneida,Verona,31065000000000,Ainsworth Oneida Valley 1,UM,DW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 18,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 84,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-11,UN,OD
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 64,UL,OD
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Decker Olin 0,UL,GD
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 38,UN,NL
Unknown,Chautauqua,Hanover,31013000000000,Harmon A J,UM,GD
Unknown,Steuben,West Union,31101000000000,Unnamed,UM,DW
Unknown,Allegany,Wirt,31003700000000,Crockett D 54,UM,NL
New Penn Develop,Steuben,Hornellsville,31101000000000,Hemphill 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,PYR 116,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 782,UN,NL
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Patrick P I 2,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 58,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 742,UN,NL
"Huff, Nelson",Yates,Starkey,31123000000000,Seneca Farms 1,UL,DW
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm 339,UM,IW
Unknown,Wyoming,UNK,31121100000000,Voided Permit,UN,NL
Sangerfield Oil & Gas,Madison,Brookfield,31053000000000,Raffauf Albert,UN,DW
Unknown,Allegany,Alma,31003700000000,Root F 126,UM,NL
Iroquois Perry Salt Co.,Wyoming,Perry,31121000000000,Salt Well,UM,BR
Unknown,Allegany,Bolivar,31003700000000,PFG 49,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 359,UM,NL
Unknown,Allegany,Genesee,31003700000000,PPP 8,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Hill U2,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 45,UN,NL
Wood Oil Co.,Cattaraugus,Olean,31009600000000,58,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 152,UN,NL
Unknown,Cattaraugus,Allegany,31009600000000,Kurty U36,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 220,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 7,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 73,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 92,UN,NL
Unknown,Allegany,Bolivar,31003700000000,OR 37,UL,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-17,UM,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 194,UL,OD
Unknown,Allegany,Genesee,31003700000000,PPP 5,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-45,UL,IW
Appalachian Development,Chemung,Veteran,31015000000000,1-May,UM,DW
Unknown,Allegany,Wirt,31003700000000,Reiman L 75,UN,NL
Unknown,Genesee,Pavilion,31037000000000,Sparks,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 98,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 106,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 87,UN,NL
