COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE
"Republic Light, Heat & Power",Ontario,East Bloomfield,31069000000000,Symonds,UM,DW
Seneca Nation of Indians,Cattaraugus,Perrysburg,31009100000000,Kennedy 1667-I,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 289,UM,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 91,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-31,UL,OD
Pennzoil Products Co.,Allegany,Bolivar,31003700000000,Ballard 1,UL,IW
Unknown,Allegany,Wirt,31003700000000,Webb E 36,UL,NL
"Sampson Creek Acres, Inc.",Seneca,Seneca Falls,31099000000000,Jodiet 1,UL,GW
Unknown,Allegany,Wirt,31003700000000,Schamberger J 60,UM,NL
Finance Oil & Gas,Erie,Perrysburg,31029100000000,A. Waterman R-131,UN,GD
"Hogan Energy, Inc.",Allegany,Clarksville,31003600000000,Ferrington 418(G),UL,OD
Unknown,Ontario,Richmond,31069000000000,Johnson,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 522,UM,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 31,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 46,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 45,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 113,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 989,UL,NL
Newfield Gas & Oil,Livingston,North Dansville,31051000000000,Kridler 4,UM,GD
Unknown,Allegany,Wirt,31003700000000,Webb E 12,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 125,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 69,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 37,UL,OD
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 24,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 28,UM,NL
Unknown,Steuben,Wayne,31101000000000,Wixon,UM,GD
Unknown,Erie,Tonawanda,31029600000000,Chapel 2,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 751,UN,NL
V.J.M. Oil Co.,Chautauqua,Busti,31013100000000,"Lund,Vincent 1",UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley O-39,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 37,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex P-359,UL,IW
Case Oil Corp.,Allegany,Bolivar,31003700000000,Case 18i,UM,IW
Unknown,Allegany,Wirt,31003700000000,Crockett D 47,UN,NL
Williamsport Natural Gas E.Q.D,Steuben,Woodhull,31101000000000,Dorr 1,UL,DH
Unknown,Allegany,Wirt,31003700000000,Jakima S 45,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Keenan 157,UL,OD
"Dougherty, F.L.",Chautauqua,Sheridan,31013000000000,Dolce S 1,UM,GD
Unknown,Steuben,Canisteo,31101000000000,3 Wells South of Canisteo,UM,GW
Bolivar Bucher,Allegany,Bolivar,31003700000000,Root 101,UL,OD
Ginell Oil & Gas Association.,Erie,Hamburg,31029100000000,Ruddy Bruce 1,UL,GW
Unknown,Cattaraugus,Allegany,31009700000000,KC 651,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Root K 36,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 846,UN,NL
Unknown,Yates,Milo,31123000000000,ISCO 1,UM,SG
Knights Creek Oil Co.,Allegany,Scio,31003600000000,McKee U2,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 13,UN,NL
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 107,UL,OD
"Morrison Oil Co., Inc.",Chautauqua,North Harmony,31013200000000,R. Butts 1,UN,NL
NY Gas & Elec.,Erie,Lancaster,31029000000000,Barker 2,UN,GD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead W1,UL,IW
Case Oil Corp.,Allegany,Bolivar,31003700000000,Case 14i,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Dunn J 95,UL,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Worthington 2,UM,GD
NYS Natural Gas Corp.,Ontario,Phelps,31069000000000,Lynch J 1,UM,DW
"Dougherty, F.L.",Chautauqua,Sheridan,31013000000000,Pagano 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 936,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 349,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 36,UN,NL
Unknown,Allegany,Wirt,31003700000000,Webb E 47,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 883,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 52,UM,NL
Unknown,Cattaraugus,Perrysburg,31009000000000,Cowden A D 1,UN,GD
Cameron Valley Estates Corp.,Steuben,Cameron,31101100000000,Naar 424,UL,GD
Eastern States Gas,Steuben,Rathbone,31101000000000,Saunders,UL,GD
Unknown,Allegany,Clarksville,31003600000000,Smith 006,UL,OD
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 33,UL,OD
Peterman,Steuben,Campbell,31101000000000,Pooley 1,UL,DW
Unknown,Allegany,Wirt,31003700000000,Webb E 52,UM,NL
Unknown,Ontario,East Bloomfield,31069000000000,Davison F J 3,UM,GD
Unknown,Allegany,Bolivar,31003700000000,DF 16,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 698,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 108,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 9,UN,NL
"Republic Light, Heat & Power",Ontario,Victor,31069000000000,Barry J Jr Groton 1,UL,DW
Unknown,Allegany,Wirt,31003700000000,Jakima S 26,UN,NL
Finance Oil & Gas,Erie,Collins,31029100000000,Jake Jimmerson R-39,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 239,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 176,UN,NL
Mayrock Oil Co.,Allegany,Scio,31003700000000,Holton 947(G),UM,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 216,UN,NL
Unknown,Ontario,Canandaigua City,31069000000000,Kornbau,UM,DW
Moose Oil Co.,Allegany,Bolivar,31003600000000,McCarthy 6,UL,OD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Tuttle Irving Loundb 2,UL,GD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 69,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 167,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Root K 44,UM,NL
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 175,UL,OD
Pennzoil Products Co.,Allegany,Wirt,31003700000000,Ballard 67,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 22,UM,NL
Unknown,Allegany,Alma,31003700000000,Root F 110,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-224,UL,IW
Unknown,Allegany,Bolivar,31003700000000,DF 41,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 54,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 74,UN,NL
Ontario Gas,Ontario,West Bloomfield,31069000000000,Leech 1,UM,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamilton 123,UL,OD
Test Oil Co.,Cattaraugus,Red House,31009100000000,Allegany State Park 55,UN,OD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Ew-21,UL,OD
Reserve Oil Co.,Cayuga,Ledyard,31011000000000,Bradley H H 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,PFG 1,UN,NL
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 5,UM,GD
Unknown,Cattaraugus,Allegany,31009600000000,Lippert Hollow 1,UL,OD
Alden Batavia Natural Gas Co.,Wyoming,Attica,31121000000000,Gore Elon Glore,UM,GD
"Republic Light, Heat & Power",Wyoming,Bennington,31121000000000,"Clark, E 1",UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 14,UL,OD
Baldwinsville Light & Heat,Onondaga,Van Buren,31067000000000,Wells 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 193,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 100,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 67,UN,NL
Paulmar Gas & Oil,Erie,Hamburg,31029000000000,Irish 1,UL,DW
"Crooks, John C",Allegany,Genesee,31003600000000,Childs U12,UL,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamilton 179,UL,OD
Unknown,Onondaga,Lafayette,31067000000000,Lafayette Central School,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 7,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 39,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 100,UN,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 40,UL,OD
Unknown,Steuben,Hornellsville,31101000000000,Terry,UM,DW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009200000000,Mallory Nr2,UL,OD
Unknown,Chautauqua,Stockton,31013700000000,Taylor 1,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 85,UN,NL
Unknown,Jefferson,UNK,31045000000000,Pine Camp Test Hole 11,UM,SG
Unknown,Allegany,Bolivar,31003700000000,OR 18,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 39,UM,NL
Geneva Gas,Ontario,Geneva City,31069000000000,Rice Bros,UM,DW
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 39,UL,OD
Unknown,Allegany,Bolivar,31003700000000,OR 32,UL,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 357,UL,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 46,UN,NL
Penn York Natural Gas,Steuben,Rathbone,31101000000000,Coleman,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 314,UL,NL
Unknown,Erie,Aurora,31029600000000,Trailer Park 1,UL,GD
Unknown,Allegany,Bolivar,31003600000000,E. Crandall U1,UL,OD
Unknown,Allegany,Wirt,31003700000000,Crockett D 76,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 50,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 530,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 647,UN,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 37,UL,OD
Unknown,Cattaraugus,Carrollton,31009500000000,Sue U4,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 12,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley U1,UL,NL
Unknown,Allegany,Wirt,31003700000000,PYR 78,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 351,UN,NL
P & G Oil Co.,Allegany,Willing,31003600000000,Roeske U7,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 95,UM,NL
Unknown,Erie,UNK,31029000000000,Voided Permit,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 39,UL,NL
"Republic Light, Heat & Power",Genesee,Pembroke,31037000000000,Brady,UM,DH
Unknown,Allegany,Scio,31003600000000,Vincent 153,UL,OD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Harding 0,UL,GD
Unknown,Allegany,Alma,31003700000000,Root F 166,UM,NL
Iroquois Gas Corp.,Steuben,Howard,31101000000000,Moss 2,UL,GD
Unknown,Allegany,Alma,31003700000000,Root F 61,UM,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 92,UM,NL
Valley Drilling Corp. of America,Chautauqua,Busti,31013200000000,D Eckstrom 2,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 202,UN,NL
Ontario Gas,Ontario,East Bloomfield,31069000000000,Mosher G Rubenstein 1,UM,GD
Other Gas,Erie,Tonawanda,31029100000000,Fee 2,UN,GD
Unknown,Allegany,Alma,31003700000000,Root F 60,UM,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-39,UL,NL
Unknown,Ontario,Geneva,31069000000000,Unnamed,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 863,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 848,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 12,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 56,UN,NL
Unknown,Chautauqua,Carroll,31013700000000,JRJ Enterprises 1,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 26,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Hamilton 133,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 332,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 94,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 77,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fo-8,UL,OD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Nelson 0,UM,GD
B & B Oil,Allegany,Genesee,31003600000000,Moore & Gavin U3,UL,NL
Unknown,Cattaraugus,Hinsdale,31009700000000,Congress 3,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 965,UN,NL
Iroquois Gas Corp.,Erie,Collins,31029000000000,Gawlak 728,UN,ST
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley P-29,UL,IW
Unknown,Allegany,Bolivar,31003700000000,PFG 20,UN,NL
Syracuse Alliance Co.,Seneca,Seneca Falls,31099000000000,Well 6,UM,DH
Unknown,Allegany,Wirt,31003700000000,PYR 42,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 680,UN,NL
Springstein,Jefferson,Watertown City,31045000000000,Smith Dr H L,UN,DW
NYS Natural Gas Corp.,Steuben,Cameron,31101000000000,Hubbard 125,UM,DW
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 14,UL,OD
Unknown,Allegany,Wirt,31003700000000,Schamberger J 15,UM,NL
Ontario Gas,Ontario,East Bloomfield,31069000000000,Denby M M 2,UM,GD
Knights Creek Oil Co.,Allegany,Scio,31003700000000,"Norton, C 1036(G)",UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 101,UL,NL
"Scully, Leon",Oswego,Richland,31075000000000,Nicholson,UL,DW
"Boyce, et al",Wayne,Galen,31117000000000,Arnold Ethel,UM,GW
Central Oil Co.,Allegany,Scio,31003700000000,Holton 990(G),UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 308,UN,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 9,UN,NL
"Republic Light, Heat & Power",Ontario,East Bloomfield,31069000000000,Bailey G O 1,UM,DW
Alden Batavia Natural Gas Co.,Erie,Alden,31029000000000,Nobel Nuwer,UN,GD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 02,UN,IW
Unknown,Allegany,Wirt,31003700000000,PYR 25,UM,NL
Valley Drilling Corp. of America,Chautauqua,Busti,31013200000000,L Eckstrom 10,UL,OD
Unknown,Ontario,West Bloomfield,31069000000000,McAllister 2,UM,GD
Meridian Gas Co.,Onondaga,Lysander,31067000000000,Little,UM,GD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009600000000,Nichols Run Do-14,UL,OD
Unknown,Chautauqua,Pomfret,31013700000000,Eagle Street 1,UM,NL
Unknown,Chautauqua,Carroll,31013000000000,Wiltsie John,UN,GD
"Wilcox,Wilcox & Wilcox",Chautauqua,Busti,31013100000000,Nichols 1,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 956,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 156,UN,NL
"Boyce, et al",Wayne,Galen,31117000000000,Harper R 2,UM,DH
Pennzoil Products Co.,Allegany,Wirt,31003600000000,Green 18,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 301,UL,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 88,UM,NL
Linderman-Crane,Steuben,Rathbone,31101000000000,Sherwood,UM,GD
"Decker, et al",Yates,Barrington,31123000000000,Bellis 1,UM,DW
Ontario Gas,Ontario,West Bloomfield,31069000000000,Arnold,UM,GD
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 119,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 587,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-301,UN,OD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 8,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 64,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 78,UN,NL
NYS Natural Gas Corp.,Seneca,Waterloo,31099000000000,Saxton 1,UM,DH
Unknown,Allegany,Bolivar,31003700000000,PFG 118,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 52,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 04,UL,OD
Unknown,Chautauqua,Hanover,31013000000000,None Specified,UM,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 41,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 68,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 22,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,McKinley 260,UL,OD
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 862 (G),UM,IW
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Barney 274,UL,IW
Kerr & Kaufman,Allegany,Allen,31003000000000,Smith J S 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 43,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 130,UN,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Fo-11,UL,OD
Unknown,Allegany,Genesee,31003700000000,PPP 42,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 904,UN,NL
Unknown,Chautauqua,Arkwright,31013000000000,Clark Hiram and Lettie 2,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 951,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 448,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 138,UL,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 1,UM,NL
Newfield Gas & Oil,Livingston,West Sparta,31051000000000,Bradner 9,UM,GD
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1323,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 123,UN,NL
"Stengel, J.C.",Allegany,Amity,31003000000000,Hills Estate 8,UN,OD
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Banburg James 1,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 140,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 396,UL,NL
Belmont Quadrangle Drilling,Steuben,West Union,31101000000000,Dailey 1,UL,DW
Unknown,Cattaraugus,Allegany,31009700000000,KC 839,UN,NL
Unknown,Erie,Tonawanda,31029000000000,None Specified,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PYR 90,UM,NL
Watkins Salt Co.,Schuyler,Dix,31097000000000,Wentz 1,UM,BR
Unknown,Allegany,Genesee,31003700000000,PPP 20,UN,NL
Unknown,Allegany,Wirt,31003700000000,PYR 52,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 796,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PFG 79,UN,NL
Unknown,Steuben,Greenwood,31101600000000,Hollenbeck U1,UL,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 29,UM,NL
Bradley Producing Corp.,Allegany,Alma,31003000000000,"Lot 91, District 2133",UM,NL
Eastern Oil Co. of Buffalo,Oswego,Volney,31075000000000,Hoff 1,UN,GD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Warfield 049a,UM,IW
"Sanderson, et al",Wyoming,Sheldon,31121600000000,Tozier U2,UL,GD
Unknown,Allegany,Genesee,31003700000000,PPP 33,UM,NL
Unknown,Allegany,Wirt,31003700000000,Reiman L 40,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 373,UL,NL
New York Natural Gas Co.,Chemung,Van Etten,31015000000000,Erickson 1,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn J 105,UM,NL
Case Oil Corp.,Allegany,Bolivar,31003600000000,Homestead 1332,UL,OD
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 55,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Root K 17,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 725,UN,NL
Dickenson & Dougherty,Chautauqua,Hanover,31013000000000,Taylor 1,UM,GD
Unknown,Allegany,Bolivar,31003600000000,E. Crandall U2,UL,OD
Unknown,Oneida,Rome,31065000000000,"Humprey, C. M.",UM,DH
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar p-38,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 391,UN,NL
Unknown,Allegany,Wirt,31003700000000,Strawser B 7,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 0148,UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 174,UN,NL
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Stevens 2,UL,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 304,UL,NL
Finance Oil & Gas,Erie,Brant,31029100000000,John Kennedy R-12,UN,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 505,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 7,UM,NL
M & W Oil Co.,Cattaraugus,Allegany,31009600000000,Wilbur 4,UN,OD
Unknown,Cattaraugus,Perrysburg,31009000000000,Newcomb D L 2,UM,NL
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Ho-402,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Szathmary D 16,UN,NL
Valley Drilling Corp. of America,Chautauqua,Busti,31013200000000,Lawrence Eckstrom 4,UL,OD
NY Gas & Elec.,Erie,Lancaster,31029000000000,McLeron,UN,GD
Fitzgerald Brothers,Ontario,Richmond,31069100000000,White 1,UL,GW
Unknown,Allegany,Bolivar,31003700000000,PFG 58,UN,NL
"Rose, Philip M.",Cattaraugus,Olean,31009100000000,Willrock W-8,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 47,UM,NL
Unknown,Chautauqua,Charlotte,31013000000000,Darling Thomas 1,UN,GW
C & G Oil Co.,Allegany,Wirt,31003700000000,Hicks Farm 1,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 5,UN,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 40,UM,NL
Olean Freres Corp.,Cattaraugus,Allegany,31009100000000,Bryer-Kinley 49,UL,OD
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease K1,UL,OD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 106,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 79,UN,NL
Unknown,Wyoming,Arcade,31121000000000,None,UL,DW
Ontario Gas,Livingston,Avon,31051000000000,Collins 1,UM,DH
NY Gas & Elec.,Erie,Lancaster,31029000000000,Marley Jacob 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 917,UN,NL
Unknown,Allegany,Alma,31003700000000,Balcerak G 22,UM,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 585,UN,NL
Bolivar Bucher,Allegany,Bolivar,31003600000000,Bucher U4,UL,NL
Unknown,Allegany,Wirt,31003700000000,PYR 63,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 957,UN,NL
Norris Oil Co.,Cattaraugus,Allegany,31009700000000,Odell 2,UL,OD
"Chris Glade Oil & Gas, LLC",Schuyler,Reading,31097200000000,NNR 1,UL,GW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 107,UN,NL
Case Oil Corp.,Allegany,Alma,31003600000000,Adrian 153,UL,OD
Unknown,Steuben,Dansville,31101000000000,Unnamed,UM,DW
"Wilson, Neal K.",Steuben,Greenwood,31101000000000,Wittie 1,UM,DW
Unknown,Allegany,Bolivar,31003700000000,Dunn P 47,UM,NL
Unknown,Chautauqua,Pomfret,31013700000000,Colburn 1,UM,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn P 89,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 289,UM,NL
Reservation Gas,Chautauqua,Hanover,31013000000000,Navaro William 1,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 59,UN,NL
Unknown,Genesee,Darien,31037000000000,Corfu Wells,UM,GD
Unknown,Allegany,Bolivar,31003700000000,PFG 77,UN,NL
"Shannon, L.B.",Oswego,Constantia,31075000000000,Parker F 0,UN,DW
Unknown,Allegany,Alma,31003600000000,106 Road 596-6,UL,OD
Unknown,Allegany,Alma,31003700000000,Balcerak G 68,UN,NL
Unknown,Allegany,Bolivar,31003700000000,DF 102,UN,NL
Unknown,Allegany,Genesee,31003700000000,PPP 37,UL,NL
Unknown,Allegany,Bolivar,31003700000000,Dunn J 92,UN,NL
C.G.Pipe and Oil Co.,Allegany,Genesee,31003500000000,Camoil(Peary) b-5,UL,IW
"Lee Oil Company, Inc.",Cattaraugus,Carrollton,31009200000000,McCaffery 52,UL,OD
Unknown,Steuben,Bath,31101000000000,Smith,UM,DW
Unknown,Allegany,Alma,31003700000000,Fisher J 4,UN,NL
Unknown,Allegany,Bolivar,31003600000000,Kansas Property 13,UL,OD
Unknown,Oneida,Verona,31065600000000,Squadrito 1,UL,GW
Norris Oil Co.,Cattaraugus,Allegany,31009100000000,Edward O'Dell 5n,UL,OD
Unknown,Allegany,Alma,31003700000000,Root F 138,UM,NL
Unknown,Allegany,Wirt,31003700000000,Schamberger J 76,UM,NL
Unknown,Allegany,Bolivar,31003700000000,DF 97,UN,NL
Gordon Bros.,Livingston,West Sparta,31051000000000,McNair,UL,DW
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Go-8,UN,OD
Unknown,Allegany,Alma,31003700000000,Balcerak G 32,UM,NL
Unknown,Allegany,Scio,31003600000000,M31,UL,OD
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 12,UN,OD
Unknown,Allegany,Bolivar,31003700000000,DF 69,UN,NL
Case Oil Corp.,Allegany,Bolivar,31003700000000,Case 01o,UL,OD
Unknown,Erie,Amherst,31029000000000,6,UN,GD
Moose Oil Co.,Allegany,Bolivar,31003600000000,Tullar 030,UL,OD
Unknown,Cattaraugus,Allegany,31009700000000,KC 130,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Barney 303,UL,OD
Unknown,Allegany,Bolivar,31003700000000,PYR 142,UN,NL
Unknown,Cattaraugus,Dayton,31009000000000,Nenno Frank 2,UL,NL
"Bingham, T.H. et al",Steuben,Rathbone,31101000000000,Crawford,UL,DH
"BDH Oil, Inc.",Cattaraugus,Allegany,31009100000000,Nichols Run Hw-207,UN,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 710,UN,NL
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 72,UN,NL
Unknown,Allegany,Alma,31003700000000,Root F 15,UM,NL
Unknown,Allegany,Wirt,31003700000000,Webb E 15,UM,NL
Hammondsport Natural Gas,Steuben,Rathbone,31101000000000,Dascomb,UM,GD
