CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41573961,GOOD VIEW BAKERY,Brooklyn,7820,NEW UTRECHT AVENUE,11214.0,7186219388,Chinese,D,10F,Cycle Inspection / Re-inspection,BK28
40898273,HALE & HEARTY SOUP,Manhattan,630,LEXINGTON AVENUE,10022.0,2123711330,Soups/Salads/Sandwiches,D,10F,Cycle Inspection / Initial Inspection,MN19
50054588,THE JUILLIARD SCHOOL(ROSE CAFE),Manhattan,165,WEST   65 STREET,10023.0,2126714313,American,U,06D,Cycle Inspection / Initial Inspection,MN14
50043741,MY GRILL BAR,Brooklyn,1022,AVENUE P,11223.0,7189757272,Jewish/Kosher,F,04N,Cycle Inspection / Initial Inspection,BK25
41680485,FLAMINGO RESTAURANT AND MANTRA LOUNGE,Queens,1200406,ROCKAWAY BLVD,,7188351000,Caribbean,D,08A,Cycle Inspection / Re-inspection,
50072770,XOCHITL TAQUERIA,Brooklyn,1015,FULTON STREET,11238.0,7189383607,Mexican,F,02G,Cycle Inspection / Initial Inspection,BK69
40678235,BOURBON STREET,Queens,4012,BELL BOULEVARD,11361.0,7182242200,American,U,08A,Cycle Inspection / Re-inspection,QN46
50033956,DJ PIZZA,Manhattan,120,EAST   34 STREET,10016.0,2129517075,Pizza,D,10F,Cycle Inspection / Initial Inspection,MN20
41212475,MOE'S CAFE,Manhattan,209,EAST   23 STREET,10010.0,2125922167,American,P,08A,Cycle Inspection / Initial Inspection,MN21
50058715,JAMBAJUICE OF STATEN ISLAND,Staten Island,1275,WOODROW ROAD,10309.0,7189669200,"Juice, Smoothies, Fruit Salads",D,10F,Cycle Inspection / Initial Inspection,SI32
40366154,MICHAEL'S RESTAURANT,Brooklyn,2929,AVENUE R,11229.0,7189987851,Italian,D,08A,Cycle Inspection / Initial Inspection,BK44
50050379,LANZHOU HANDMAKE NOODLE,Queens,136-20,ROOSEVELT AVENUE,11354.0,2155880557,Chinese,P,02B,Cycle Inspection / Initial Inspection,QN22
41101663,EL VALLE RESTAURANT,Bronx,1000,WESTCHESTER AVENUE,10459.0,7188608300,Latin American,P,10B,Cycle Inspection / Initial Inspection,BX27
50000972,BRASSERIE COGNAC EAST,Manhattan,963,LEXINGTON AVENUE,10021.0,2122495100,French,F,04E,Cycle Inspection / Initial Inspection,MN40
41534242,MCMURRAY HALL (SUNY MARITIME),Bronx,6,PENNYFIELD AVENUE,10465.0,7184095148,American,P,09C,Cycle Inspection / Initial Inspection,BX52
50017631,NEW RED LANTERN,Brooklyn,5701,FORT HAMILTON PARKWAY,11219.0,7189729889,Chinese,U,02G,Cycle Inspection / Re-inspection,BK88
41219536,BROOKLYN DINER,Manhattan,1500,BROADWAY,10036.0,2122655400,American,F,10F,Cycle Inspection / Initial Inspection,MN17
50047966,BAGEL BELLY,Manhattan,114,3 AVENUE,10003.0,2123532299,Sandwiches/Salads/Mixed Buffet,U,02G,Cycle Inspection / Re-inspection,MN22
40401216,EL RINCONCITO RESTAURANT,Manhattan,408,EAST   10 STREET,10009.0,2122541381,Spanish,U,06E,Cycle Inspection / Initial Inspection,MN28
50056922,PUNJABI VIRSA RESTAURANT,Queens,11805,101ST AVE,11419.0,7188056300,Indian,8,10B,Cycle Inspection / Reopening Inspection,QN54
50055636,PANDA EXPRESS 2614,Brooklyn,423,FULTON STREET,11201.0,7182463898,Chinese,D,10F,Pre-permit (Operational) / Re-inspection,BK38
50066129,GYRO CAFE,Brooklyn,580,CONEY ISLAND AVENUE,11218.0,7184380860,Pakistani,F,04L,Cycle Inspection / Initial Inspection,BK41
50012296,GOLDEN WOK CHINESE RESTAURANT,Manhattan,209,8 AVENUE,10011.0,2126200712,Chinese,F,08A,Cycle Inspection / Initial Inspection,MN13
50001930,MAC JUICE,Manhattan,277,PARK AVENUE,10172.0,2122722200,"Juice, Smoothies, Fruit Salads",D,10B,Cycle Inspection / Initial Inspection,MN19
50047637,HANKI,Brooklyn,226,7 AVENUE,11215.0,9177978206,Korean,P,06E,Cycle Inspection / Initial Inspection,BK37
50087439,ANGELS CAFE,Bronx,743,EAST  187 STREET,10458.0,7183298828,Latin American,D,10F,Pre-permit (Operational) / Re-inspection,BX06
41698687,FLORINDA RESTAURANT,Bronx,656,PROSPECT AVENUE,10455.0,3478332150,Spanish,F,06A,Cycle Inspection / Re-inspection,BX33
50087764,WIN HOU,Queens,8221,153RD AVE,11414.0,7186668475,Chinese,D,10F,Pre-permit (Operational) / Re-inspection,QN57
50061526,TRI TOWER EATERY,Queens,18-05,215 STREET,11360.0,7182293229,Sandwiches,U,02G,Cycle Inspection / Initial Inspection,QN47
50043393,TONY'S PIZZERIA,Brooklyn,175,NASSAU AVENUE,11222.0,7183493330,Pizza,D,02G,Cycle Inspection / Re-inspection,BK76
50047762,BALADE EASTERN MEDITERRANEAN,Manhattan,144,WEST   37 STREET,10018.0,2126956969,Middle Eastern,P,10B,Cycle Inspection / Initial Inspection,MN17
41502750,MICHAEL & PING'S MODERN CHINESE TAKE-OUT,Brooklyn,437,3 AVENUE,11215.0,7187880017,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK37
50018354,FAMOUS FRESH SUPER TACO & GRILL INC,Brooklyn,253,AVENUE X,11223.0,7183398899,Tex-Mex,D,10F,Cycle Inspection / Initial Inspection,BK26
50056793,ASIAN KABAB & CURRY,Brooklyn,496,CRESCENT STREET,11208.0,3477872869,Indian,F,02B,Pre-permit (Operational) / Initial Inspection,BK82
41505982,TROPICAL JADE GARDEN RESTAURANT,Queens,10801,LIBERTY AVENUE,11419.0,7186414168,Chinese,F,08A,Cycle Inspection / Initial Inspection,QN55
41639626,LUKE'S LOUNGE,Bronx,1808,HONE AVENUE,10461.0,3472661959,Coffee/Tea,U,10B,Cycle Inspection / Re-inspection,BX37
41664787,THE COBRA CLUB,Brooklyn,6,WYCKOFF AVENUE,11237.0,9177191138,American,U,10H,Cycle Inspection / Initial Inspection,BK77
41574355,"MBJ CAFETERIA, LAGUARDIA COMMUNITY COLLEGE",Queens,31-10,THOMSON AVENUE,11101.0,7184825578,American,F,04C,Cycle Inspection / Initial Inspection,QN31
40395516,ALPHA DONUTS,Queens,4516,QUEENS BOULEVARD,11104.0,7184724725,American,U,04L,Cycle Inspection / Re-inspection,QN31
41154370,HENRICA'S RESTAURANT,Queens,138-89,FRANCIS LEWIS BOULEVARD,11422.0,7185277355,Caribbean,F,20F,Administrative Miscellaneous / Initial Inspection,QN05
50083356,LUNETTA PIZZA,Manhattan,245,3 AVENUE,10010.0,2124325200,Pizza,D,06D,Pre-permit (Operational) / Initial Inspection,MN21
50015072,CROWN FRIED CHICKEN,Manhattan,117,AVENUE D,10009.0,2129822850,Chicken,U,06E,Cycle Inspection / Re-inspection,MN28
40688834,SEGUINE BAGEL BAKERY,Staten Island,5840,AMBOY ROAD,10309.0,7189666097,Sandwiches,P,06F,Cycle Inspection / Initial Inspection,SI01
50074195,NOCHES MEXICANAS,Bronx,524,BROOK AVENUE,10455.0,3475910645,Mexican,U,10F,Cycle Inspection / Initial Inspection,BX39
50049820,LOS NISPEROS PERUVIAN RESTAURANT,Bronx,500,EAST  149 STREET,10455.0,7182923377,Peruvian,F,04L,Cycle Inspection / Initial Inspection,BX39
41655398,LULO RESTAURANT,Manhattan,1626,ST NICHOLAS AVENUE,10040.0,2125439661,Spanish,P,10F,Cycle Inspection / Initial Inspection,MN35
50096404,FRIENDSHIP FOODS INC,Queens,13676,39TH AVE,11354.0,3473998981,Chinese,D,09C,Pre-permit (Operational) / Initial Inspection,QN22
41392668,KENNY'S BAKERY,Manhattan,126,DYCKMAN STREET,10040.0,2125698414,Bakery Products/Desserts,F,10F,Cycle Inspection / Initial Inspection,MN35
41470787,CHINAR RESTAURANT,Brooklyn,2775,CONEY ISLAND AVENUE,11235.0,7183682955,Russian,D,10F,Cycle Inspection / Initial Inspection,BK25
50005560,POTBELLY SANDWICH WORKS,Manhattan,100,PARK AVENUE,10017.0,6467535170,Sandwiches/Salads/Mixed Buffet,D,06D,Cycle Inspection / Initial Inspection,MN20
40941045,MARIO'S RESTAURANT,Bronx,2342,ARTHUR AVENUE,10458.0,7185841188,Italian,D,08A,Cycle Inspection / Re-inspection,BX06
50079609,LA CUCA,Queens,10211,43RD AVE,11368.0,9175704000,Latin American,E,05D,Pre-permit (Non-operational) / Initial Inspection,QN26
50050739,CARVEL,Bronx,2231A,GRAND CONCOURSE,10453.0,7183292253,Frozen Desserts,D,04L,Cycle Inspection / Initial Inspection,BX40
40544044,NIX MIX COFFEE SHOP,Queens,90-17,130 STREET,11418.0,7188472867,American,F,06F,Cycle Inspection / Initial Inspection,QN54
41710037,STOOP JUICE,Brooklyn,443,7 AVENUE,11215.0,7188536850,"Juice, Smoothies, Fruit Salads",F,04L,Cycle Inspection / Initial Inspection,BK37
50038753,PATSY'S PIZZERIA,Brooklyn,450,DEAN STREET,11217.0,7186222268,Italian,D,04O,Cycle Inspection / Re-inspection,BK37
41144024,RIDGEWAY DINER,Manhattan,664,6 AVENUE,10010.0,2127410096,American,F,08A,Cycle Inspection / Initial Inspection,MN13
40362715,THE COUNTRY CAFE,Manhattan,60,WALL STREET,10005.0,3474279132,Sandwiches/Salads/Mixed Buffet,U,04N,Cycle Inspection / Re-inspection,MN25
50054333,CUT BY WOLFGANG PUCK,Manhattan,99,CHURCH STREET,10007.0,6468801995,Steakhouse,P,08A,Cycle Inspection / Initial Inspection,MN24
41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,135,GUNHILL ROAD,10467.0,3476028111,Caribbean,U,02B,Cycle Inspection / Re-inspection,BX43
50053135,SUZY'S ROTI PARLOUR,Brooklyn,907,CHURCH AVENUE,11218.0,7182828190,Caribbean,D,10I,Cycle Inspection / Initial Inspection,BK42
50081595,SUGAR FACTORY,Manhattan,1991,BROADWAY,10023.0,2124148700,American,U,02B,Cycle Inspection / Initial Inspection,MN14
40369878,VILLA MOSCONI RESTAURANT,Manhattan,69,MACDOUGAL STREET,10012.0,2126730390,Italian,D,10F,Cycle Inspection / Initial Inspection,MN23
50009500,HIGH LINE HOTEL,Manhattan,180,10 AVENUE,10011.0,2129339735,American,F,08A,Cycle Inspection / Initial Inspection,MN13
50069660,DUNKIN,Queens,20815,LINDEN BLVD,11411.0,7185280022,Donuts,D,10F,Cycle Inspection / Initial Inspection,QN33
41089169,BEST WESTERN CONVENTION CENTER,Manhattan,522,WEST   38 STREET,10018.0,2124051700,American,D,06C,Cycle Inspection / Initial Inspection,MN13
40810032,AL-MEHRAN RESTAURANT,Queens,8746,PARSONS BOULEVARD,11432.0,7185235533,Indian,G,04L,Cycle Inspection / Re-inspection,QN35
50067930,"BAGELS BY DAY, TACOS BY NIGHT",Staten Island,570,BAY STREET,10304.0,3473724987,Tex-Mex,G,05H,Pre-permit (Operational) / Initial Inspection,SI37
40993361,KNAPP PIZZA III,Brooklyn,427,KINGS HIGHWAY,11223.0,7186271700,Pizza,D,09C,Cycle Inspection / Initial Inspection,BK29
41362540,"AUNT BUTCHIES, REVIVE BAR",Queens,,JFK INTERNATIONAL AIRPORT,11430.0,6464775291,Sandwiches,D,10F,Cycle Inspection / Initial Inspection,
41416234,CHINA CITY,Bronx,308,EAST  188 STREET,10458.0,7187418888,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX05
40394701,THE END ZONE BAR,Queens,14944,14 AVENUE,11357.0,7187469654,American,U,08A,Cycle Inspection / Initial Inspection,QN49
41087273,"Caf̩ Medi, Jia Lounge",Manhattan,107,RIVINGTON STREET,10002.0,2124752600,American,F,10F,Cycle Inspection / Initial Inspection,MN27
41095546,LE GRAINNE CAFE,Manhattan,183,9 AVENUE,10011.0,6464863000,French,P,04L,Cycle Inspection / Initial Inspection,MN13
41415845,BRISAS DEL CARIBE,Bronx,1207,CASTLE HILL AVENUE,10462.0,7187949710,Latin American,F,08A,Cycle Inspection / Initial Inspection,BX59
50009057,OKONOMI,Brooklyn,150,AINSLIE STREET,11211.0,6462621358,Japanese,D,10F,Cycle Inspection / Re-inspection,BK90
50073433,STEAM FISH,Bronx,500,EAST  149 STREET,10455.0,7182927997,Seafood,D,10F,Cycle Inspection / Initial Inspection,BX39
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,Brooklyn,5322,CHURCH AVENUE,11203.0,7184850731,Caribbean,D,04N,Cycle Inspection / Initial Inspection,BK96
41603616,SPICE,Brooklyn,61,7 AVENUE,11217.0,7186226354,Thai,D,04L,Cycle Inspection / Initial Inspection,BK37
41604442,AMARU,Queens,8413,NORTHERN BOULEVARD,11372.0,7182055577,Peruvian,F,08A,Cycle Inspection / Initial Inspection,QN28
50070383,KIMCHAYUL MYUNGPOOM GALBI,Queens,41-22,162 STREET,11358.0,7188869292,Korean,D,10F,Cycle Inspection / Re-inspection,QN51
40640493,BURGER KING,Brooklyn,624,SOUTH CONDUIT AVENUE,11208.0,7188270648,Hamburgers,D,04L,Cycle Inspection / Initial Inspection,BK82
50086684,12TH ST. ALE HOUSE,Manhattan,192,2 AVENUE,10003.0,2122532323,Bottled Beverages,D,08A,Pre-permit (Operational) / Initial Inspection,MN22
50070312,LOUIE & ERNIE'S,Bronx,1300,CROSBY AVENUE,10461.0,7188296230,Pizza,D,08A,Pre-permit (Operational) / Re-inspection,BX52
50066936,CAPYBARA,Queens,853,WYCKOFF AVENUE,11385.0,9172959174,Mexican,P,04K,Pre-permit (Operational) / Initial Inspection,QN20
41229111,HUNGRY GHOST,Brooklyn,183,STERLING PLACE,11238.0,7187837375,Coffee/Tea,U,02B,Cycle Inspection / Initial Inspection,BK64
40393488,BELLA NAPOLI,Manhattan,130,MADISON AVENUE,10016.0,2126834510,Pizza,F,02G,Cycle Inspection / Initial Inspection,MN17
50079655,"EAST VILLAGE TAVERN , DAY TRIPPER",Manhattan,158,AVENUE C,10009.0,6465907929,Mexican,F,08C,Cycle Inspection / Initial Inspection,MN28
41698592,TORIBIO RESTAURANT,Brooklyn,3169,FULTON STREET,11208.0,7182351012,Spanish,D,02B,Cycle Inspection / Re-inspection,BK83
40793607,CAFE SPICE,Manhattan,0,GRAND CENTRAL TERMINAL,10017.0,6462271300,Indian,D,10B,Cycle Inspection / Re-inspection,MN19
40511155,THE GINGER MAN,Manhattan,11,EAST   36 STREET,10016.0,2125323740,American,D,06D,Cycle Inspection / Initial Inspection,MN20
41263122,THE COFFEE HOUSE,Manhattan,20,WEST   44 STREET,10036.0,2128407696,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,MN17
50035686,PARTNERS,Manhattan,230,PARK AVENUE,10169.0,3474576160,Coffee/Tea,P,10H,Cycle Inspection / Initial Inspection,MN19
50001253,XING WANG NO.1,Bronx,62,WEST BURNSIDE AVENUE,10453.0,7189605543,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX36
40820080,7 STARS RESTAURANT,Queens,13209,14 AVENUE,11356.0,7187476898,American,D,06D,Cycle Inspection / Re-inspection,QN49
41650782,BLUE RIBBON SUSHI IZAKAYA,Manhattan,187,ORCHARD STREET,10002.0,2124660404,Japanese,D,10B,Cycle Inspection / Initial Inspection,MN27
50017455,NEST RESTAURANT & BAR,Queens,125-17,101 AVENUE,11419.0,7188474035,Caribbean,U,06A,Cycle Inspection / Re-inspection,QN54
41433469,THE CAPITAL GRILLE,Manhattan,120,BROADWAY,10271.0,2123741811,American,D,06D,Cycle Inspection / Initial Inspection,MN25
50095880,MADMAN ESPRESSO,Manhattan,234,WEST   35 STREET,10001.0,6467081111,Coffee/Tea,U,04A,Cycle Inspection / Initial Inspection,MN17
50072637,GHETTO SHACK,Brooklyn,9320,AVENUE L,11236.0,3475875819,Caribbean,D,10F,Cycle Inspection / Re-inspection,BK50
41341837,BARTOLINO'S FINE ITALIAN CUISINE,Queens,3415,BROADWAY,11106.0,7187280430,Italian,D,06C,Cycle Inspection / Initial Inspection,QN70
50044248,678 DELI,Queens,8820,VAN WYCK EXPY,11418.0,7188801496,Sandwiches,P,02B,Cycle Inspection / Initial Inspection,QN54
50069772,BELLA PIZZA,Bronx,19,WEST FORDHAM ROAD,10468.0,7188727206,Pizza,E,10B,Pre-permit (Non-operational) / Initial Inspection,BX30
41406255,"TACO BELL, KFC",Manhattan,3645,BROADWAY,10031.0,2124919151,Tex-Mex,D,10F,Cycle Inspection / Re-inspection,MN04
50064229,NIKKI'S ROTI SHOP,Queens,12328,ROCKAWAY BLVD,11420.0,3478827557,Caribbean,D,10F,Cycle Inspection / Initial Inspection,QN55
41412063,BLACK HORSE PUB,Brooklyn,568,5 AVENUE,11215.0,7187881975,American,D,02H,Cycle Inspection / Initial Inspection,BK37
50048159,STARBUCKS,Manhattan,55,BROAD STREET,10004.0,2127422490,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,MN25
50009898,EL GRAN MALECON RESTAURANT,Brooklyn,234,KNICKERBOCKER AVENUE,11237.0,3479155104,Spanish,U,06B,Cycle Inspection / Initial Inspection,BK77
41105180,INDIAN TANPURA,Manhattan,564,AMSTERDAM AVENUE,10024.0,2127218700,Indian,D,09C,Cycle Inspection / Initial Inspection,MN12
50060700,BKLYN CAKE STUDIO,Brooklyn,427,7 AVENUE,11215.0,7185763986,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,BK37
50043733,THE OZONE DINER,Queens,13335,79TH ST,11414.0,7182963141,American,F,04N,Cycle Inspection / Initial Inspection,QN57
50094209,CAFE B'WAY,Manhattan,146,WEST   46 STREET,10036.0,2129381333,American,F,02B,Pre-permit (Operational) / Initial Inspection,MN17
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,Manhattan,457,WEST   17 STREET,10011.0,2127929200,Pizza,F,06A,Cycle Inspection / Re-inspection,MN13
50091983,KNICKERBOCKER BAGEL,Brooklyn,367,KNICKERBOCKER AVENUE,11237.0,7187098888,Bagels/Pretzels,P,02G,Pre-permit (Operational) / Initial Inspection,BK77
40758830,JALAPENO DELI,Manhattan,1629,LEXINGTON AVENUE,10029.0,2128282803,Mexican,U,08A,Cycle Inspection / Re-inspection,MN33
50014059,RED LOBSTER,Queens,8801,QUEENS BLVD,11373.0,7187603050,Seafood,F,04N,Cycle Inspection / Initial Inspection,QN29
50040389,RIKO PERUVIAN CUISINE,Queens,4523,GREENPOINT AVE,11104.0,7183615721,Peruvian,U,08A,Cycle Inspection / Re-inspection,QN31
41584432,BURGER KING,Staten Island,3901,RICHMOND AVENUE,10312.0,7189671237,Hamburgers,D,10B,Cycle Inspection / Initial Inspection,SI54
41376986,WIMPYS RESTAURANT,Manhattan,23,EAST  109 STREET,10029.0,2123484252,American,D,10F,Cycle Inspection / Initial Inspection,MN33
50033122,PARTY WELL RESTAURANT & ORIENTAL BAKERY,Queens,14932,41ST AVE,11355.0,7188860800,Korean,U,04L,Cycle Inspection / Re-inspection,QN51
50000281,DAIRY QUEEN GRILL & CHILL,Staten Island,10,FERRY TERMINAL DR,,7184476035,American,D,10E,Cycle Inspection / Re-inspection,
41215422,JALISCO TACO'S,Bronx,214,ST ANNS AVENUE,10454.0,7185854148,Tex-Mex,P,02B,Cycle Inspection / Initial Inspection,BX39
41651670,CUPIDO'S RESTAURANT,Brooklyn,609,SUTTER AVENUE,11207.0,3474999340,Latin American,D,10B,Cycle Inspection / Re-inspection,BK85
50060346,MAISON KAYSER,Manhattan,1377,6 AVENUE,10019.0,2126021700,Bakery Products/Desserts,D,10F,Pre-permit (Non-operational) / Initial Inspection,MN17
41195733,230 FIFTH,Manhattan,230,FIFTH AVENUE,10001.0,2127254300,American,D,10F,Cycle Inspection / Re-inspection,MN13
40369775,THE CUPPING ROOM CAFE,Manhattan,359,WEST BROADWAY,10013.0,2129252898,American,D,06C,Cycle Inspection / Re-inspection,MN24
40364362,21 CLUB,Manhattan,21,WEST   52 STREET,10019.0,2125827200,American,F,10F,Cycle Inspection / Initial Inspection,MN17
50076972,KENNEDY FRIED CHICKEN,Queens,8905C,165TH ST,11432.0,5168283189,Chicken,U,08A,Pre-permit (Operational) / Re-inspection,QN61
50059684,ASHOKA,Manhattan,489,COLUMBUS AVENUE,10024.0,2128751400,Indian,F,02G,Cycle Inspection / Initial Inspection,MN12
41230437,THE CROOKED KNIFE,Manhattan,27-39,EAST 30 STREET,10016.0,2126962593,American,P,04L,Cycle Inspection / Initial Inspection,MN17
41696419,DON ALEX RESTAURANT,Queens,8410,37 AVENUE,11372.0,7184240233,Peruvian,G,03A,Cycle Inspection / Initial Inspection,QN28
40400559,MULLIGAN'S PUB,Manhattan,267,MADISON AVENUE,10016.0,2122860207,Irish,D,10F,Cycle Inspection / Re-inspection,MN20
41540924,TOWER CAFE (HUTCH METRO CENTER),Bronx,1250,WATERS PLACE,10461.0,7189751198,American,S,22A,Administrative Miscellaneous / Initial Inspection,BX37
50091820,NYC FALAFEL CO,Manhattan,201,ALLEN STREET,10002.0,6469186877,Indian,F,03A,Pre-permit (Operational) / Initial Inspection,MN27
41569184,BOHEMIAN SPIRIT RESTAURANT,Manhattan,321,EAST   73 STREET,10021.0,2128611038,American,D,02B,Cycle Inspection / Initial Inspection,MN31
40748570,SPRINGFIELD DINER,Queens,12813,MERRICK BOULEVARD,11434.0,7185253540,American,P,06E,Cycle Inspection / Initial Inspection,QN08
41490544,BAR PITTI,Manhattan,268,6 AVENUE,10014.0,2129823300,Italian,P,06A,Cycle Inspection / Initial Inspection,MN23
50001829,HANGAR 11 BAR & GRILL,Queens,119-11,METROPOLITAN AVENUE,11415.0,7184418100,American,F,02B,Cycle Inspection / Initial Inspection,QN60
50036672,BAREBURGER,Manhattan,313,WEST   57 STREET,10019.0,2126852273,American,O,06D,Cycle Inspection / Reopening Inspection,MN15
50069761,MISTURA PERUANA,Queens,8606,JAMAICA AVE,11421.0,3472889233,Peruvian,D,02H,Pre-permit (Operational) / Initial Inspection,QN53
41699249,LE MIDI BISTRO,Manhattan,9,EAST   13 STREET,10003.0,6464863255,French,D,10F,Cycle Inspection / Initial Inspection,MN23
50056360,BENJAMIN STEAKHOUSE PRIME,Manhattan,23,EAST   40 STREET,10016.0,2123380818,Steakhouse,D,06A,Cycle Inspection / Initial Inspection,MN20
50064498,BRILLA TU VIDA,Queens,7501,WOODSIDE AVE,11373.0,9176175407,Other,D,10J,Cycle Inspection / Initial Inspection,QN29
50005299,ACEY DUCEY'S,Queens,101-17,METROPOLITAN AVENUE,11375.0,7185755055,American,U,10I,Cycle Inspection / Re-inspection,QN17
50071040,LET'S MAKAN,Manhattan,64A,BAYARD STREET,10013.0,6466494921,Chinese,U,04A,Cycle Inspection / Initial Inspection,MN27
41155817,MCDONALD'S,Staten Island,501,BAY STREET,10304.0,7182736688,Hamburgers,F,06D,Cycle Inspection / Initial Inspection,SI37
50071152,LIMA PERUVIAN RESTAURANT,Brooklyn,782,4 AVENUE,11232.0,7183694964,Peruvian,F,06A,Cycle Inspection / Initial Inspection,BK32
40760778,LA NORTENA EXPRESS RESTAURANT,Queens,9717,37 AVENUE,11368.0,7187792618,Mexican,D,06D,Cycle Inspection / Initial Inspection,QN26
50085087,BB PIZZA & DINE,Bronx,605,SOUTHERN BOULEVARD,10455.0,7182922450,Pizza,D,02B,Cycle Inspection / Initial Inspection,BX33
50088359,BLT PRIME,Manhattan,1032,LEXINGTON AVENUE,10021.0,2129958500,American,D,04N,Pre-permit (Operational) / Re-inspection,MN40
50003770,FULEEN SEAFOOD RESTAURANT,Manhattan,11,DIVISION STREET,10002.0,2129416888,Chinese,U,10A,Cycle Inspection / Re-inspection,MN27
50105737,Tony's Garden Eats,Brooklyn,1410,MYRTLE AVENUE,11237.0,9176765076,,,,,BK77
50106776,EMILIO'S,Bronx,1051,MORRIS PARK AVENUE,10461.0,9149242922,,,,,BX37
40733334,JOHN'S DONUT & COFFEE SHOP,Brooklyn,481,MYRTLE AVENUE,11205.0,7186380412,American,D,10B,Cycle Inspection / Initial Inspection,BK69
50060197,KOWLOON CAFE,Brooklyn,2365,86 STREET,11214.0,7183331388,Chinese,U,10B,Cycle Inspection / Re-inspection,BK29
50002074,RECUERDO RESTAURANT,Queens,14605,34TH AVE,11354.0,7183591370,Latin American,U,04M,Cycle Inspection / Re-inspection,QN51
40391086,A & S PIZZERIA,Staten Island,87,STUYVESANT PLACE,10301.0,7184484142,Pizza,U,06A,Cycle Inspection / Re-inspection,SI22
41247576,AU BON PAIN,Queens,0,LAGUARDIA AIRPORT,11369.0,7186392516,Soups/Salads/Sandwiches,D,10H,Cycle Inspection / Initial Inspection,QN98
50078216,FAMILY PIZZA,Brooklyn,720,FLATBUSH AVENUE,11225.0,7184620639,Pizza,F,08C,Cycle Inspection / Initial Inspection,BK60
50075209,ROTI PARADISE,Queens,21151,JAMAICA AVE,11428.0,3477953934,Caribbean,U,02H,Cycle Inspection / Re-inspection,QN34
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203.0,7187780023,Hamburgers,D,10F,Cycle Inspection / Initial Inspection,BK96
50085171,BENSONHURST CAFE CORP,Brooklyn,211,KINGS HIGHWAY,11223.0,7185304806,American,F,10E,Cycle Inspection / Initial Inspection,BK29
41505290,ROMEO'S PIZZA,Queens,13424,CROSSBAY BOULEVARD,11417.0,7188453300,Pizza,D,06D,Cycle Inspection / Initial Inspection,QN56
40592296,3 DELI & GRILL,Manhattan,133,EAST   55 STREET,10022.0,2124863272,American,D,10F,Cycle Inspection / Initial Inspection,MN19
50017903,JACK'S WIFE FREDA,Manhattan,50,CARMINE STREET,10014.0,6466699877,Mediterranean,F,20E,Administrative Miscellaneous / Initial Inspection,MN23
41539993,FU MUN LOU,Brooklyn,5405,8 AVENUE,11220.0,7186868999,Chinese,F,10F,Cycle Inspection / Initial Inspection,BK34
50080913,PASTURE BURGERS,Brooklyn,1611,CORTELYOU ROAD,11226.0,7186841663,Hamburgers,P,10F,Pre-permit (Operational) / Initial Inspection,BK42
50067074,BAZAR,Manhattan,31,WEST   26 STREET,10010.0,2125108155,Tapas,F,04H,Pre-permit (Operational) / Initial Inspection,MN13
41360895,NINTH STREET ESPRESSO,Manhattan,341,EAST   10 STREET,10009.0,2127773508,Coffee/Tea,D,08A,Cycle Inspection / Initial Inspection,MN22
40365904,MEE SUM CAFE,Manhattan,26,PELL STREET,10013.0,2123495260,Coffee/Tea,G,04M,Cycle Inspection / Initial Inspection,MN27
41713587,SWEET LEAF,Queens,46-15,CENTER BOULEVARD,11109.0,3475271038,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,QN31
41576098,JR PRIMOS RESTAURANT,Bronx,698,ALLERTON AVENUE,10467.0,3474495680,Spanish,D,02B,Cycle Inspection / Re-inspection,BX07
41273144,LA COLOMBE TORREFACTION,Manhattan,319,CHURCH STREET,10013.0,2123431515,Coffee/Tea,F,06D,Cycle Inspection / Initial Inspection,MN24
41687110,KIKU JAPANESE CUISINE,Staten Island,3838,RICHMOND AVENUE,10312.0,7186088589,Japanese,F,04L,Cycle Inspection / Initial Inspection,SI01
50072165,NO. 1 YUMMY TACO,Queens,15401,UNION TPKE,11367.0,7183808880,Tex-Mex,D,10F,Pre-permit (Non-operational) / Initial Inspection,QN37
50102582,INWOOD PIZZA,Manhattan,179,SHERMAN AVENUE,10034.0,6463090660,Pizza,D,05D,Pre-permit (Non-operational) / Initial Inspection,MN01
50065831,SOLDIER RESTAURANT BUFFET,Brooklyn,1444,FULTON STREET,11216.0,3475336011,Soul Food,O,04N,Pre-permit (Operational) / Reopening Inspection,BK61
41702558,MAR Y TIERRA RESTAURANT & LOUNGE,Bronx,3236,BAINBRIDGE AVENUE,10467.0,7186557764,Latin American,U,10F,Cycle Inspection / Initial Inspection,BX43
