DfENumber,SchoolName,Year,Places,PlaceAllocated,1stPref,2ndPref,3rdPref,4thPref,5thPref,Unplaced,SLE,Catchment,Sibling,Distance,OutsideSpecifiedArea,InsideSpecifiedArea,Religion,Feeder,Other,Total
8164702,All Saints RC School,2018,178,178,168,6,4,0,0,0,6,0,11,19,0.0,0,142,0,0,178
8164500,Archbishop Holgates CE School,2018,300,300,280,15,3,0,2,0,4,155,83,35,0.0,0,23,0,0,300
8164153,Fulford School,2018,252,252,252,0,0,0,0,0,6,243,3,0,0.0,0,0,0,0,252
8164063,Huntington School,2018,239,239,238,1,0,0,0,0,7,182,21,29,0.0,0,0,0,0,239
8164508,Joseph Rowntree School,2018,232,232,207,21,1,3,0,0,9,175,12,36,0.0,0,0,0,0,232
8164602,Manor CE Academy,2018,232,232,230,1,1,0,0,0,12,0,7,77,0.0,36,91,7,2,232
8164229,Millthorpe School,2018,212,212,193,15,3,0,1,0,4,167,24,17,0.0,0,0,0,0,212
8164000,Vale of York Academy,2018,190,128,102,8,3,1,1,13,1,110,1,3,0.0,0,0,0,13,128
8164703,York High School,2018,180,180,134,18,7,0,0,21,3,145,5,6,,0,0,0,21,180
